MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Connectivity,Core Processor,Core Size,Data Converters,DigiKey Programmable,EEPROM Size,Grade,Number of I/O,Operating Temperature,Oscillator Type,Peripherals,Program Memory Size,Program Memory Type,Qualification,RAM Size,Series,Speed,Voltage - Supply (Vcc/Vdd)
STM32H745XIH3,STMicroelectronics,IC MCU 32BIT 2MB FLASH TFBGA,embedded-microcontrollers,565,23.53,265-TFBGA,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32h745xi.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H745XIH3/11591187,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M4/M7,32-Bit Dual-Core,A/D 36x16b; D/A 2x12b,Not Verified,,,168,-40°C ~ 125°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",2MB (2M x 8),FLASH,,1M x 8,STM32H7,"240MHz, 480MHz",1.62V ~ 3.6V
STM32H745XIH6,STMicroelectronics,IC MCU 32BIT 2MB FLASH TFBGA,embedded-microcontrollers,548,22.63,265-TFBGA,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32h745ii.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H745XIH6/10244386,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M4/M7,32-Bit Dual-Core,A/D 36x16b; D/A 2x12b,Not Verified,,,168,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",2MB (2M x 8),FLASH,,1M x 8,STM32H7,"240MHz, 480MHz",1.62V ~ 3.6V
STM32H745ZIT3,STMicroelectronics,IC MCU 32BIT 2MB FLASH 144LQFP,embedded-microcontrollers,489,19.33,144-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32h745zi.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H745ZIT3/11591192,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M4/M7,32-Bit Dual-Core,A/D 23x16b; D/A 2x12b,Not Verified,,,97,-40°C ~ 125°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",2MB (2M x 8),FLASH,,1M x 8,STM32H7,"240MHz, 480MHz",1.62V ~ 3.6V
STM32H745ZIT6,STMicroelectronics,IC MCU 32BIT 2MB FLASH 144LQFP,embedded-microcontrollers,1158,18.17,144-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32h745ii.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H745ZIT6/10244385,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M4/M7,32-Bit Dual-Core,A/D 23x16b; D/A 2x12b,Not Verified,,,97,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",2MB (2M x 8),FLASH,,1M x 8,STM32H7,"240MHz, 480MHz",1.62V ~ 3.6V
STM32H747BIT6,STMicroelectronics,IC MCU 32BIT 2MB FLASH 208LQFP,embedded-microcontrollers,480,20.4,208-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32h747ai.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H747BIT6/10326795,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M4/M7,32-Bit Dual-Core,A/D 32x16b; D/A 2x12b,Not Verified,,,168,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",2MB (2M x 8),FLASH,,1M x 8,STM32H7,"240MHz, 480MHz",1.62V ~ 3.6V
STM32H750IBK6,STMicroelectronics,IC MCU 32BIT 128KB FLSH 176UFBGA,embedded-microcontrollers,745,12.41,201-UFBGA,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32h750ib.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H750IBK6/9453370,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M7,32-Bit,A/D 36x16b; D/A 2x12b,Not Verified,,,140,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",128KB (128K x 8),FLASH,,1M x 8,STM32H7,480MHz,1.62V ~ 3.6V
STM32H753BIT6,STMicroelectronics,IC MCU 32BIT 2MB FLASH 208LQFP,embedded-microcontrollers,386,18.92,208-LQFP,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/01/21/00/39/12/c9/4c/f1/DM00388325/files/DM00388325.pdf/jcr:content/translations/en.DM00388325.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H753BIT6/8257850,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M7,32-Bit,A/D 32x16b; D/A 2x12b,Not Verified,,,168,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",2MB (2M x 8),FLASH,,1M x 8,STM32H7,480MHz,1.62V ~ 3.6V
STM32H753VIT6,STMicroelectronics,IC MCU 32BIT 2MB FLASH 100LQFP,embedded-microcontrollers,1324,16.01,100-LQFP,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/01/21/00/39/12/c9/4c/f1/DM00388325/files/DM00388325.pdf/jcr:content/translations/en.DM00388325.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H753VIT6/8257854,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M7,32-Bit,A/D 16x16b; D/A 2x12b,Verified,,,82,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",2MB (2M x 8),FLASH,,1M x 8,STM32H7,480MHz,1.71V ~ 3.6V
STM32H753ZIT6,STMicroelectronics,IC MCU 32BIT 2MB FLASH 144LQFP,embedded-microcontrollers,881,16.95,144-LQFP,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/01/21/00/39/12/c9/4c/f1/DM00388325/files/DM00388325.pdf/jcr:content/translations/en.DM00388325.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H753ZIT6/8257856,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M7,32-Bit,A/D 28x16b; D/A 2x12b,Not Verified,,,114,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",2MB (2M x 8),FLASH,,1M x 8,STM32H7,480MHz,1.62V ~ 3.6V
STM32H755BIT6,STMicroelectronics,IC MCU 32BIT 2MB FLASH 208LQFP,embedded-microcontrollers,302,21.18,208-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32h755bi.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H755BIT6/10326804,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M4/M7,32-Bit Dual-Core,A/D 32x16b; D/A 2x12b,Not Verified,,,148,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",2MB (2M x 8),FLASH,,1M x 8,STM32H7,"240MHz, 480MHz",1.62V ~ 3.6V
STM32H755IIT6,STMicroelectronics,IC MCU 32BIT 2MB FLASH 176LQFP,embedded-microcontrollers,823,20.05,176-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32h755bi.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H755IIT6/10326806,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M4/M7,32-Bit Dual-Core,A/D 28x16b; D/A 2x12b,Not Verified,,,119,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",2MB (2M x 8),FLASH,,1M x 8,STM32H7,"240MHz, 480MHz",1.62V ~ 3.6V
STM32H755XIH6,STMicroelectronics,IC MCU 32BIT 2MB FLASH 265TFBGA,embedded-microcontrollers,463,22.9,265-TFBGA,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32h755bi.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H755XIH6/10326807,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M4/M7,32-Bit Dual-Core,A/D 36x16b; D/A 2x12b,Not Verified,,,168,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",2MB (2M x 8),FLASH,,1M x 8,STM32H7,"240MHz, 480MHz",1.62V ~ 3.6V
STM32H755ZIT3,STMicroelectronics,IC MCU 32BIT 2MB FLASH 144LQFP,embedded-microcontrollers,335,20.11,144-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32h755bi.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H755ZIT3/18086228,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG","ARM® Cortex®-M4, Cortex®-M7",32-Bit Dual-Core,A/D 23x16b Sigma-Delta; D/A 2x12b,,,,97,-40°C ~ 125°C (TA),"External, Internal","Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",2MB (2M x 8),FLASH,,1M x 8,STM32H7,"240MHz, 480MHz",1.62V ~ 3.6V
STM32H755ZIT6,STMicroelectronics,IC MCU 32BIT 2MB FLASH 144LQFP,embedded-microcontrollers,1130,18.7,144-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32h755bi.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H755ZIT6/10326808,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M4/M7,32-Bit Dual-Core,A/D 23x16b; D/A 2x12b,Not Verified,,,97,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",2MB (2M x 8),FLASH,,1M x 8,STM32H7,"240MHz, 480MHz",1.62V ~ 3.6V
STM32H757AII6,STMicroelectronics,IC MCU 32BIT 2MB FLASH 169UFBGA,embedded-microcontrollers,3431,19.44,169-UFBGA,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32h757ai.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H757AII6/10326810,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M4/M7,32-Bit Dual-Core,A/D 28x16b; D/A 2x12b,Not Verified,,,112,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",2MB (2M x 8),FLASH,,1M x 8,STM32H7,"240MHz, 480MHz",1.62V ~ 3.6V
STM32H757XIH6,STMicroelectronics,IC MCU 32BIT 2MB FLASH 265TFBGA,embedded-microcontrollers,128,22.66,265-TFBGA,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32h757ai.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H757XIH6/10326813,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M4/M7,32-Bit Dual-Core,A/D 36x16b; D/A 2x12b,Not Verified,,,168,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",2MB (2M x 8),FLASH,,1M x 8,STM32H7,"240MHz, 480MHz",1.62V ~ 3.6V
STM32H7A3RGT6,STMicroelectronics,IC MCU 32BIT 1MB FLASH 64LQFP,embedded-microcontrollers,505,12.09,64-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32h7a3li.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H7A3RGT6/18085668,"CANbus, EBI/EMI, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M7,32-Bit,A/D 16x8/16b Sigma-Delta; D/A 3x12b,,,,49,-40°C ~ 85°C (TA),"External, Internal","Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",1MB (1M x 8),FLASH,,1.4M x 8,STM32H7,280MHz,1.62V ~ 3.6V
STM32H7A3VIT6,STMicroelectronics,IC MCU 32BIT 2MB FLASH 100LQFP,embedded-microcontrollers,438,13.56,100-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32h7a3vi.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H7A3VIT6/11591004,"CANbus, EBI/EMI, HDMI-CEC, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M7,32-Bit,A/D 16x16b; D/A 3x12b,Not Verified,,,80,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",2MB (2M x 8),FLASH,,1.4M x 8,STM32H7,280MHz,1.62V ~ 3.6V
STM32H7S7L8H6H,STMicroelectronics,IC MCU 32BIT 64KB FLASH 225TFBGA,embedded-microcontrollers,669,13.33,225-TFBGA,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8909/stm32h7r3a8.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32H7S7L8H6H/22485833,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG",ARM® Cortex®-M7,32-Bit,A/D 20x12b,,,,150,-40°C ~ 85°C (TA),"External, Internal","Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",64KB (64K x 8),FLASH,,616K x 8,STM32H7,600MHz,1.71V ~ 3.6V
STM32L010C6T6,STMicroelectronics,IC MCU 32BIT 32KB FLASH 48LQFP,embedded-microcontrollers,14307,1.97,48-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l010c6.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L010C6T6/9770445,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,256 x 8,,38,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",32KB (32K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.8V ~ 3.6V
STM32L010F4P6,STMicroelectronics,IC MCU 32BIT 16KB FLASH 20TSSOP,embedded-microcontrollers,4173,1.86,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l010f4.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L010F4P6/10063389,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 7x12b,Not Verified,128 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.8V ~ 3.6V
STM32L010F4P6TR,STMicroelectronics,IC MCU 32BIT 16KB FLASH 20TSSOP,embedded-microcontrollers,3767,1.41,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l010f4.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L010F4P6TR/12337704,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 7x12b,Not Verified,128 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.8V ~ 3.6V
STM32L010K4T6,STMicroelectronics,IC MCU 32BIT 16KB FLASH 32LQFP,embedded-microcontrollers,2716,1.56,32-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l010f4.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L010K4T6/9770447,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,128 x 8,,26,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.8V ~ 3.6V
STM32L010K8T6,STMicroelectronics,IC MCU 32BIT 64KB FLASH 32LQFP,embedded-microcontrollers,412,2.27,32-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l010k8.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L010K8T6/10063390,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,256 x 8,,25,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",64KB (64K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.8V ~ 3.6V
STM32L010R8T6,STMicroelectronics,IC MCU 32BIT 64KB FLASH 64LQFP,embedded-microcontrollers,1818,2.44,64-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l010k8.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L010R8T6/9770449,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 16x12b,Not Verified,256 x 8,,51,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",64KB (64K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.8V ~ 3.6V
STM32L011D3P6,STMicroelectronics,IC MCU 32BIT 8KB FLASH 14TSSOP,embedded-microcontrollers,1733,1.48,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/42/c0/ab/e5/71/7a/47/0b/DM00206508.pdf/files/DM00206508.pdf/jcr:content/translations/en.DM00206508.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L011D3P6/6166954,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 4x12b,Not Verified,512 x 8,,11,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",8KB (8K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L011D4P6,STMicroelectronics,IC MCU 32BIT 16KB FLASH 14TSSOP,embedded-microcontrollers,1500,1.52,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/42/c0/ab/e5/71/7a/47/0b/DM00206508.pdf/files/DM00206508.pdf/jcr:content/translations/en.DM00206508.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L011D4P6/6166955,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 4x12b,Not Verified,512 x 8,,11,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L011D4P6TR,STMicroelectronics,IC MCU 32BIT 16KB FLASH 14TSSOP,embedded-microcontrollers,2518,1.52,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l011d4.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L011D4P6TR/8257857,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 4x12b,Not Verified,512 x 8,,11,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L011E4Y6TR,STMicroelectronics,IC MCU 32BIT 16KB FLASH 25WLCSP,embedded-microcontrollers,34861,1.84,"25-UFBGA, WLCSP",Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/42/c0/ab/e5/71/7a/47/0b/DM00206508.pdf/files/DM00206508.pdf/jcr:content/translations/en.DM00206508.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L011E4Y6TR/6166956,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,512 x 8,,21,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L011F3P6,STMicroelectronics,IC MCU 32BIT 8KB FLASH 20TSSOP,embedded-microcontrollers,3372,1.67,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l011f3.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L011F3P6/6166957,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 9x12b,Not Verified,512 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",8KB (8K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L011F3P6TR,STMicroelectronics,IC MCU 32BIT 8KB FLASH 20TSSOP,embedded-microcontrollers,5000,1.52,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l011f3.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L011F3P6TR/7313132,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 9x12b,Not Verified,512 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",8KB (8K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L011F3U6TR,STMicroelectronics,IC MCU 32BIT 8KB FLASH 20UFQFPN,embedded-microcontrollers,2368,1.57,20-UFQFN,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l011f3.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L011F3U6TR/6166958,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 7x12b,Not Verified,512 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",8KB (8K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L011F4P6,STMicroelectronics,IC MCU 32BIT 16KB FLASH 20TSSOP,embedded-microcontrollers,2325,1.62,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l011f3.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L011F4P6/6166959,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 9x12b,Not Verified,512 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L011F4P6TR,STMicroelectronics,IC MCU 32BIT 16KB FLASH 20TSSOP,embedded-microcontrollers,4627,1.62,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l011f3.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L011F4P6TR/6621790,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 9x12b,Not Verified,512 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L011F4U3TR,STMicroelectronics,IC MCU 32BIT 16KB FLASH 20UFQFPN,embedded-microcontrollers,8990,1.85,20-UFQFN,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l011f3.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L011F4U3TR/6621791,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 7x12b,Not Verified,512 x 8,,16,-40°C ~ 125°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L011F4U6TR,STMicroelectronics,IC MCU 32BIT 16KB FLASH 20UFQFPN,embedded-microcontrollers,4087,1.63,20-UFQFN,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l011f3.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L011F4U6TR/6166960,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 7x12b,Not Verified,512 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L011G4U6,STMicroelectronics,IC MCU 32BIT 16KB FLASH 28UFQFPN,embedded-microcontrollers,3655,1.68,28-UFQFN,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/42/c0/ab/e5/71/7a/47/0b/DM00206508.pdf/files/DM00206508.pdf/jcr:content/translations/en.DM00206508.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L011G4U6/6166962,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,512 x 8,,24,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.65V ~ 3.6V
