MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Grade,Qualification,Series,Type
AD8335ACPZ-REEL7,Analog Devices Inc.,IC AMP SPECIAL 64-LFCSP-VQ,interface-controllers,0,28.17736,"64-VFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8335.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8335ACPZ-REEL7/996066,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8336ACPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP-VQ,interface-controllers,1477,14.24,"16-VQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8336.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8336ACPZ-R7/1246056,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8336ACPZ-RL,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP-VQ,interface-controllers,0,8.49423,"16-VQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8336.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8336ACPZ-RL/1555911,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8336ACPZ-WP,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP-VQ,interface-controllers,481,14.24,"16-VQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8336.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8336ACPZ-WP/1555912,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8337BCPZ-R2,Analog Devices Inc.,IC AMP SPECIAL 8-LFCSP,interface-controllers,0,0.0,"8-WFDFN Exposed Pad, CSP",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8337.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8337BCPZ-R2/1120003,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8337BCPZ-REEL,Analog Devices Inc.,IC AMP SPECIAL 8-LFCSP,interface-controllers,3395,8.07,"8-WFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8337.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8337BCPZ-REEL/1218098,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8337BCPZ-REEL7,Analog Devices Inc.,IC AMP SPECIAL 8-LFCSP,interface-controllers,3086,8.07,"8-WFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8337.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8337BCPZ-REEL7/1218099,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8337BCPZ-WP,Analog Devices Inc.,IC AMP SPECIAL 8-LFCSP,interface-controllers,300,8.07,"8-WFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8337.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8337BCPZ-WP/1217537,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8366ACPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 32-LFCSP,interface-controllers,2837,21.1,"32-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8366.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8366ACPZ-R7/2507306,Driver,,,,ADC Driver
AD8372ACPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 32-LFCSP-WQ,interface-controllers,417,21.16,"32-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8372.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8372ACPZ-R7/1766862,CATV,,,,Variable Gain Amplifier
AD8376ACPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 32-LFCSP-WQ,interface-controllers,673,21.1,"32-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8376.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8376ACPZ-R7/1834296,Driver,,,,Variable Gain Amplifier
AD8376ACPZ-WP,Analog Devices Inc.,IC AMP SPECIAL 32-LFCSP-WQ,interface-controllers,0,0.0,"32-WFQFN Exposed Pad, CSP",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8376.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8376ACPZ-WP/16342999,Driver,,,,Variable Gain Amplifier
ADA4351-2ACPZ,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP-WQ,interface-controllers,106,9.87,"16-WFQFN, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ada4351-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4351-2ACPZ/25619672,Optical Networks,,,*,Transimpedance Amplifier
ADA4351-2ACPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP-WQ,interface-controllers,2296,9.87,"16-WFQFN, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ada4351-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4351-2ACPZ-R7/21784918,Optical Networks,,,,Transimpedance Amplifier
ADA4351-2ACPZ-RL,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP-WQ,interface-controllers,0,5.70905,"16-WFQFN, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ada4351-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4351-2ACPZ-RL/21784923,Optical Networks,,,,Transimpedance Amplifier
ADA4352-2ACPZ,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP,interface-controllers,0,8.6594,"16-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ada4352-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4352-2ACPZ/26730031,Networking,,,,Transimpedance Amplifier
ADA4352-2ACPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP,interface-controllers,2127,11.28,"16-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ada4352-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4352-2ACPZ-R7/26730012,Networking,,,,Transimpedance Amplifier
ADA4352-2ACPZ-RL,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP,interface-controllers,0,7.05147,"16-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ada4352-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4352-2ACPZ-RL/26730020,Networking,,,,Transimpedance Amplifier
ADA4922-1ACPZ-R2,Analog Devices Inc.,IC AMP SPECIAL 8-LFCSP,interface-controllers,0,0.0,"8-WFDFN Exposed Pad, CSP",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4922-1.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4922-1ACPZ-R2/1218172,Data Acquisition,,,,ADC Driver
ADA4922-1ACPZ-RL,Analog Devices Inc.,IC AMP SPECIAL 8-LFCSP,interface-controllers,0,0.0,"8-WFDFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4922-1.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4922-1ACPZ-RL/1218173,Data Acquisition,,,,ADC Driver
ADA4922-1ACPZ-RL7,Analog Devices Inc.,IC AMP SPECIAL 8-LFCSP,interface-controllers,5671,11.35,"8-WFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4922-1.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4922-1ACPZ-RL7/1217556,Data Acquisition,,,,ADC Driver
ADA4922-1ARDZ,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC-EP,interface-controllers,1643,11.35,"8-SOIC (0.154"", 3.90mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4922-1.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4922-1ARDZ/1217557,Data Acquisition,,,,ADC Driver
ADA4922-1ARDZ-R7,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC-EP,interface-controllers,0,0.0,"8-SOIC (0.154"", 3.90mm Width) Exposed Pad",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4922-1.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4922-1ARDZ-R7/1218174,Data Acquisition,,,,ADC Driver
ADA4922-1ARDZ-RL,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC-EP,interface-controllers,0,0.0,"8-SOIC (0.154"", 3.90mm Width) Exposed Pad",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4922-1.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4922-1ARDZ-RL/1218175,Data Acquisition,,,,ADC Driver
ADA4927-2YCPZ-R2,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP,interface-controllers,0,0.0,"24-WFQFN Exposed Pad, CSP",Surface Mount,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/861/ADA4927-1%2C-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4927-2YCPZ-R2/1979403,Driver,,,,ADC Driver
ADA4927-2YCPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP,interface-controllers,1928,18.74,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/861/ADA4927-1%2C-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4927-2YCPZ-R7/1981970,Driver,,,,ADC Driver
ADA4927-2YCPZ-RL,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP,interface-controllers,0,11.42799,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/861/ADA4927-1%2C-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4927-2YCPZ-RL/1981971,Driver,,,,ADC Driver
ADA4930-2YCPZ-R2,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP,interface-controllers,389,22.75,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/631/ADA4930-1%2C-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4930-2YCPZ-R2/2499945,Driver,,,,ADC Driver
ADA4930-2YCPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP,interface-controllers,3680,18.74,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/631/ADA4930-1%2C-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4930-2YCPZ-R7/2499377,Driver,,,,ADC Driver
ADA4930-2YCPZ-RL,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP,interface-controllers,0,11.42799,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/631/ADA4930-1%2C-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4930-2YCPZ-RL/2499378,Driver,,,,ADC Driver
ADA4932-2YCPZ-R2,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP,interface-controllers,0,20.36,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4932-1_4932-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4932-2YCPZ-R2/1979405,Driver,,,,ADC Driver
ADA4932-2YCPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP,interface-controllers,0,16.0,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4932-1_4932-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4932-2YCPZ-R7/1981974,Driver,,,,ADC Driver
ADA4932-2YCPZ-RL,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP,interface-controllers,0,9.637,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4932-1_4932-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4932-2YCPZ-RL/1981975,Driver,,,,ADC Driver
ADA4937-1YCPZ-R2,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP-VQ,interface-controllers,0,0.0,"16-VFQFN Exposed Pad, CSP",Surface Mount,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/938/ADA4937-1%2C2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4937-1YCPZ-R2/1644842,Data Acquisition,,,,ADC Driver
ADA4937-1YCPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP-VQ,interface-controllers,2819,11.81,"16-VFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/938/ADA4937-1%2C2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4937-1YCPZ-R7/1643599,Data Acquisition,,,,ADC Driver
ADA4937-1YCPZ-RL,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP-VQ,interface-controllers,0,6.93668,"16-VFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/938/ADA4937-1%2C2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4937-1YCPZ-RL/1644843,Data Acquisition,,,,ADC Driver
ADA4937-2YCPZ-R2,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP-WQ,interface-controllers,0,0.0,"24-WFQFN Exposed Pad, CSP",Surface Mount,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/938/ADA4937-1%2C2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4937-2YCPZ-R2/1767462,Data Acquisition,,,,ADC Driver
ADA4937-2YCPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP-WQ,interface-controllers,1725,17.1,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/938/ADA4937-1%2C2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4937-2YCPZ-R7/1766869,Data Acquisition,,,,ADC Driver
ADA4937-2YCPZ-RL,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP-WQ,interface-controllers,0,10.3538,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/938/ADA4937-1%2C2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4937-2YCPZ-RL/1767463,Data Acquisition,,,,ADC Driver
ADA4938-1ACPZ-R2,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP-VQ,interface-controllers,0,0.0,"16-VFQFN Exposed Pad, CSP",Surface Mount,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1105/ADA4938-1%2C2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4938-1ACPZ-R2/1756730,Data Acquisition,,,,ADC Driver
ADA4938-1ACPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP-VQ,interface-controllers,4694,11.81,"16-VFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1105/ADA4938-1%2C2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4938-1ACPZ-R7/1762658,Data Acquisition,,,,ADC Driver
ADA4938-1ACPZ-RL,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP-VQ,interface-controllers,0,6.93668,"16-VFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1105/ADA4938-1%2C2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4938-1ACPZ-RL/1756731,Data Acquisition,,,,ADC Driver
ADA4938-2ACPZ-R2,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP-WQ,interface-controllers,0,0.0,"24-WFQFN Exposed Pad, CSP",Surface Mount,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1105/ADA4938-1%2C2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4938-2ACPZ-R2/1767464,Data Acquisition,,,,ADC Driver
ADA4938-2ACPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP-WQ,interface-controllers,0,17.1,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1105/ADA4938-1%2C2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4938-2ACPZ-R7/1766870,Data Acquisition,,,,ADC Driver
ADA4938-2ACPZ-RL,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP-WQ,interface-controllers,0,10.3538,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1105/ADA4938-1%2C2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4938-2ACPZ-RL/1767465,Data Acquisition,,,,ADC Driver
ADA4939-2YCPZ-R2,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP-WQ,interface-controllers,0,0.0,"24-WFQFN Exposed Pad, CSP",Surface Mount,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1/ADA4939-1%2C-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4939-2YCPZ-R2/1873583,Driver,,,,ADC Driver
ADA4939-2YCPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP-WQ,interface-controllers,1345,17.1,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1/ADA4939-1%2C-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4939-2YCPZ-R7/1873696,Driver,,,,ADC Driver
ADA4939-2YCPZ-RL,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP-WQ,interface-controllers,0,10.3538,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1/ADA4939-1%2C-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4939-2YCPZ-RL/1873584,Driver,,,,ADC Driver
ADA4940-2ACPZ-R2,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP,interface-controllers,265,12.73,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4940-1_4940-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4940-2ACPZ-R2/4916411,Driver,,,,ADC Driver
ADA4940-2ACPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP,interface-controllers,0,8.38,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4940-1_4940-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4940-2ACPZ-R7/2793303,Driver,,,,ADC Driver
ADA4940-2ACPZ-RL,Analog Devices Inc.,IC AMP SPECIAL 24-LFCSP,interface-controllers,0,4.77286,"24-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4940-1_4940-2.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4940-2ACPZ-RL/3043496,Driver,,,,ADC Driver
ADA4941-1YCPZ-R2,Analog Devices Inc.,IC AMP SPECIAL 8-LFCSP,interface-controllers,1081,10.85,"8-WFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4941-1.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4941-1YCPZ-R2/1118692,Data Acquisition,,,,ADC Driver
ADA4941-1YCPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 8-LFCSP,interface-controllers,3893,7.88,"8-WFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4941-1.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4941-1YCPZ-R7/1120007,Data Acquisition,,,,ADC Driver
ADA4941-1YCPZ-RL,Analog Devices Inc.,IC AMP SPECIAL 8-LFCSP,interface-controllers,0,4.4648,"8-WFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4941-1.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4941-1YCPZ-RL/1118693,Data Acquisition,,,,ADC Driver
ADA4941-1YRZ,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,4368,7.88,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4941-1.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4941-1YRZ/1120051,Data Acquisition,,,,ADC Driver
ADA4941-1YRZ-R7,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,4258,7.88,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4941-1.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADA4941-1YRZ-R7/1118694,Data Acquisition,,,,ADC Driver
