MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Control Features,Current - Output,Current - Quiescent (Iq),Current - Supply (Max),Grade,Number of Regulators,Operating Temperature,Output Configuration,Output Type,PSRR,Protection Features,Qualification,Series,Voltage - Input (Max),Voltage - Output (Max),Voltage - Output (Min/Fixed),Voltage Dropout (Max)
TLV77201PDBVR,Texas Instruments,300MA HIGH-PSRR LOW-IQ ADJUSTABL,pmic-voltage-regulators-linear,4100,0.18,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv772.pdf?ts=1761628419631&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTLV772,https://www.digikey.com/en/products/detail/texas-instruments/TLV77201PDBVR/28005158,Enable,300mA,130 µA,,,1,-40°C ~ 85°C,Positive,Adjustable,60dB ~ 55dB (1kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,3.3V,0.6V,0.745V @ 300mA
TLV77201PDQNR,Texas Instruments,300MA HIGH-PSRR LOW-IQ,pmic-voltage-regulators-linear,10245,0.18,4-XDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv772.pdf?ts=1750662645280&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTLV772%252Fpart-details%252FTLV77201PDQNR,https://www.digikey.com/en/products/detail/texas-instruments/TLV77201PDQNR/26639772,Enable,300mA,130 µA,,,1,-40°C ~ 125°C (TJ),Positive,Adjustable,60dB ~ 55dB (1kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,3.3V,0.6V,0.745V @ 300mA
TLV77312PDBVR,Texas Instruments,IC REG LINEAR 1.2V 300MA SOT23-5,pmic-voltage-regulators-linear,4256,0.11,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv773.pdf?ts=1715886742161&ref_url=https%253A%252F%252Fwww.ti.com%252Fsitesearch%252Fen-us%252Fdocs%252Funiversalsearch.tsp%253FlangPref%253Den-US,https://www.digikey.com/en/products/detail/texas-instruments/TLV77312PDBVR/23331387,"Current Limit, Enable, Soft Start",300mA,120 µA,,,1,-40°C ~ 85°C (TJ),Positive,Fixed,56dB ~ 55dB (100kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,1.2V,0.68V @ 300mA
TLV77318PDBVR,Texas Instruments,IC REG LINEAR 1.8V 300MA SOT23-5,pmic-voltage-regulators-linear,3358,0.11,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv773.pdf?ts=1715886742161&ref_url=https%253A%252F%252Fwww.ti.com%252Fsitesearch%252Fen-us%252Fdocs%252Funiversalsearch.tsp%253FlangPref%253Den-US,https://www.digikey.com/en/products/detail/texas-instruments/TLV77318PDBVR/23331424,"Current Limit, Enable, Soft Start",300mA,120 µA,,,1,-40°C ~ 85°C (TJ),Positive,Fixed,56dB ~ 55dB (100kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,1.8V,0.385V @ 300mA
TLV77318PDQNR,Texas Instruments,IC REG LINEAR 1.8V 300MA 4-X2SON,pmic-voltage-regulators-linear,5769,0.11,4-XDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv773.pdf?ts=1715886742161&ref_url=https%253A%252F%252Fwww.ti.com%252Fsitesearch%252Fen-us%252Fdocs%252Funiversalsearch.tsp%253FlangPref%253Den-US,https://www.digikey.com/en/products/detail/texas-instruments/TLV77318PDQNR/23331392,"Current Limit, Enable, Soft Start",300mA,120 µA,,,1,-40°C ~ 85°C (TJ),Positive,Fixed,56dB ~ 55dB (100kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,1.8V,0.385V @ 300mA
TLV77333PDBVR,Texas Instruments,IC REG LINEAR 3.3V 300MA SOT23-5,pmic-voltage-regulators-linear,1039,0.11,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv773.pdf?ts=1715886742161&ref_url=https%253A%252F%252Fwww.ti.com%252Fsitesearch%252Fen-us%252Fdocs%252Funiversalsearch.tsp%253FlangPref%253Den-US,https://www.digikey.com/en/products/detail/texas-instruments/TLV77333PDBVR/23331458,"Current Limit, Enable, Soft Start",300mA,120 µA,,,1,-40°C ~ 85°C (TJ),Positive,Fixed,56dB ~ 55dB (100kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,3.3V,0.255V @ 300mA
TLV77333PDQNR,Texas Instruments,IC REG LINEAR 3.3V 300MA 4-X2SON,pmic-voltage-regulators-linear,4176,0.12,4-XDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv773.pdf?ts=1703011699390&ref_url=https%253A%252F%252Fwww.ti.com%252Fsitesearch%252Fen-us%252Fdocs%252Funiversalsearch.tsp%253FlangPref%253Den-US%2526searchTerm%253DTLV77333PDQNR%2526nr%253D2,https://www.digikey.com/en/products/detail/texas-instruments/TLV77333PDQNR/22077507,"Current Limit, Enable, Soft Start",300mA,100 µA,,,1,-40°C ~ 85°C (TJ),Positive,Fixed,56dB ~ 55dB (100kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,3.3V,0.23V @ 300mA
TLV77418PDQNR,Texas Instruments,"300MA, SMALL SIZE, HIGH-PSRR, LO",pmic-voltage-regulators-linear,2081,0.1,4-XDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv774.pdf?ts=1746649481778&ref_url=https%253A%252F%252Fwww.ti.com%252Fsitesearch%252Fen-us%252Fdocs%252Funiversalsearch.tsp%253FlangPref%253Den-US%2526nr%253D2%2526searchTerm%253DTLV77433PDQNR,https://www.digikey.com/en/products/detail/texas-instruments/TLV77418PDQNR/26262574,Enable,300mA,141 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,60dB ~ 45dB (1kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,1.8V,0.2V @ 300mA
TLV77428PDQNR,Texas Instruments,"300MA, SMALL SIZE, HIGH-PSRR, LO",pmic-voltage-regulators-linear,1527,0.1,4-XDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv774.pdf?ts=1746649481778&ref_url=https%253A%252F%252Fwww.ti.com%252Fsitesearch%252Fen-us%252Fdocs%252Funiversalsearch.tsp%253FlangPref%253Den-US%2526nr%253D2%2526searchTerm%253DTLV77433PDQNR,https://www.digikey.com/en/products/detail/texas-instruments/TLV77428PDQNR/26262647,Enable,300mA,141 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,60dB ~ 45dB (1kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,2.8V,0.165V @ 300mA
TLV77533PDBVR,Texas Instruments,"500MA, SMALL-SIZE, HIGH-PSRR LOW",pmic-voltage-regulators-linear,2468,0.14,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv775.pdf?ts=1779239045943&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTLV775%252Fpart-details%252FTLV77533PDBVR,https://www.digikey.com/en/products/detail/texas-instruments/TLV77533PDBVR/26812453,Enable,500mA,141 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,60dB ~ 45dB (1kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,,,3.3V,0.3V @ 500mA
TLV77733PDBVR,Texas Instruments,1A SMALL-SIZE HIGH-PSRR LOW-DROP,pmic-voltage-regulators-linear,2514,0.2,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV77733PDBVR/29184716,Enable,1A,141 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,60dB ~ 45dB (1kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,3.3V,0.585V @ 1A
TLV7A0318PDBVR,Texas Instruments,"200MA, ULTRA-LOW-IQ (400NA) LOW-",pmic-voltage-regulators-linear,2505,0.23,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv7a03.pdf?ts=1753870952666&ref_url=https%253A%252F%252Fwww.bing.com%252F,https://www.digikey.com/en/products/detail/texas-instruments/TLV7A0318PDBVR/26812462,Enable,200mA,400 nA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,,"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,6V,,1.8V,0.45V @ 200mA
TLV7A0325PDBVR,Texas Instruments,"200MA, ULTRA-LOW-IQ (400NA) LOW-",pmic-voltage-regulators-linear,1623,0.23,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv7a03.pdf?ts=1753870952666&ref_url=https%253A%252F%252Fwww.bing.com%252F,https://www.digikey.com/en/products/detail/texas-instruments/TLV7A0325PDBVR/26812468,Enable,200mA,400 nA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,,"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,6V,,2.5V,0.36V @ 200mA
TLV7A0330PDBVR,Texas Instruments,"200MA, ULTRA-LOW-IQ (400NA) LOW-",pmic-voltage-regulators-linear,3705,0.23,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv7a03.pdf?ts=1753870952666&ref_url=https%253A%252F%252Fwww.bing.com%252F,https://www.digikey.com/en/products/detail/texas-instruments/TLV7A0330PDBVR/26812415,Enable,200mA,400 nA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,,"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,6V,,3V,0.36V @ 200mA
TLV7A0330PDQNR,Texas Instruments,"200MA, ULTRA-LOW-IQ (400NA) LOW-",pmic-voltage-regulators-linear,5950,0.23,4-XDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv7a03.pdf?ts=1753870952666&ref_url=https%253A%252F%252Fwww.bing.com%252F,https://www.digikey.com/en/products/detail/texas-instruments/TLV7A0330PDQNR/26812425,Enable,200mA,400 nA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,,"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,6V,,3V,0.36V @ 200mA
TPS70102PWP,Texas Instruments,IC REG LINEAR POS ADJ 20-HTSSOP,pmic-voltage-regulators-linear,8777,9.01,"20-PowerTSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS70102PWP/306525,"Enable, Power Good, Reset, Sequencing","500mA, 250mA",190 µA,230 µA,,2,-40°C ~ 125°C,Positive,Adjustable,60dB (1kHz),"Over Current, Over Temperature, Reverse Polarity, Under Voltage Lockout (UVLO)",,,6V,5.5V,1.22V,0.28V @ 500mA
TPS70351PWPR,Texas Instruments,IC REG LINEAR 3.3/1.8V 24HTSSOP,pmic-voltage-regulators-linear,3193,8.55,"24-PowerTSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/slvs285h/slvs285h.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TPS70351PWPR/1672553,"Enable, Power Good, Reset, Sequencing","1A, 2A",250 µA,,,2,-40°C ~ 125°C,Positive,Fixed,"65dB (1kHz), 60dB (1kHz)","Over Current, Over Temperature, Reverse Polarity, Under Voltage Lockout (UVLO)",,,6V,,"3.3V, 1.8V","0.25V @ 1A, -"
TPS70445PWP,Texas Instruments,IC REG LINEAR 3.3/1.2V 24HTSSOP,pmic-voltage-regulators-linear,655,10.55,"24-PowerTSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS70445PWP/373227,"Enable, Power Good, Reset, Sequencing","1A, 2A",250 µA,,,2,-40°C ~ 125°C,Positive,Fixed,"65dB (1kHz), 60dB (1kHz)","Over Current, Over Temperature, Reverse Polarity, Under Voltage Lockout (UVLO)",,,6V,,"3.3V, 1.2V","0.25V @ 1A, -"
TPS70633DBVR,Texas Instruments,IC REG LINEAR 3.3V 150MA SOT23-5,pmic-voltage-regulators-linear,6032,0.77,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS70633DBVR/5218116,Enable,150mA,2.55 µA,350 µA,,1,-40°C ~ 125°C,Positive,Fixed,80dB ~ 52dB (10Hz ~ 1kHz),"Over Current, Over Temperature, Reverse Polarity, Under Voltage Lockout (UVLO)",,,6.5V,,3.3V,1.54V @ 150mA
TPS70912DBVR,Texas Instruments,IC REG LINEAR 1.2V 150MA SOT23-5,pmic-voltage-regulators-linear,2461,1.51,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS70912DBVR/3767566,Enable,150mA,2.05 µA,350 µA,,1,-40°C ~ 125°C,Positive,Fixed,80dB ~ 52dB (10Hz ~ 1kHz),"Over Current, Over Temperature, Reverse Current, Under Voltage Lockout (UVLO)",,,30V,,1.2V,
TPS70930DBVR,Texas Instruments,IC REG LINEAR 3V 150MA SOT23-5,pmic-voltage-regulators-linear,8096,1.51,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS70930DBVR/3767567,Enable,150mA,2.05 µA,350 µA,,1,-40°C ~ 125°C,Positive,Fixed,80dB ~ 52dB (10Hz ~ 1kHz),"Over Current, Over Temperature, Reverse Current, Under Voltage Lockout (UVLO)",,,30V,,3V,1.4V @ 150mA
TPS70933DBVT,Texas Instruments,IC REG LINEAR 3.3V 150MA SOT23-5,pmic-voltage-regulators-linear,4381,1.78,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS70933DBVT/3902345,Enable,150mA,2.05 µA,350 µA,,1,-40°C ~ 125°C,Positive,Fixed,80dB ~ 52dB (10Hz ~ 1kHz),"Over Current, Over Temperature, Reverse Current, Under Voltage Lockout (UVLO)",,,30V,,3.3V,1.4V @ 150mA
TPS70933DRVR,Texas Instruments,IC REG LINEAR 3.3V 150MA 6-WSON,pmic-voltage-regulators-linear,29296,1.26,6-WDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS70933DRVR/4515217,Enable,150mA,2.05 µA,350 µA,,1,-40°C ~ 125°C,Positive,Fixed,80dB ~ 52dB (10Hz ~ 1kHz),"Over Current, Over Temperature, Reverse Current, Under Voltage Lockout (UVLO)",,,30V,,3.3V,1.4V @ 150mA
TPS70933QDBVRQ1,Texas Instruments,IC REG LINEAR 3.3V 150MA SOT23-5,pmic-voltage-regulators-linear,4152,1.97,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS70933QDBVRQ1/4625396,Enable,150mA,2.05 µA,350 µA,Automotive,1,-40°C ~ 125°C,Positive,Fixed,80dB ~ 52dB (10Hz ~ 1kHz),"Over Current, Over Temperature, Reverse Current, Under Voltage Lockout (UVLO)",AEC-Q100,,30V,,3.3V,1.54V @ 150mA
TPS70933QDRVRQ1,Texas Instruments,IC REG LINEAR 3.3V 150MA 6-WSON,pmic-voltage-regulators-linear,9363,1.87,6-WDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS70933QDRVRQ1/5226723,Enable,150mA,2.05 µA,350 µA,Automotive,1,-40°C ~ 125°C,Positive,Fixed,80dB ~ 52dB (10Hz ~ 1kHz),"Over Current, Over Temperature, Reverse Current, Under Voltage Lockout (UVLO)",AEC-Q100,,30V,,3.3V,1.54V @ 150mA
TPS70950DBVR,Texas Instruments,IC REG LINEAR 5V 150MA SOT23-5,pmic-voltage-regulators-linear,14637,1.51,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tps709.pdf?ts=1739769946805&ref_url=https%253A%252F%252Fwww.ti.com%252Fsitesearch%252Fen-us%252Fdocs%252Funiversalsearch.tsp%253FlangPref%253Den-US%2526nr%253D36%2526searchTerm%253DTPS70950DBVR,https://www.digikey.com/en/products/detail/texas-instruments/TPS70950DBVR/3767569,Enable,150mA,2.05 µA,350 µA,,1,-40°C ~ 125°C,Positive,Fixed,80dB ~ 52dB (10Hz ~ 1kHz),"Over Current, Over Temperature, Reverse Current, Under Voltage Lockout (UVLO)",,,30V,,5V,1.2V @ 150mA
TPS70950DRVR,Texas Instruments,IC REG LINEAR 5V 150MA 6-WSON,pmic-voltage-regulators-linear,2300,1.26,6-WDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tps709.pdf?ts=1739769520211&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTPS709%252Fpart-details%252FTPS70950DRVR,https://www.digikey.com/en/products/detail/texas-instruments/TPS70950DRVR/4864104,Enable,150mA,2.05 µA,350 µA,,1,-40°C ~ 125°C,Positive,Fixed,80dB ~ 52dB (10Hz ~ 1kHz),"Over Current, Over Temperature, Reverse Current, Under Voltage Lockout (UVLO)",,,30V,,5V,1.2V @ 150mA
TPS70950QDRVRQ1,Texas Instruments,IC REG LINEAR 5V 150MA 6-WSON,pmic-voltage-regulators-linear,0,1.87,6-WDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS70950QDRVRQ1/5226724,Enable,150mA,2.05 µA,350 µA,Automotive,1,-40°C ~ 125°C,Positive,Fixed,80dB ~ 52dB (10Hz ~ 1kHz),"Over Current, Over Temperature, Reverse Current, Under Voltage Lockout (UVLO)",AEC-Q100,,30V,,5V,1.2V @ 150mA
TPS71501DCKR,Texas Instruments,IC REG LIN POS ADJ 50MA SC-70-5,pmic-voltage-regulators-linear,32067,0.82,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS71501DCKR/476142,,50mA,4.2 µA,,,1,-40°C ~ 125°C,Positive,Adjustable,60dB (100kHz),Over Current,,,24V,15V,1.2V,0.75V @ 50mA
TPS71525DCKR,Texas Instruments,IC REG LINEAR 2.5V 50MA SC-70-5,pmic-voltage-regulators-linear,5894,0.69,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS71525DCKR/390513,,50mA,4.2 µA,,,1,-40°C ~ 125°C,Positive,Fixed,60dB (100kHz),Over Current,,,24V,,2.5V,0.75V @ 50mA
TPS71533DCKR,Texas Instruments,IC REG LINEAR 3.3V 50MA SC-70-5,pmic-voltage-regulators-linear,81757,0.82,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS71533DCKR/390514,,50mA,4.2 µA,,,1,-40°C ~ 125°C,Positive,Fixed,60dB (100kHz),Over Current,,,24V,,3.3V,0.75V @ 50mA
TPS71550DCKR,Texas Instruments,IC REG LINEAR 5V 50MA SC-70-5,pmic-voltage-regulators-linear,31828,0.75,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS71550DCKR/562815,,50mA,4.2 µA,,,1,-40°C ~ 125°C,Positive,Fixed,60dB (100kHz),Over Current,,,24V,,5V,0.75V @ 50mA
TPS71550QDCKRQ1,Texas Instruments,IC REG LINEAR 5V 50MA SC-70-5,pmic-voltage-regulators-linear,21082,0.87,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1154/TPS71550-Q1.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TPS71550QDCKRQ1/770876,,50mA,12 µA,,Automotive,1,-40°C ~ 125°C,Positive,Fixed,60dB (100kHz),"Over Current, Reverse Polarity",AEC-Q100,,24V,,5V,0.75V @ 50mA
TPS71701DCKR,Texas Instruments,IC REG LIN POS ADJ 150MA SC-70-5,pmic-voltage-regulators-linear,10644,1.34,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS71701DCKR/1766825,Enable,150mA,80 µA,100 µA,,1,-40°C ~ 125°C,Positive,Adjustable,70dB ~ 45dB (100Hz ~ 1MHz),"Over Current, Over Temperature, Reverse Polarity, Under Voltage Lockout (UVLO)",,,6.5V,6.2V,0.9V,0.3V @ 150mA
TPS71733DCKR,Texas Instruments,IC REG LINEAR 3.3V 150MA SC-70-5,pmic-voltage-regulators-linear,1107,1.3,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS71733DCKR/1033595,Enable,150mA,80 µA,100 µA,,1,-40°C ~ 125°C,Positive,Fixed,70dB ~ 45dB (100Hz ~ 1MHz),"Over Current, Over Temperature, Reverse Polarity, Under Voltage Lockout (UVLO)",,,6.5V,,3.3V,0.3V @ 150mA
TPS72301DBVR,Texas Instruments,IC REG LIN NEG ADJ 200MA SOT23-5,pmic-voltage-regulators-linear,12961,4.01,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS72301DBVR/1672722,Enable,200mA,200 µA,500 µA,,1,-40°C ~ 125°C,Negative,Adjustable,65dB ~ 48dB (1kHz ~ 10kHz),"Over Current, Over Temperature, Short Circuit",,,-10V,-10V,-1.2V,0.5V @ 200mA
TPS72301DDCR,Texas Instruments,IC REG LINEAR NEG ADJ SOT23,pmic-voltage-regulators-linear,2680,4.7,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS72301DDCR/5005026,Enable,200mA,200 µA,500 µA,,1,-40°C ~ 125°C,Negative,Adjustable,65dB ~ 48dB (1kHz ~ 10kHz),"Over Current, Over Temperature, Short Circuit",,,-10V,-10V,-1.2V,0.5V @ 200mA
TPS72301DRVR,Texas Instruments,IC REG LIN NEG ADJ 200MA 6-WSON,pmic-voltage-regulators-linear,3944,4.68,6-WDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS72301DRVR/11502265,Enable,200mA,200 µA,500 µA,,1,-40°C ~ 125°C (TJ),Negative,Adjustable,65dB ~ 48dB (1kHz ~ 10kHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,-10V,-10V,-1.2V,0.5V @ 200mA
TPS72301QDBVRQ1,Texas Instruments,IC REG LIN NEG ADJ 200MA SOT23-5,pmic-voltage-regulators-linear,3813,4.65,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS72301QDBVRQ1/2697000,Enable,200mA,200 µA,500 µA,Automotive,1,-40°C ~ 125°C,Negative,Adjustable,65dB ~ 48dB (1kHz ~ 10kHz),"Over Current, Over Temperature, Short Circuit",AEC-Q100,,-10V,-10V,-1.2V,0.5V @ 200mA
TPS72325QDBVRQ1,Texas Instruments,IC REG LIN -2.5V 200MA SOT23-5,pmic-voltage-regulators-linear,3915,4.65,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS72325QDBVRQ1/2589811,Enable,200mA,200 µA,500 µA,Automotive,1,-40°C ~ 125°C,Negative,Fixed,65dB ~ 48dB (1kHz ~ 10kHz),"Over Current, Over Temperature, Short Circuit",AEC-Q100,,-10V,,-2.5V,0.5V @ 200mA
TPS72501DCQR,Texas Instruments,IC REG LIN POS ADJ 1A SOT-223-6,pmic-voltage-regulators-linear,754,6.18,SOT-223-6,Surface Mount,Active,https://www.ti.com/lit/ds/slvs341e/slvs341e.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TPS72501DCQR/486467,"Enable, Reset",1A,225 µA,325 µA,,1,-40°C ~ 125°C,Positive,Adjustable,60dB (1kHz),"Over Current, Over Temperature, Reverse Polarity, Under Voltage Lockout (UVLO)",,,6V,5.5V,1.22V,0.28V @ 1A
TPS72515DCQR,Texas Instruments,IC REG LINEAR 1.5V 1A SOT-223-6,pmic-voltage-regulators-linear,3807,6.18,SOT-223-6,Surface Mount,Active,https://www.ti.com/lit/ds/slvs341e/slvs341e.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TPS72515DCQR/459302,"Enable, Reset",1A,225 µA,325 µA,,1,-40°C ~ 125°C,Positive,Fixed,60dB (1kHz),"Over Current, Over Temperature, Reverse Polarity, Under Voltage Lockout (UVLO)",,,6V,,1.5V,0.32V @ 1A
TPS73033DBVR,Texas Instruments,IC REG LINEAR 3.3V 200MA SOT23-5,pmic-voltage-regulators-linear,3023,0.89,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TPS73033DBVR/705344,Enable,200mA,250 µA,,,1,-40°C ~ 125°C,Positive,Fixed,68dB (100Hz),"Over Current, Over Temperature, Reverse Polarity, Under Voltage Lockout (UVLO)",,,5.5V,,3.3V,0.21V @ 200mA
TPS73101DBVR,Texas Instruments,IC REG LIN POS ADJ 150MA SOT23-5,pmic-voltage-regulators-linear,16198,1.27,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tps731.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TPS73101DBVR/1672837,Enable,150mA,550 µA,750 µA,,1,-40°C ~ 125°C,Positive,Adjustable,58dB ~ 37dB (100Hz ~ 10kHz),"Over Current, Over Temperature, Short Circuit, Reverse Polarity",,,5.5V,5.5V,1.2V,0.1V @ 150mA
TPS73201DBVR,Texas Instruments,IC REG LIN POS ADJ 250MA SOT23-5,pmic-voltage-regulators-linear,328,1.34,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tps732.pdf?ts=1759479960321,https://www.digikey.com/en/products/detail/texas-instruments/TPS73201DBVR/1672866,Enable,250mA,550 µA,950 µA,,1,-40°C ~ 125°C,Positive,Adjustable,58dB ~ 37dB (100Hz ~ 10kHz),"Over Current, Over Temperature, Short Circuit, Reverse Polarity",,TPS732xx,5.5V,5.5V,1.2V,0.15V @ 250mA
TPS73201QDBVRQ1,Texas Instruments,IC REG LIN POS ADJ 250MA SOT23-5,pmic-voltage-regulators-linear,14378,1.68,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tps732-q1.pdf?ts=1776662740253&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTPS732-Q1%252Fpart-details%252FTPS73201QDRBRM3Q1,https://www.digikey.com/en/products/detail/texas-instruments/TPS73201QDBVRQ1/1033596,Enable,250mA,550 µA,950 µA,Automotive,1,-40°C ~ 125°C,Positive,Adjustable (Fixed),58dB ~ 37dB (100Hz ~ 10kHz),"Over Current, Over Temperature, Short Circuit, Reverse Polarity",AEC-Q100,TPS732xx,5.5V,5.5V,1.2V (1.2V),0.15V @ 250mA
TPS73233DBVT,Texas Instruments,IC REG LINEAR 3.3V 250MA SOT23-5,pmic-voltage-regulators-linear,2878,2.03,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tps732.pdf?ts=1759479960321,https://www.digikey.com/en/products/detail/texas-instruments/TPS73233DBVT/604393,Enable,250mA,550 µA,950 µA,,1,-40°C ~ 125°C,Positive,Fixed,58dB ~ 37dB (100Hz ~ 10kHz),"Over Current, Over Temperature, Short Circuit, Reverse Polarity",,TPS732xx,5.5V,,3.3V,0.15V @ 250mA
