MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Control Features,Current - Output,Current - Quiescent (Iq),Current - Supply (Max),Grade,Number of Regulators,Operating Temperature,Output Configuration,Output Type,PSRR,Protection Features,Qualification,Series,Voltage - Input (Max),Voltage - Output (Max),Voltage - Output (Min/Fixed),Voltage Dropout (Max)
TLV73315PDBVR,Texas Instruments,IC REG LINEAR 1.5V 300MA SOT23-5,pmic-voltage-regulators-linear,9230,0.17,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV73315PDBVR/5022373,Enable,300mA,60 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,68dB ~ 28dB (100Hz ~ 100kHz),"Over Current, Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",,,5.5V,,1.5V,0.4V @ 300mA
TLV73318PDBVR,Texas Instruments,IC REG LINEAR 1.8V 300MA SOT23-5,pmic-voltage-regulators-linear,10330,0.17,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV73318PDBVR/5022375,Enable,300mA,60 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,68dB ~ 28dB (100Hz ~ 100kHz),"Over Current, Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",,,5.5V,,1.8V,0.3V @ 300mA
TLV73318PDQNR,Texas Instruments,IC REG LINEAR 1.8V 300MA 4-X2SON,pmic-voltage-regulators-linear,2998,0.19,4-XDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV73318PDQNR/5023922,Enable,300mA,60 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,68dB ~ 28dB (100Hz ~ 100kHz),"Over Current, Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",,,5.5V,,1.8V,0.3V @ 300mA
TLV73325PDBVR,Texas Instruments,IC REG LINEAR 2.5V 300MA SOT23-5,pmic-voltage-regulators-linear,23694,0.17,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV73325PDBVR/5022376,Enable,300mA,60 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,68dB ~ 28dB (100Hz ~ 100kHz),"Over Current, Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",,,5.5V,,2.5V,0.29V @ 300mA
TLV73330PDBVR,Texas Instruments,IC REG LINEAR 3V 300MA SOT23-5,pmic-voltage-regulators-linear,9387,0.17,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV73330PDBVR/5320163,Enable,300mA,60 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,68dB ~ 28dB (100Hz ~ 100kHz),"Over Current, Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",,,5.5V,,3V,0.29V @ 300mA
TLV73333PDBVR,Texas Instruments,IC REG LINEAR 3.3V 300MA SOT23-5,pmic-voltage-regulators-linear,36278,0.17,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV73333PDBVR/5022378,Enable,300mA,60 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,68dB ~ 28dB (100Hz ~ 100kHz),"Over Current, Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",,,5.5V,,3.3V,0.27V @ 300mA
TLV73333PDQNR,Texas Instruments,IC REG LINEAR 3.3V 300MA 4-X2SON,pmic-voltage-regulators-linear,7440,0.19,4-XDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV73333PDQNR/5022379,Enable,300mA,60 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,68dB ~ 28dB (100Hz ~ 100kHz),"Over Current, Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",,,5.5V,,3.3V,0.27V @ 300mA
TLV74010PDBVR,Texas Instruments,IC REG LINEAR 1V 300MA SOT23-5,pmic-voltage-regulators-linear,9718,0.12,"SC-74A, SOT-753",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5334/TLV740P_DS.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TLV74010PDBVR/12642176,Enable,300mA,80 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,67dB ~ 32dB (100Hz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,1V,1.3V @ 300mA
TLV74018PDBVR,Texas Instruments,IC REG LINEAR 1.8V 300MA SOT23-5,pmic-voltage-regulators-linear,29681,0.1,"SC-74A, SOT-753",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5334/TLV740P_DS.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TLV74018PDBVR/12642177,Enable,300mA,80 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,67dB ~ 32dB (100Hz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,1.8V,0.8V @ 300mA
TLV74018PDQNR,Texas Instruments,IC REG LINEAR 1.8V 300MA 4-X2SON,pmic-voltage-regulators-linear,123694,0.1,4-XDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv740p.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TLV74018PDQNR/15857001,"Current Limit, Enable",300mA,80 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,,"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,1.8V,0.8V @ 300mA
TLV74033PDBVR,Texas Instruments,IC REG LINEAR 3.3V 300MA SOT23-5,pmic-voltage-regulators-linear,53324,0.1,"SC-74A, SOT-753",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5334/TLV740P_DS.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TLV74033PDBVR/12642183,Enable,300mA,80 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,67dB ~ 32dB (100Hz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,3.3V,0.5V @ 300mA
TLV74033PDQNR,Texas Instruments,IC REG LINEAR 3.3V 300MA 4-X2SON,pmic-voltage-regulators-linear,3985,0.1,4-XDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv740p.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TLV74033PDQNR/15857274,"Current Limit, Enable",300mA,80 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,67dB ~ 32dB (100Hz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,3.3V,0.5V @ 300mA
TLV74112PDBVR,Texas Instruments,IC REG LINEAR 1.2V 150MA SOT23-5,pmic-voltage-regulators-linear,10525,0.13,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV74112PDBVR/7604405,Enable,150mA,50 µA,75 µA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,70dB ~ 55dB (100Hz ~ 1MHz),"Current Limit, Thermal Shutdown, UVLO",,,5.5V,,1.2V,1.02V @ 150mA
TLV74115PDBVR,Texas Instruments,IC REG LINEAR 1.5V 150MA SOT23-5,pmic-voltage-regulators-linear,10228,0.13,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV74115PDBVR/7604406,Enable,150mA,50 µA,75 µA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,70dB ~ 55dB (100Hz ~ 1MHz),"Current Limit, Thermal Shutdown, UVLO",,,5.5V,,1.5V,1.02V @ 150mA
TLV74118PDBVR,Texas Instruments,IC REG LINEAR 1.8V 150MA SOT23-5,pmic-voltage-regulators-linear,29961,0.14,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV74118PDBVR/7604407,Enable,150mA,50 µA,75 µA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,70dB ~ 55dB (100Hz ~ 1MHz),"Current Limit, Thermal Shutdown, UVLO",,,5.5V,,1.8V,0.695V @ 150mA
TLV74125PDBVR,Texas Instruments,IC REG LINEAR 2.5V 150MA SOT23-5,pmic-voltage-regulators-linear,8634,0.14,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV74125PDBVR/7604408,Enable,150mA,50 µA,75 µA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,70dB ~ 55dB (100Hz ~ 1MHz),"Current Limit, Thermal Shutdown, UVLO",,,5.5V,,2.5V,0.565V @ 150mA
TLV74128PDBVR,Texas Instruments,IC REG LINEAR 2.8V 150MA SOT23-5,pmic-voltage-regulators-linear,11316,0.14,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV74128PDBVR/7604410,Enable,150mA,50 µA,75 µA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,70dB ~ 55dB (100Hz ~ 1MHz),"Current Limit, Thermal Shutdown, UVLO",,,5.5V,,2.8V,0.565V @ 150mA
TLV74130PDBVR,Texas Instruments,IC REG LINEAR 3V 150MA SOT23-5,pmic-voltage-regulators-linear,8047,0.13,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV74130PDBVR/7604411,Enable,150mA,50 µA,75 µA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,70dB ~ 55dB (100Hz ~ 1MHz),"Current Limit, Thermal Shutdown, UVLO",,,5.5V,,3V,0.54V @ 150mA
TLV74133PDQNR,Texas Instruments,IC REG LINEAR 3.3V 150MA 4-X2SON,pmic-voltage-regulators-linear,10115,0.11,4-XDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV74133PDQNR/9649781,Enable,150mA,50 µA,75 µA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,70dB ~ 55dB (100Hz ~ 1MHz),"Current Limit, Thermal Shutdown, UVLO",,,5.5V,,3.3V,0.54V @ 150mA
TLV74311PDBVR,Texas Instruments,IC REG LINEAR 1.1V 300MA SOT23-5,pmic-voltage-regulators-linear,12715,0.13,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV74311PDBVR/7593919,Enable,300mA,60 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,68dB ~ 28dB (100Hz ~ 100kHz),"Current Limit, Thermal Shutdown, UVLO",,,5.5V,,1.1V,0.48V @ 300mA
TLV74312PDBVR,Texas Instruments,IC REG LINEAR 1.2V 300MA SOT23-5,pmic-voltage-regulators-linear,43717,0.14,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV74312PDBVR/7593920,Enable,300mA,60 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,68dB ~ 28dB (100Hz ~ 100kHz),"Current Limit, Thermal Shutdown, UVLO",,,5.5V,,1.2V,0.45V @ 300mA
TLV74325PDBVR,Texas Instruments,IC REG LINEAR 2.5V 300MA SOT23-5,pmic-voltage-regulators-linear,8915,0.13,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV74325PDBVR/7593923,Enable,300mA,60 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,68dB ~ 28dB (100Hz ~ 100kHz),"Current Limit, Thermal Shutdown, UVLO",,,5.5V,,2.5V,0.29V @ 300mA
TLV74328PDBVR,Texas Instruments,IC REG LINEAR 2.8V 300MA SOT23-5,pmic-voltage-regulators-linear,6446,0.13,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV74328PDBVR/7593925,Enable,300mA,60 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,68dB ~ 28dB (100Hz ~ 100kHz),"Current Limit, Thermal Shutdown, UVLO",,,5.5V,,2.8V,0.29V @ 300mA
TLV74330PDBVR,Texas Instruments,IC REG LINEAR 3V 300MA SOT23-5,pmic-voltage-regulators-linear,35595,0.16,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV74330PDBVR/7593926,Enable,300mA,60 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,68dB ~ 28dB (100Hz ~ 100kHz),"Current Limit, Thermal Shutdown, UVLO",,,5.5V,,3V,0.29V @ 300mA
TLV74333PDBVR,Texas Instruments,IC REG LINEAR 3.3V 300MA SOT23-5,pmic-voltage-regulators-linear,31124,0.13,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV74333PDBVR/7593927,Enable,300mA,60 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,68dB ~ 28dB (100Hz ~ 100kHz),"Current Limit, Thermal Shutdown, UVLO",,,5.5V,,3.3V,0.27V @ 300mA
TLV74333PDQNR,Texas Instruments,IC REG LINEAR 3.3V 300MA 4-X2SON,pmic-voltage-regulators-linear,5026,0.16,4-XDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV74333PDQNR/8573274,Enable,300mA,60 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,68dB ~ 28dB (100Hz ~ 100kHz),"Current Limit, Thermal Shutdown, UVLO",,,5.5V,,3.3V,0.27V @ 300mA
TLV75509PDBVR,Texas Instruments,IC REG LINEAR 0.9V 500MA SOT23-5,pmic-voltage-regulators-linear,4370,0.26,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV75509PDBVR/9356521,Enable,500mA,31 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,52dB (1kHz ~ 1MHz),"Over Current, Over Temperature",,,5.5V,,0.9V,0.985V @ 500mA
TLV75510PDBVR,Texas Instruments,IC REG LINEAR 1V 500MA SOT23-5,pmic-voltage-regulators-linear,3731,0.26,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV75510PDBVR/9356523,Enable,500mA,31 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,52dB (1kHz ~ 1MHz),"Over Current, Over Temperature",,,5.5V,,1V,0.825V @ 500mA
TLV75512PDBVR,Texas Instruments,IC REG LINEAR 1.2V 500MA SOT23-5,pmic-voltage-regulators-linear,4687,0.3,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV75512PDBVR/9356525,Enable,500mA,31 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,52dB (1kHz ~ 1MHz),"Over Current, Over Temperature",,,5.5V,,1.2V,0.665V @ 500mA
TLV75512PDQNR,Texas Instruments,IC REG LINEAR 1.2V 500MA 4-X2SON,pmic-voltage-regulators-linear,5758,0.28,4-XDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV75512PDQNR/9356526,Enable,500mA,31 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,52dB (1kHz ~ 1MHz),"Over Current, Over Temperature",,,5.5V,,1.2V,0.665V @ 500mA
TLV75518PDYDR,Texas Instruments,IC REG LINEAR 1.8V 0.5A SOT23-5,pmic-voltage-regulators-linear,2998,0.3,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv755p.pdf?ts=1711517340379&ref_url=https%253A%252F%252Fwww.ti.com.cn%252Fproduct%252Fcn%252FTLV755P,https://www.digikey.com/en/products/detail/texas-instruments/TLV75518PDYDR/22531548,"Current Limit, Enable",0.5A,40 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,"46dB (100kHz), 52dB (1kHz ~ 1MHz)","Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,1.8V,0.42V @ 500mA
TLV75528PDBVR,Texas Instruments,IC REG LINEAR 2.8V 500MA SOT23-5,pmic-voltage-regulators-linear,1529,0.29,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV75528PDBVR/9356538,Enable,500mA,31 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,52dB (1kHz ~ 1MHz),"Over Current, Over Temperature",,,5.5V,,2.8V,0.325V @ 500mA
TLV75533PDBVR,Texas Instruments,IC REG LINEAR 3.3V 500MA SOT23-5,pmic-voltage-regulators-linear,105238,0.42,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV75533PDBVR/9356541,Enable,500mA,31 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,52dB (1kHz ~ 1MHz),"Over Current, Over Temperature",,,5.5V,,3.3V,0.238V @ 500mA
TLV75733PDBVR,Texas Instruments,IC REG LINEAR 3.3V 1A SOT23-5,pmic-voltage-regulators-linear,25112,0.34,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV75733PDBVR/9343364,Enable,1A,,40 µA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,52dB (1kHz ~ 1MHz),"Current Limit, Thermal Shutdown, UVLO",,,5.5V,,3.3V,0.475V @ 1A
TLV75801PDBVJ,Texas Instruments,"500-MA, LOW-IQ, HIGH-ACCURACY",pmic-voltage-regulators-linear,6187,0.28,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv758p.pdf?ts=1750586533392&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTLV758P%252Fpart-details%252FTLV75801PDRVR,https://www.digikey.com/en/products/detail/texas-instruments/TLV75801PDBVJ/26639758,Enable,500mA,35 µA,,,1,-40°C ~ 125°C (TJ),Positive,Adjustable,50dB ~ 30dB (1kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,6V,5.5V,0.55V,0.88V @ 500mA
TLV75801PDBVR,Texas Instruments,IC REG LIN POS ADJ 500MA SOT23-5,pmic-voltage-regulators-linear,59470,0.31,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV75801PDBVR/10715374,Enable,500mA,35 µA,,,1,-40°C ~ 125°C (TJ),Positive,Adjustable,50dB ~ 30dB (1kHz ~ 1MHz),"Over Current, Over Temperature, UVLO",,,6V,5.5V,0.55V,0.88V @ 500mA
TLV75801PDRVR,Texas Instruments,IC REG LIN POS ADJ 500MA 6-WSON,pmic-voltage-regulators-linear,173916,0.35,6-WDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv758p.pdf?ts=1698226070408&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTLV758P%252Fpart-details%252FTLV75801PDRVR,https://www.digikey.com/en/products/detail/texas-instruments/TLV75801PDRVR/9860771,Enable,500mA,35 µA,,,1,-40°C ~ 125°C (TJ),Positive,Adjustable,50dB ~ 30dB (1kHz ~ 1MHz),"Over Current, Over Temperature, UVLO",,,6V,5.5V,0.55V,0.88V @ 500mA
TLV75901PDRVR,Texas Instruments,IC REG LINEAR POS ADJ 1A 6-WSON,pmic-voltage-regulators-linear,39302,0.57,6-WDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV75901PDRVR/10434825,Enable,1A,35 µA,,,1,-40°C ~ 125°C (TJ),Positive,Adjustable,50dB ~ 30dB (1kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,6V,5.5V,0.55V,0.225V @ 1A
TLV76012DBZR,Texas Instruments,IC REG LINEAR 12V 100MA SOT23-3,pmic-voltage-regulators-linear,11893,0.25,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV76012DBZR/7402849,,100mA,5 mA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,,Over Temperature,,,30V,,12V,1.1V @ 100mA
TLV76015DBZR,Texas Instruments,IC REG LINEAR 15V 100MA SOT23-3,pmic-voltage-regulators-linear,5720,0.25,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV76015DBZR/7402850,,100mA,5 mA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,,Over Temperature,,,30V,,15V,1.1V @ 100mA
TLV76033DBZR,Texas Instruments,IC REG LINEAR 3.3V 100MA SOT23-3,pmic-voltage-regulators-linear,1632,0.23,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV76033DBZR/7402851,,100mA,5 mA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,,Over Temperature,,,30V,,3.3V,1.1V @ 100mA
TLV76050DBZR,Texas Instruments,IC REG LINEAR 5V 100MA SOT23-3,pmic-voltage-regulators-linear,42527,0.23,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV76050DBZR/7402852,,100mA,5 mA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,,Over Temperature,,,30V,,5V,1.1V @ 100mA
TLV76601QWDRBRQ1,Texas Instruments,IC REG LIN POS ADJ 500MA 8-SON,pmic-voltage-regulators-linear,1980,1.21,8-VDFN Exposed Pad,"Surface Mount, Wettable Flank",Active,https://www.ti.com/lit/ds/symlink/tlv766-q1.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TLV76601QWDRBRQ1/15857272,"Current Limit, Enable",500mA,80 µA,,Automotive,1,-40°C ~ 150°C (TJ),Positive,Adjustable,70dB ~ 46dB (1kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",AEC-Q100,,16V,14.6V,0.8V,0.75V @ 500mA
TLV76633QWDRBRQ1,Texas Instruments,IC REG LINEAR 3.3V 500MA 8-SON,pmic-voltage-regulators-linear,3767,1.21,8-VDFN Exposed Pad,"Surface Mount, Wettable Flank",Active,https://www.ti.com/lit/ds/symlink/tlv766-q1.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TLV76633QWDRBRQ1/15857070,"Current Limit, Enable",500mA,95 µA,,Automotive,1,-40°C ~ 150°C (TJ),Positive,Fixed,,"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",AEC-Q100,,16V,,3.3V,0.75V @ 500mA
TLV76733DRVR,Texas Instruments,IC REG LINEAR 3.3V 1A 6-WSON,pmic-voltage-regulators-linear,15574,1.05,6-WDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV76733DRVR/10434657,Enable,1A,80 µA,1.5 mA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,70dB (120Hz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,16V,,3.3V,1.4V @ 1A
TLV76750DRVR,Texas Instruments,IC REG LINEAR 5V 1A 6-WSON,pmic-voltage-regulators-linear,7762,1.05,6-WDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TLV76750DRVR/10820367,Enable,1A,80 µA,1.5 mA,,1,-40°C ~ 125°C (TJ),Positive,Fixed,70dB (120Hz),"Over Current, Over Temperature, UVLO",,,16V,,5V,0.9V @ 1A
TLV77018PDBVR,Texas Instruments,IC REG LINEAR 1.8V 50MA SOT23-5,pmic-voltage-regulators-linear,1594,0.1,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv770.pdf?ts=1746717823909&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTLV770,https://www.digikey.com/en/products/detail/texas-instruments/TLV77018PDBVR/24420929,"Current Limit, Enable",50mA,120 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,56dB ~ 55dB (100kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,TLV770,5.5V,,1.8V,0.05V @ 50mA
TLV77025PDBVR,Texas Instruments,IC REG LINEAR 2.5V 50MA SOT23-5,pmic-voltage-regulators-linear,3268,0.1,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv770.pdf?ts=1746717823909&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTLV770,https://www.digikey.com/en/products/detail/texas-instruments/TLV77025PDBVR/24420925,"Current Limit, Enable",50mA,120 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,56dB ~ 55dB (100kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,TLV770,5.5V,,2.5V,0.05V @ 50mA
TLV77033PDBVR,Texas Instruments,IC REG LINEAR 3.3V 50MA SOT23-5,pmic-voltage-regulators-linear,2406,0.1,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv770.pdf?ts=1746717823909&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTLV770,https://www.digikey.com/en/products/detail/texas-instruments/TLV77033PDBVR/24421005,"Current Limit, Enable",50mA,120 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,56dB ~ 55dB (100kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,TLV770,5.5V,,3.3V,0.05V @ 50mA
TLV77033PDQNR,Texas Instruments,IC REG LINEAR 3.3V 50MA 4-X2SON,pmic-voltage-regulators-linear,7905,0.1,4-XDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv770.pdf?ts=1746717823909&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTLV770,https://www.digikey.com/en/products/detail/texas-instruments/TLV77033PDQNR/24716334,"Current Limit, Enable",50mA,120 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,56dB ~ 55dB (100kHz ~ 1MHz),"Over Current, Over Temperature",,,5.5V,,3.3V,0.05V @ 50mA
TLV77118PDBVR,Texas Instruments,IC REG LINEAR 1.8V 150MA SOT23-5,pmic-voltage-regulators-linear,3871,0.1,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv771.pdf?ts=1746717697342&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTLV771,https://www.digikey.com/en/products/detail/texas-instruments/TLV77118PDBVR/24394755,"Current Limit, Enable, Soft Start",150mA,120 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,56dB ~ 55dB (100kHz ~ 1MHz),"Over Current, Over Temperature, Reverse Current, Under Voltage Lockout (UVLO)",,,5.5V,,1.8V,0.195V @ 150mA
TLV77133PDBVR,Texas Instruments,IC REG LINEAR 3.3V 150MA SOT23-5,pmic-voltage-regulators-linear,7139,0.1,"SC-74A, SOT-753",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tlv771.pdf?ts=1746717697342&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTLV771,https://www.digikey.com/en/products/detail/texas-instruments/TLV77133PDBVR/24394866,"Current Limit, Enable, Soft Start",150mA,120 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,56dB ~ 55dB (100kHz ~ 1MHz),"Over Current, Over Temperature, Reverse Current, Under Voltage Lockout (UVLO)",,,5.5V,,3.3V,0.14V @ 150mA
