MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,"Coded, Keyed",Color,Contents,Features,For Use With/Related Products,Gender,Includes,Number of Positions,Series,Size,Stacking Direction,Style,Terminal Size,Terminal Type,Termination Style,Thread Size,Type
H4SMC4DMS,Amphenol Industrial Operations,MALE H4 PLUS CABLE CONNECTOR FOR,optoisolators-triac-scr-output,2613,2.07,,,Active,https://www.amphenol-industrial.com/images/datasheets/IDS-106%20Amphe-PV%20H4%20Plus%20Cable%20Connector.pdf,https://www.digikey.com/en/products/detail/amphenol-industrial-operations/H4SMC4DMS/16123748,Plus,,,10 ~ 12 AWG,,,,,Helios H4,,,,,,,,Male Coupler
H4SMC6DM,Amphenol Industrial Operations,MALE H4 PLUS CABLE CONNECTOR FOR,optoisolators-triac-scr-output,1900,2.44,,,Active,https://www.amphenol-industrial.com/images/datasheets/IDS-106%20Amphe-PV%20H4%20Plus%20Cable%20Connector.pdf,https://www.digikey.com/en/products/detail/amphenol-industrial-operations/H4SMC6DM/16123773,Plus,,,10 AWG,,,,,Helios H4,,,,,,,,Male Coupler
H4SMC8DM,Amphenol Industrial Operations,MALE H4 PLUS CABLE CONNECTOR FOR,optoisolators-triac-scr-output,5208,2.65,,,Active,https://www.amphenol-industrial.com/images/datasheets/IDS-106%20Amphe-PV%20H4%20Plus%20Cable%20Connector.pdf,https://www.digikey.com/en/products/detail/amphenol-industrial-operations/H4SMC8DM/16123753,Plus,,,8 AWG,,,,,Helios H4,,,,,,,,Male Coupler
H4SMM0DM,Amphenol Industrial Operations,MALE H4 PLUS BULKHEAD CONNECTOR,optoisolators-triac-scr-output,948,1.63,,,Active,https://amphenol-industrial.com/wp-content/uploads/amphenol/amphe-pv-h4-plus-pm-ids-107.pdf,https://www.digikey.com/en/products/detail/amphenol-industrial-operations/H4SMM0DM/16123761,Plus,,,,,,,,Helios H4,,,,,,,,Male Coupler Housing
H4SMM2DM,Amphenol Industrial Operations,MALE H4 PLUS BULKHEAD CONNECTOR,optoisolators-triac-scr-output,424,2.23,,,Active,https://amphenol-industrial.com/wp-content/uploads/amphenol/amphe-pv-h4-plus-pm-ids-107.pdf,https://www.digikey.com/en/products/detail/amphenol-industrial-operations/H4SMM2DM/16123768,Plus,,,14 AWG,,,,,Helios H4,,,,,,,,Male Coupler
H4SMM2DMS,Amphenol Industrial Operations,MALE H4 PLUS BULKHEAD CONNECTOR,optoisolators-triac-scr-output,586,1.98,,,Active,https://amphenol-industrial.com/wp-content/uploads/amphenol/amphe-pv-h4-plus-pm-ids-107.pdf,https://www.digikey.com/en/products/detail/amphenol-industrial-operations/H4SMM2DMS/16123747,Plus,,,14 AWG,,,,,Helios H4,,,,,,,,Male Coupler
H4SMM4DM,Amphenol Industrial Operations,MALE H4 PLUS BULKHEAD CONNECTOR,optoisolators-triac-scr-output,488,2.24,,,Active,https://amphenol-industrial.com/wp-content/uploads/amphenol/amphe-pv-h4-plus-pm-ids-107.pdf,https://www.digikey.com/en/products/detail/amphenol-industrial-operations/H4SMM4DM/16123739,Plus,,,12 AWG,,,,,Helios H4,,,,,,,,Male Coupler
H4SMM4DMS,Amphenol Industrial Operations,MALE H4 PLUS BULKHEAD CONNECTOR,optoisolators-triac-scr-output,1889,1.98,,,Active,https://amphenol-industrial.com/wp-content/uploads/amphenol/amphe-pv-h4-plus-pm-ids-107.pdf,https://www.digikey.com/en/products/detail/amphenol-industrial-operations/H4SMM4DMS/16123751,Plus,,,10 ~ 12 AWG,,,,,Helios H4,,,,,,,,Male Coupler
HH4CFD4TMS,Amphenol Industrial Operations,CONN FMALE COUPLER PLUS 10-12AWG,optoisolators-triac-scr-output,2238,1.77,,,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/738/H4_Series_Ds.pdf,https://www.digikey.com/en/products/detail/amphenol-industrial-operations/HH4CFD4TMS/9771987,Plus,,,10 ~ 12 AWG,,,,,Helios H4,,,,,,,,Female Coupler
HMN-D3-2/6-M,TE Connectivity,HMN-D3-2/6-M,optoisolators-logic-output,157,23.6,,,Active,,https://www.digikey.com/en/products/detail/wec/HMN-D3-2-6-M/29347087,,,,,,,,,*,,,,,,,,
HVPT1A25,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 25MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1A25/26947723,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1A35,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 35MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1A35/26947781,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1A50,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 50MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1A50/26947635,,Orange,,,,"Male, Tab",,1,,,,Housing,,Crimp on Receptacle,,,
HVPT1A70,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 70MM,optoisolators-transistor-photovoltaic-output,0,12.123,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1A70/26947580,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1B25,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 25MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1B25/26947662,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1B35,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 35MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1B35/26947638,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1B50,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 50MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1B50/26947621,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1B70,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 70MM,optoisolators-transistor-photovoltaic-output,0,12.123,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1B70/26947676,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1C25,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 25MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1C25/26947585,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1C35,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 35MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1C35/26947685,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1C50,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 50MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1C50/26947712,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1C70,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 70MM,optoisolators-transistor-photovoltaic-output,0,12.123,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1C70/26947612,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1D25,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 25MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1D25/26947581,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1D35,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 35MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1D35/26947606,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1D50,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 50MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1D50/26947686,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1D70,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 70MM,optoisolators-transistor-photovoltaic-output,0,12.123,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1D70/26947636,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1E25,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 25MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1E25/26947674,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1E35,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 35MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1E35/26947584,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1E50,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 50MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1E50/26947651,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1E70,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 70MM,optoisolators-transistor-photovoltaic-output,0,12.123,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1E70/26947717,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1F25,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 25MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1F25/26947616,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1F35,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 35MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1F35/26947613,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1F50,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 50MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1F50/26947664,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1F70,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 70MM,optoisolators-transistor-photovoltaic-output,0,12.123,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1F70/26947596,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1G25,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 25MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1G25/26947617,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1G35,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 35MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1G35/26947681,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1G50,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 50MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1G50/26947634,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1G70,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 70MM,optoisolators-transistor-photovoltaic-output,0,12.123,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1G70/26947582,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1N25,Amphenol Industrial Operations,HVPT 1 Pole 25mm N coding,optoisolators-transistor-photovoltaic-output,120,21.87,,-,Active,https://www.waldomemea.com/productfiles/mf-AID/AID-HVPT1N25.pdf,https://www.digikey.com/en/products/detail/wec/HVPT1N25/29337276,,,,,,,,,*,,,,,,,,
HVPT1N35,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 35MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1N35/26947615,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1N50,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 50MM,optoisolators-transistor-photovoltaic-output,0,12.73,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1N50/26947586,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT1N70,Amphenol PCD Shenzhen,HVPT 1 POS PASS-THROUGH FOR 70MM,optoisolators-transistor-photovoltaic-output,0,12.123,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT1XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT1N70/26947593,,Orange,,,,"Male, Tab",,1,Excel|mate PT,,,Housing,,Crimp on Receptacle,,,
HVPT2A25,Amphenol Industrial Operations,HVPT 2 Pole 25mm A coded,optoisolators-transistor-photovoltaic-output,26,44.72,,-,Active,https://www.waldomemea.com/productfiles/mf-AID/AID-HVPT2A25.pdf,https://www.digikey.com/en/products/detail/wec/HVPT2A25/29337417,,,,,,,,,*,,,,,,,,
HVPT2A35,Amphenol PCD Shenzhen,HVPT 2 POS PASS-THROUGH FOR 35MM,optoisolators-transistor-photovoltaic-output,0,19.916,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT2XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT2A35/26947772,,Orange,,,,"Male, Tab",,2,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPT2A50,Amphenol PCD Shenzhen,HVPT 2 POS PASS-THROUGH FOR 50MM,optoisolators-transistor-photovoltaic-output,0,19.916,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT2XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT2A50/26947648,,Orange,,,,"Male, Tab",,2,Excel|mate PT,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPT2A70,Amphenol PCD Shenzhen,HVPT 2 POS PASS-THROUGH FOR 70MM,optoisolators-transistor-photovoltaic-output,0,19.916,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT2XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT2A70/26947583,,Orange,,,,"Male, Tab",,2,Excel|mate PT,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPT2B25,Amphenol PCD Shenzhen,HVPT 2 POS PASS-THROUGH FOR 25MM,optoisolators-transistor-photovoltaic-output,0,20.496,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT2XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT2B25/26947607,,Orange,,,,"Male, Tab",,2,Excel|mate PT,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPT2B35,Amphenol PCD Shenzhen,HVPT 2 POS PASS-THROUGH FOR 35MM,optoisolators-transistor-photovoltaic-output,0,19.916,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT2XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT2B35/26947611,,Orange,,,,"Male, Tab",,2,Excel|mate PT,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPT2B50,Amphenol PCD Shenzhen,HVPT 2 POS PASS-THROUGH FOR 50MM,optoisolators-transistor-photovoltaic-output,0,19.916,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT2XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT2B50/26947715,,Orange,,,,"Male, Tab",,2,Excel|mate PT,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPT2B70,Amphenol PCD Shenzhen,HVPT 2 POS PASS-THROUGH FOR 70MM,optoisolators-transistor-photovoltaic-output,0,19.916,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT2XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT2B70/26947605,,Orange,,,,"Male, Tab",,2,Excel|mate PT,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPT3A25,Amphenol PCD Shenzhen,HVPT 3 POS PASS-THROUGH FOR 25MM,optoisolators-transistor-photovoltaic-output,0,26.281,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT3XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT3A25/26947639,,Orange,,,,"Male, Tab",,3,Excel|mate PT,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPT3A35,Amphenol PCD Shenzhen,HVPT 3 POS PASS-THROUGH FOR 35MM,optoisolators-transistor-photovoltaic-output,0,25.714,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT3XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT3A35/26947726,,Orange,,,,"Male, Tab",,3,Excel|mate PT,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPT3A50,Amphenol PCD Shenzhen,HVPT 3 POS PASS-THROUGH FOR 50MM,optoisolators-transistor-photovoltaic-output,0,25.714,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7705/HVPT3XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPT3A50/26947622,,Orange,,,,"Male, Tab",,3,Excel|mate PT,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPT3A70,Amphenol Industrial Operations,HD Power Conn 3 Position PT for,optoisolators-transistor-photovoltaic-output,40,64.35,,-,Active,https://www.waldomemea.com/upload/parts/datasheets/mf-aid/aid-hvpt3a70.pdf,https://www.digikey.com/en/products/detail/wec/HVPT3A70/29337180,,,,,,,,,*,,,,,,,,
HVPTB2A03,Amphenol PCD Shenzhen,HVPTB 2 POS PASS-THROUGH FOR 2.5,optoisolators-transistor-photovoltaic-output,45,12.71,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/202503051213518345.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTB2A03/26801449,,Orange,,,,"Male, Tab",,2,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTB2B25,Amphenol PCD Shenzhen,HVPTB 2 POS PASS-THROUGH FOR 25M,optoisolators-transistor-photovoltaic-output,0,18.446,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTB2BXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTB2B25/26801438,,Orange,,,,"Male, Tab",,2,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTB2B35,Amphenol PCD Shenzhen,HVPTB 2 POS PASS-THROUGH FOR 35M,optoisolators-transistor-photovoltaic-output,0,18.446,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTB2BXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTB2B35/26801492,,Orange,,,,"Male, Tab",,2,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTB2B50,Amphenol PCD Shenzhen,HVPTB 2 POS PASS-THROUGH FOR 50M,optoisolators-transistor-photovoltaic-output,6,22.78,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTB2BXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTB2B50/26801974,,Orange,,,,"Male, Tab",,2,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTB2B70,Amphenol PCD Shenzhen,HVPTB 2 POS PASS-THROUGH FOR 70M,optoisolators-transistor-photovoltaic-output,10,22.78,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTB2BXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTB2B70/26801846,,Orange,,,,"Male, Tab",,2,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTB3N25,Amphenol PCD Shenzhen,HVPTB 3 POS PASS-THROUGH FOR 25M,optoisolators-transistor-photovoltaic-output,0,26.281,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTB3NXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTB3N25/26801805,,Orange,,,,"Male, Tab",,3,,,Side to Side,Housing,,Crimp on Receptacle,,,
