MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Configuration,Current - Supply,DigiKey Programmable,Features,Function,Interface,Memory Size,Memory Type,Number of Circuits,Number of Taps,Operating Temperature,Power (Watts),Programmable Type,Resistance (Ohms),Resistance - Wiper (Ohms) (Typ),Series,Taper,Temperature Coefficient (Typ),Tolerance,Voltage - Supply
DS2148T+,Analog Devices Inc./Maxim Integrated,IC TELECOM INTERFACE 44TQFP,display-drivers,127,31.26,44-TQFP,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ds2148-ds21q48.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS2148T/1017713,,95mA,,,Line Interface Unit (LIU),LIU,,,1,,0°C ~ 70°C,,,,,,,,,4.75V ~ 5.25V
DS3680D,Texas Instruments,IC TELECOM INTERFACE 14SOIC,display-drivers,211,1.42,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS3680D/379750,,,,,,,,,4,,0°C ~ 70°C,,,,,,,,,
EPC1064LI20,Altera,"CONFIG MEMORY, 64KX1, SERIAL",embedded-system-design-specific,334,7.46,20-LCC (J-Lead),Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/hy4tfebg5z/ALTES00250-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/EPC1064LI20/11513575,,,Not Verified,,,,65kb,,,,-40°C ~ 85°C,,OTP,,,EPC,,,,4.5V ~ 5.5V
EPC1064TC32,Altera,"CONFIG MEMORY, 64KX1, SERIAL",embedded-system-design-specific,1386,2.71,32-TQFP,Surface Mount,Active,https://rocelec.widen.net/view/pdf/hy4tfebg5z/ALTES00250-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/EPC1064TC32/12110038,,,Not Verified,,,,65kb,,,,0°C ~ 70°C (TA),,OTP,,,EPC,,,,4.75V ~ 5.25V
EPC1064VLC20,Altera,"CONFIG MEMORY, 64KX1, SERIAL",embedded-system-design-specific,392,2.48,20-LCC (J-Lead),Surface Mount,Active,https://rocelec.widen.net/view/pdf/4bgrbmz5aj/ALTES00443-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/EPC1064VLC20/12111684,,,Not Verified,,,,64kb,,,,0°C ~ 70°C (TA),,OTP,,,EPC,,,,3V ~ 3.6V
EPC1064VPC8,Altera,"CONFIG MEMORY, 64KX1, SERIAL",embedded-system-design-specific,612,5.16,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/4bgrbmz5aj/ALTES00443-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/EPC1064VPC8/12110571,,,Not Verified,,,,65kb,,,,0°C ~ 70°C (TA),,OTP,,,EPC,,,,3V ~ 3.6V
EPC1064VTC32,Altera,"CONFIG MEMORY, 64KX1, SERIAL",embedded-system-design-specific,528,3.45,32-TQFP,Surface Mount,Active,https://rocelec.widen.net/view/pdf/4bgrbmz5aj/ALTES00443-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/EPC1064VTC32/12112880,,,Not Verified,,,,64kb,,,,0°C ~ 70°C (TA),,OTP,,,EPC,,,,3V ~ 3.6V
EPC1213PI8,Altera,"CONFIGURATION MEMORY, 212942X1,",embedded-system-design-specific,32,12.5,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2478/Enhanced%20Configuration%20%28EPC%29%20Devices%20Datasheet.pdf,https://www.digikey.com/en/products/detail/flip-electronics/EPC1213PI8/14684009,,,Not Verified,,,,212kb,,,,-40°C ~ 85°C,,OTP,,,EPC,,,,4.5V ~ 5.5V
EPC1LI20,Altera,IC CONFIG DEVICE 1MBIT 20PLCC,embedded-system-design-specific,0,44.45,20-LCC (J-Lead),Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2478/Enhanced%20Configuration%20%28EPC%29%20Devices%20Datasheet.pdf,https://www.digikey.com/en/products/detail/altera/EPC1LI20/703937,,,Not Verified,,,,1Mb,,,,-40°C ~ 85°C,,OTP,,,EPC,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
EPCQ128ASI16N,Altera,IC CONFIG DEVICE 128MBIT 16SOIC,embedded-system-design-specific,0,56.38,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2615/EPCQ-A_Serial_Configuration_Device.pdf,https://www.digikey.com/en/products/detail/altera/EPCQ128ASI16N/7325230,,,Verified,,,,128Mb,,,,-40°C ~ 85°C,,In System Programmable,,,EPCQ-A,,,,2.7V ~ 3.6V
EPCQ16ASI8N,Altera,IC CONFIG DEVICE 16MBIT 8SOIC,embedded-system-design-specific,8636,13.15,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2615/EPCQ-A_Serial_Configuration_Device.pdf,https://www.digikey.com/en/products/detail/altera/EPCQ16ASI8N/7325231,,,Verified,,,,16Mb,,,,-40°C ~ 85°C,,In System Programmable,,,EPCQ-A,,,,2.7V ~ 3.6V
EPCQ32ASI8N,Altera,IC CONFIG DEVICE 32MBIT 8SOIC,embedded-system-design-specific,0,19.95,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2615/EPCQ-A_Serial_Configuration_Device.pdf,https://www.digikey.com/en/products/detail/altera/EPCQ32ASI8N/7325232,,,Not Verified,,,,32Mb,,,,-40°C ~ 85°C,,In System Programmable,,,EPCQ-A,,,,2.7V ~ 3.6V
EPCQ4ASI8N,Altera,IC CONFIG DEVICE 4MBIT 8SOIC,embedded-system-design-specific,3233,11.27,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2615/EPCQ-A_Serial_Configuration_Device.pdf,https://www.digikey.com/en/products/detail/altera/EPCQ4ASI8N/7325233,,,Verified,,,,4Mb,,,,-40°C ~ 85°C,,In System Programmable,,,EPCQ-A,,,,2.7V ~ 3.6V
EPCQ64ASI16N,Altera,IC CONFIG DEVICE 64MBIT 16SOIC,embedded-system-design-specific,58,32.65,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2615/EPCQ-A_Serial_Configuration_Device.pdf,https://www.digikey.com/en/products/detail/altera/EPCQ64ASI16N/7325234,,,Not Verified,,,,64Mb,,,,-40°C ~ 85°C,,In System Programmable,,,EPCQ-A,,,,2.7V ~ 3.6V
EPCS1SI8N,Altera,IC CONFIG DEVICE 1MBIT 8SOIC,embedded-system-design-specific,0,4.02,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.intel.com/content/dam/support/us/en/programmable/support-resources/bulk-container/pdfs/literature/hb/cfg/cyc-c51014.pdf,https://www.digikey.com/en/products/detail/altera/EPCS1SI8N/703949,,,Verified,,,,1Mb,,,,-40°C ~ 85°C,,In System Programmable,,,EPCS,,,,2.7V ~ 3.6V
EPCV4SI8N,Altera,IC CONFIG DEVICE,embedded-system-design-specific,645885,16.55,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/EPCV4SI8N/12617198,,,Not Verified,,,,4MB,,,,-40°C ~ 85°C,,In System Programmable,,,EPCV,,,,2.7V ~ 3.6V
GPY212C0VC,"MaxLinear, Inc.",TRANSVR IC GPY212C0VC VQFN56 SLN,display-drivers,2420,7.0,56-VFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/maxlinear-inc/GPY212C0VC/21356380,,705mA,,,Ethernet,"PHY, Serial, SGMII, SPI",,,1,,0°C ~ 70°C,,,,,,,,,"0.97V ~ 1.03V, 3.13V ~ 3.46V"
GPY241B0BC,"MaxLinear, Inc.",GPY241B0BC,display-drivers,1004,18.23,236-BGA,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7183/GPY241.pdf,https://www.digikey.com/en/products/detail/maxlinear-inc/GPY241B0BC/16893791,,,,,Ethernet,,,,4,,,,,,,,,,,"1.8V, 3.3V"
GPY245B0BI,"MaxLinear, Inc.",ETHERNET PHY,display-drivers,1618,25.17,260-VFBGA,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7183/GPY245B0BI.pdf,https://www.digikey.com/en/products/detail/maxlinear-inc/GPY245B0BI/21676560,,,,,Ethernet,SGMII,,,4,,-40°C ~ 85°C,,,,,,,,,"1.8V, 3.3V"
HMC748LC3C,Analog Devices Inc.,IC SELECTOR 2:1 14GBPS,display-drivers,494,200.9,16-LFCQFN Exposed Pad,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/hmc748.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/HMC748LC3C/5170164,,76mA,,,Differential Selector,Serial,,,,,-40°C ~ 85°C,250 mW,,,,,,,,3V ~ 3.6V
IAA110P,IXYS Integrated Circuits Division,IC TELECOM INTERFACE 16SOIC,display-drivers,19,9.36,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6621/IAA110P.pdf,https://www.digikey.com/en/products/detail/ixys-integrated-circuits-division/IAA110P/655015,,50mA,,,Multifunction Telecom Switch,,,,2,,-40°C ~ 85°C,1 W,,,,,,,,1.2V
IAA110PTR,IXYS Integrated Circuits Division,IC TELECOM INTERFACE 16SOIC,display-drivers,2523,8.95,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6621/IAA110P.pdf,https://www.digikey.com/en/products/detail/ixys-integrated-circuits-division/IAA110PTR/655147,,50mA,,,Multifunction Telecom Switch,,,,2,,-40°C ~ 85°C,1 W,,,,,,,,1.2V
ISL1557IRZ-T7,Renesas Electronics Corporation,IC TELECOM INTERFACE 16QFN,display-drivers,5554,4.61,16-VQFN Exposed Pad,Surface Mount,Active,https://www.renesas.com/en-us/www/doc/datasheet/isl1557a.pdf,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/ISL1557IRZ-T7/2551504,,6mA,,,Line Interface Unit (LIU),,,,2,,-45°C ~ 85°C,,,,,,,,,"±2.25V ~ 6V, 4.5V ~ 12V"
KSZ8863RLL-TR,Microchip Technology,3-PORT 10/100 SWITCH W/ 1X RMII,display-drivers,970,5.93,48-LQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/UNG/ProductDocuments/DataSheets/KSZ8863MLL-FLL-RLL-Data-Sheet-00002335C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/KSZ8863RLL-TR/19916678,,114mA,,,Switch,"I2C, RMII, SPI",,,2,,0°C ~ 70°C,,,,,,,,,3.135V ~ 3.465V
LE792388TVCT,Microchip Technology,IC TELECOM INTERFACE 176LQFP,display-drivers,562,23.62,176-LQFP,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/695/LE792388_Web.pdf,https://www.digikey.com/en/products/detail/microchip-technology/LE792388TVCT/4308332,,,,,,2-Wire,,,1,,,,,,,,,,,
LE87271EQCT,Microchip Technology,XDSL CPE LINE DRIVER,display-drivers,3648,1.9,20-VFQFN Exposed Pad,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6592/MicrosemiLe87271xDSLCPELineDriverDatasheetRev30P.pdf,https://www.digikey.com/en/products/detail/microchip-technology/LE87271EQCT/11193865,,26.1mA,,,Line Driver,,,,1,,-40°C ~ 125°C,1.37 W,,,,,,,,12.6V ~ 15.4V
LE9540CUQC,Microchip Technology,IC TELECOM INTERFACE 40QFN,display-drivers,2450,3.25,-,Surface Mount,Active,https://www.microchip.com/content/dam/mchp/documents/APID/ProductDocuments/DataSheets/00003645A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/LE9540CUQC/4310813,,,,,Subscriber Line Interface Concept (SLIC),Serial,,,2,,,,,,,,,,,3.3V
LE9622RQCT,Microchip Technology,IC TELECOM INTERFACE 53QFN,display-drivers,2839,3.77,53-VFQFN Exposed Pad,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/3944/LE9622.pdf,https://www.digikey.com/en/products/detail/microchip-technology/LE9622RQCT/8286203,,,,,Subscriber Line Interface Concept (SLIC),"PCM, SPI",,,1,,-40°C ~ 85°C,,,,,miSLIC™,,,,"1.8V, 2.5V, 3.3V"
LE9632RQCT,Microchip Technology,IC TELECOM INTERFACE 53QFN,display-drivers,3110,3.91,53-VFQFN Exposed Pad,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6592/111115932621.pdf,https://www.digikey.com/en/products/detail/microchip-technology/LE9632RQCT/8286204,,,,,Subscriber Line Interface Concept (SLIC),"PCM, SPI",,,1,,-40°C ~ 85°C,,,,,miSLIC™,,,,"1.8V, 2.5V, 3.3V"
LE9641PQC,Microchip Technology,IC TELECOM INTERFACE 48QFN,display-drivers,4883,2.27,48-VFQFN Exposed Pad,Surface Mount,Active,https://www.microchip.com/content/dam/mchp/documents/LCLD/ProductDocuments/DataSheets/Microsemi_Voice_Line_Circuits_Le9641_Data_sheet_V9_PD-248191(web).pdf,https://www.digikey.com/en/products/detail/microchip-technology/LE9641PQC/5325650,,25mA,,,Subscriber Line Interface Concept (SLIC),"PCM, SPI",,,1,,-40°C ~ 85°C,,,,,miSLIC™,,,,3.135V ~ 3.465V
LE9642PQC,Microchip Technology,IC TELECOM INTERFACE 48QFN,display-drivers,1191,3.43,48-VFQFN Exposed Pad,Surface Mount,Active,https://www.microchip.com/content/dam/mchp/documents/LCLD/ProductDocuments/DataSheets/Microsemi_Voice_Line_Circuits_Le9642_Data_Sheet_V8_PD-248193(web).pdf,https://www.digikey.com/en/products/detail/microchip-technology/LE9642PQC/5325652,,25mA,,,Subscriber Line Interface Concept (SLIC),4-Wire,,,2,,-40°C ~ 85°C,,,,,miSLIC™,,,,3.135V ~ 3.465V
LE9642PQCT,Microchip Technology,IC TELECOM INTERFACE 48QFN,display-drivers,2851,3.53,48-VFQFN Exposed Pad,Surface Mount,Active,https://www.microchip.com/content/dam/mchp/documents/LCLD/ProductDocuments/DataSheets/Microsemi_Voice_Line_Circuits_Le9642_Data_Sheet_V8_PD-248193(web).pdf,https://www.digikey.com/en/products/detail/microchip-technology/LE9642PQCT/5325653,,25mA,,,Subscriber Line Interface Concept (SLIC),4-Wire,,,2,,-40°C ~ 85°C,,,,,miSLIC™,,,,3.135V ~ 3.465V
LE9643AQCT,Microchip Technology,IC TELECOM INTERFACE 36QFN,display-drivers,2167,2.22,36-QFN,Surface Mount,Active,https://ww1.microchip.com/downloads/secure/aemDocuments/documents/APID/ProductDocuments/DataSheets/Le9643-Subscriber-Line-Interface-Circuit-DS00004100.pdf,https://www.digikey.com/en/products/detail/microchip-technology/LE9643AQCT/8286206,,,,,Subscriber Line Interface Circuit,"PCM, Serial, SPI",,,1,,-40°C ~ 85°C,,,,,,,,,95V
LE9651PQCT,Microchip Technology,IC TELECOM INTERFACE 48QFN,display-drivers,2950,2.61,48-VFQFN Exposed Pad,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7957/134340-le9651-product-brief.pdf,https://www.digikey.com/en/products/detail/microchip-technology/LE9651PQCT/5325655,,25mA,,,Subscriber Line Interface Concept (SLIC),4-Wire,,,1,,-40°C ~ 85°C,,,,,miSLIC™,,,,3.135V ~ 3.465V
LE9652PQCT,Microchip Technology,IC TELECOM INTERFACE 48QFN,display-drivers,2975,3.8,48-VFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/microchip-technology/LE9652PQCT/5325657,,25mA,,,Subscriber Line Interface Concept (SLIC),4-Wire,,,2,,-40°C ~ 85°C,,,,,miSLIC™,,,,3.135V ~ 3.465V
LE9653AQCT,Microchip Technology,IC TELECOM INTERFACE 36QFN,display-drivers,2876,2.5,36-QFN,Surface Mount,Active,https://ww1.microchip.com/downloads/secure/aemDocuments/documents/APID/ProductDocuments/DataSheets/Le9653-Subscriber-Line-Interface-Circuit-miSLIC-Series-DS00004182.pdf,https://www.digikey.com/en/products/detail/microchip-technology/LE9653AQCT/7942165,,,,,Subscriber Line Interface Circuit,"PCM, Serial, SPI",,,1,,-40°C ~ 85°C,,,,,miSLIC™,,,,150V
LM567CM/NOPB,Texas Instruments,IC TELECOM INTERFACE 8SOIC,display-drivers,5488,3.44,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/lm567c.pdf,https://www.digikey.com/en/products/detail/texas-instruments/LM567CM-NOPB/212734,,12mA,,,Tone Decoder,,,,1,,0°C ~ 70°C,1.1 W,,,,,,,,4.75V ~ 9V
LM567CMX/NOPB,Texas Instruments,IC TELECOM INTERFACE 8SOIC,display-drivers,8359,2.92,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/lm567c.pdf?ts=1757909762806&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FLM567C,https://www.digikey.com/en/products/detail/texas-instruments/LM567CMX-NOPB/334885,,12mA,,,Tone Decoder,,,,1,,0°C ~ 70°C,1.1 W,,,,,,,,4.75V ~ 9V
LM567CN/NOPB,Texas Instruments,IC TELECOM INTERFACE 8DIP,display-drivers,878,3.18,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/buu7vnvsiz/NATLS12340-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/LM567CN-NOPB/6314,,12mA,,,Tone Decoder,,,,1,,0°C ~ 70°C,1.1 W,,,,,,,,4.75V ~ 9V
LMC567CMX/NOPB,Texas Instruments,IC TELECOM INTERFACE 8SOIC,display-drivers,5977,2.84,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/kwharxywvg/snosby1c.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/LMC567CMX-NOPB/334873,,,,,Tone Decoder,,,,1,,-25°C ~ 100°C,500 mW,,,,LMCMOS™,,,,2V ~ 9V
MCP4013T-503E/CH,Microchip Technology,IC DIG POT 50K SOT-23-6,video-ics,13049,0.68,SOT-23-6,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20001978D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP4013T-503E-CH/1015525,Potentiometer,,Not Verified,,,"Up/Down (U/D, CS)",,Volatile,1,64,-40°C ~ 125°C,,,50k,70,,Linear,150ppm/°C,±20%,1.8V ~ 5.5V
MCP4018T-104E/LTY,Microchip Technology,IC DIG POT 100K SC-70-6,video-ics,4113,0.68,"6-TSSOP, SC-88, SOT-363",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/DataSheets/MCP4017-18-19-Data-Sheet-DS20002147.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP4018T-104E-LTY/25620429,Potentiometer,,,,,I2C,,Volatile,1,128,-40°C ~ 125°C,,,100k,155,,Linear,150ppm/°C,±20%,1.8V ~ 5.5V
MCP4021T-202E/SN,Microchip Technology,IC DIG POT 2.1K 8-SOIC,video-ics,18033,1.03,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20001945F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP4021T-202E-SN/870251,Potentiometer,,Not Verified,,,"Up/Down (U/D, CS)",,Non-Volatile,1,64,-40°C ~ 125°C,,,2.1k,70,WiperLock™,Linear,150ppm/°C,±20%,2.7V ~ 5.5V
MCP4022T-503E/CH,Microchip Technology,IC DIG POT 50K SOT-23-6,video-ics,8560,1.04,SOT-23-6,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20001945F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP4022T-503E-CH/857500,Rheostat,,Not Verified,,,"Up/Down (U/D, CS)",,Non-Volatile,1,64,-40°C ~ 125°C,,,50k,70,WiperLock™,Linear,150ppm/°C,±20%,2.7V ~ 5.5V
MCP41010-I/SN,Microchip Technology,IC DIG POT 10K 8-SOIC,video-ics,5354,1.89,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/11195c.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP41010-I-SN/362079,Potentiometer,,Not Verified,,,SPI,,Volatile,1,256,-40°C ~ 85°C,,,10k,73,,Linear,800ppm/°C,±20%,2.7V ~ 5.5V
MCP41010T-I/SN,Microchip Technology,IC DIG POT 10K 8-SOIC,video-ics,47661,1.89,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/11195c.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP41010T-I-SN/361532,Potentiometer,,Not Verified,,,SPI,,Volatile,1,256,-40°C ~ 85°C,,,10k,73,,Linear,800ppm/°C,±20%,2.7V ~ 5.5V
MCP41100T-I/SN,Microchip Technology,IC DIG POT 100K 8-SOIC,video-ics,5221,1.89,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/11195c.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP41100T-I-SN/361534,Potentiometer,,Not Verified,,,SPI,,Volatile,1,256,-40°C ~ 85°C,,,100k,175,,Linear,800ppm/°C,±30%,2.7V ~ 5.5V
MCP41HV51-104E/ST,Microchip Technology,IC DIG POT 100K 14-TSSOP,video-ics,2028,2.0,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/DataSheets/MCP41HVX1-Data-Sheet-20005207.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP41HV51-104E-ST/3872223,Potentiometer,,Not Verified,,,SPI,,Volatile,1,256,-40°C ~ 125°C,,,100k,145,,Linear,100ppm/°C,±20%,"1.8V ~ 5.5V, 10V ~ 36V, ±5V ~ 18V"
MCP41HV51-502E/ST,Microchip Technology,IC DIG POT 5K 14-TSSOP,video-ics,1838,2.0,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/DataSheets/MCP41HVX1-Data-Sheet-20005207.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP41HV51-502E-ST/3872225,Potentiometer,,Not Verified,,,SPI,,Volatile,1,256,-40°C ~ 125°C,,,5k,145,,Linear,100ppm/°C,±20%,"1.8V ~ 5.5V, 10V ~ 36V, ±5V ~ 18V"
MCP41HV51T-104E/ST,Microchip Technology,IC DIG POT 100K 14-TSSOP,video-ics,5867,2.0,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/DataSheets/MCP41HVX1-Data-Sheet-20005207.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP41HV51T-104E-ST/3872231,Potentiometer,,Not Verified,,,SPI,,Volatile,1,256,-40°C ~ 125°C,,,100k,145,,Linear,100ppm/°C,±20%,"1.8V ~ 5.5V, 10V ~ 36V, ±5V ~ 18V"
MCP41HV51T-503E/ST,Microchip Technology,IC DIG POT 50K 14-TSSOP,video-ics,4879,2.0,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/DataSheets/MCP41HVX1-Data-Sheet-20005207.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP41HV51T-503E-ST/3872235,Potentiometer,,Not Verified,,,SPI,,Volatile,1,256,-40°C ~ 125°C,,,50k,145,,Linear,100ppm/°C,±20%,"1.8V ~ 5.5V, 10V ~ 36V, ±5V ~ 18V"
MCP4531T-103E/MF,Microchip Technology,IC DIG POT 10K 8-DFN,video-ics,24594,0.84,8-VDFN Exposed Pad,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22096b.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP4531T-103E-MF/2059668,Potentiometer,,Not Verified,Selectable Address,,I2C,,Volatile,1,129,-40°C ~ 125°C,,,10k,75,,Linear,150ppm/°C,±20%,1.8V ~ 5.5V
MCP4561-502E/MS,Microchip Technology,IC DIG POT 5K 8-MSOP,video-ics,4942,0.81,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22107B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP4561-502E-MS/2059913,Potentiometer,,Not Verified,"Mute, Selectable Address",,I2C,,Non-Volatile,1,257,-40°C ~ 125°C,,,5k,75,,Linear,150ppm/°C,±20%,1.8V ~ 5.5V
MCP45HV51-103E/ST,Microchip Technology,IC DIG POT 10K 14-TSSOP,video-ics,2725,2.0,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/DataSheets/MCP45HVX1-Data-Sheet-DS20005304.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP45HV51-103E-ST/4902597,Potentiometer,,Not Verified,"Mute, Selectable Address",,I2C,,Volatile,1,256,-40°C ~ 125°C,,,10k,145,,Linear,100ppm/°C,±20%,"1.8V ~ 5.5V, 10V ~ 36V, ±5V ~ 18V"
MCP45HV51-104E/ST,Microchip Technology,IC DIG POT 100K 14-TSSOP,video-ics,912,2.0,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/DataSheets/MCP45HVX1-Data-Sheet-DS20005304.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP45HV51-104E-ST/4902599,Potentiometer,,Not Verified,"Mute, Selectable Address",,I2C,,Volatile,1,256,-40°C ~ 125°C,,,100k,145,,Linear,100ppm/°C,±20%,"1.8V ~ 5.5V, 10V ~ 36V, ±5V ~ 18V"
MCP45HV51-502E/ST,Microchip Technology,IC DIG POT 5K 14-TSSOP,video-ics,3871,2.0,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/DataSheets/MCP45HVX1-Data-Sheet-DS20005304.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP45HV51-502E-ST/4902601,Potentiometer,,Not Verified,"Mute, Selectable Address",,I2C,,Volatile,1,256,-40°C ~ 125°C,,,5k,145,,Linear,100ppm/°C,±20%,"1.8V ~ 5.5V, 10V ~ 36V, ±5V ~ 18V"
