MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Bidirectional Channels,Capacitance @ Frequency,Current - Peak Pulse (10/1000µs),Grade,Operating Temperature,Power - Peak Pulse,Power Line Protection,Qualification,Series,Type,Unidirectional Channels,Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Voltage - Reverse Standoff (Typ)
SMBJ43A-13-F,Diodes Incorporated,TVS DIODE 43VWM 69.4VC SMB,tvs-diodes,1197,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ43A-13-F/775755,General Purpose,,,8.6A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,47.8V,69.4V,43V
SMBJ43CA,Littelfuse Inc.,TVS DIODE 43VWM 69.4VC DO214AA,tvs-diodes,31277,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ43CA/557390,General Purpose,1,,8.7A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,47.8V,69.4V,43V
SMBJ45A,Littelfuse Inc.,TVS DIODE 45VWM 72.7VC DO214AA,tvs-diodes,13932,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ45A/557392,General Purpose,,,8.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,50V,72.7V,45V
SMBJ45CA,Littelfuse Inc.,TVS DIODE 45VWM 72.7VC DO214AA,tvs-diodes,10936,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ45CA/688281,General Purpose,1,,8.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,50V,72.7V,45V
SMBJ48A-13-F,Diodes Incorporated,TVS DIODE 48VWM 77.4VC SMB,tvs-diodes,1884,0.49,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ48A-13-F/749990,General Purpose,,,7.7A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,53.3V,77.4V,48V
SMBJ48A-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 48VWM 77.4VC DO214AA,tvs-diodes,3623,0.56,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ48A-E3-52/1119296,General Purpose,,,7.8A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,53.3V,77.4V,48V
SMBJ48CA,Littelfuse Inc.,TVS DIODE 48VWM 77.4VC DO214AA,tvs-diodes,18615,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ48CA/557396,General Purpose,1,,7.8A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,53.3V,77.4V,48V
SMBJ5.0A,Littelfuse Inc.,TVS DIODE 5VWM 9.2VC DO214AA,tvs-diodes,155849,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ5-0A/285950,General Purpose,,,65.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,6.4V,9.2V,5V
SMBJ5.0A-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 5VWM 9.2VC DO214AA,tvs-diodes,103446,0.51,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ5-0A-E3-52/1091521,General Purpose,,,65.2A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,6.4V,9.2V,5V
SMBJ5.0A-E3/5B,Vishay General Semiconductor - Diodes Division,TVS DIODE 5VWM 9.2VC DO214AA,tvs-diodes,10444,0.56,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ5-0A-E3-5B/2147889,General Purpose,,,65.2A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,6.4V,9.2V,5V
SMBJ5.0A-TP,MCC (Micro Commercial Components),TVS DIODE 5VWM 9.2VC DO214AA,tvs-diodes,5547,0.49,"DO-214AA, SMB",Surface Mount,Active,https://www.mccsemi.com/pdf/Products/SMBJ5.0-SMBJ440CA(DO-214AA).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/SMBJ5-0A-TP/1200325,General Purpose,,,65.2A,,-55°C ~ 175°C (TJ),600W,No,,,Zener,1,6.4V,9.2V,5V
SMBJ5.0A-TR,STMicroelectronics,TVS DIODE 5VWM 9.2VC SMB,tvs-diodes,10513,0.66,"DO-214AA, SMB",Surface Mount,Active,https://www.st.com/resource/en/datasheet/cd00001366.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/SMBJ5-0A-TR/654463,General Purpose,,,68A,,-55°C ~ 150°C (TJ),600W,No,,"SMBJ, TRANSIL™",Zener,1,6.4V,9.2V,5V
SMBJ5.0A/TR13,YAGEO,TVS DIODE 5VWM 9.2VC DO214AA,tvs-diodes,1983,0.4,"DO-214AA, SMB",Surface Mount,Active,https://yageogroup.com/content/datasheet/asset/file/SMBJ_1,https://www.digikey.com/en/products/detail/yageo/SMBJ5-0A-TR13/13689559,General Purpose,,,65.3A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,6.4V,9.2V,5V
SMBJ5.0CA,Littelfuse Inc.,TVS DIODE 5VWM 9.2VC DO214AA,tvs-diodes,19145,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ5-0CA/285952,General Purpose,1,,65.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,6.4V,9.2V,5V
SMBJ5.0CA-13-F,Diodes Incorporated,TVS DIODE 5VWM 9.2VC SMB,tvs-diodes,87538,0.6,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ5-0CA-13-F/749991,General Purpose,1,,65.2A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,6.4V,9.2V,5V
SMBJ51A,Littelfuse Inc.,TVS DIODE 51VWM 82.4VC DO214AA,tvs-diodes,6048,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ51A/557398,General Purpose,,,7.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,56.7V,82.4V,51V
SMBJ51A-13-F,Diodes Incorporated,TVS DIODE 51VWM 82.4VC SMB,tvs-diodes,7203,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ51A-13-F/814623,General Purpose,,,7.3A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,56.7V,82.4V,51V
SMBJ51CA,Littelfuse Inc.,TVS DIODE 51VWM 82.4VC DO214AA,tvs-diodes,29083,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ51CA/688283,General Purpose,1,,7.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,56.7V,82.4V,51V
SMBJ54A,Littelfuse Inc.,TVS DIODE 54VWM 87.1VC DO214AA,tvs-diodes,8928,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ54A/688284,General Purpose,,,6.9A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,60V,87.1V,54V
SMBJ54A-13-F,Diodes Incorporated,TVS DIODE 54VWM 87.1VC SMB,tvs-diodes,7010,0.53,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ54A-13-F/768804,General Purpose,,,6.9A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,60V,87.1V,54V
SMBJ54CA,Littelfuse Inc.,TVS DIODE 54VWM 87.1VC DO214AA,tvs-diodes,20307,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ54CA/688285,General Purpose,1,,6.9A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,60V,87.1V,54V
SMBJ58A,Littelfuse Inc.,TVS DIODE 58VWM 93.6VC DO214AA,tvs-diodes,20117,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ58A/688286,General Purpose,,,6.5A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,64.4V,93.6V,58V
SMBJ58A-13-F,Diodes Incorporated,TVS DIODE 58VWM 93.6VC SMB,tvs-diodes,95842,0.53,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ58A-13-F/814635,General Purpose,,,6.4A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,64.4V,93.6V,58V
SMBJ58A-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 58VWM 93.6VC DO214AA,tvs-diodes,9362,0.56,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ58A-E3-52/1119308,General Purpose,,,6.4A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,64.4V,93.6V,58V
SMBJ58CA,Littelfuse Inc.,TVS DIODE 58VWM 93.6VC DO214AA,tvs-diodes,24027,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ58CA/688287,General Purpose,1,,6.5A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,64.4V,93.6V,58V
SMBJ58CA-13-F,Diodes Incorporated,TVS DIODE 58VWM 93.6VC SMB,tvs-diodes,22517,0.6,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ58CA-13-F/814634,General Purpose,1,,6.4A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,64.4V,93.6V,58V
SMBJ6.0A,Littelfuse Inc.,TVS DIODE 6VWM 10.3VC DO214AA,tvs-diodes,31812,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ6-0A/285954,General Purpose,,,58.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,6.67V,10.3V,6V
SMBJ6.0A-13-F,Diodes Incorporated,TVS DIODE 6VWM 10.3VC SMB,tvs-diodes,149366,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ6-0A-13-F/814625,General Purpose,,,58.3A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,6.67V,10.3V,6V
SMBJ6.0A-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 6VWM 10.3VC DO214AA,tvs-diodes,14209,0.56,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ6-0A-E3-52/1119312,General Purpose,,,58.3A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,6.67V,10.3V,6V
SMBJ6.0CA,Littelfuse Inc.,TVS DIODE 6VWM 10.3VC DO214AA,tvs-diodes,27980,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ6-0CA/285955,General Purpose,1,,58.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,6.67V,10.3V,6V
SMBJ6.0CA-13-F,Diodes Incorporated,TVS DIODE 6VWM 10.3VC SMB,tvs-diodes,2124,0.6,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ6-0CA-13-F/806557,General Purpose,1,,58.3A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,6.67V,10.3V,6V
SMBJ6.5A,Littelfuse Inc.,TVS DIODE 6.5VWM 11.2V DO214AA,tvs-diodes,10773,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ6-5A/285956,General Purpose,,,53.6A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,7.22V,11.2V,6.5V
SMBJ6.5A-13-F,Diodes Incorporated,TVS DIODE 6.5VWM 11.2VC SMB,tvs-diodes,42439,0.49,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ6-5A-13-F/768805,General Purpose,,,53.6A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,7.22V,11.2V,6.5V
SMBJ6.5CA,Littelfuse Inc.,TVS DIODE 6.5VWM 11.2V DO214AA,tvs-diodes,35421,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ6-5CA/285958,General Purpose,1,,53.6A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,7.22V,11.2V,6.5V
SMBJ60A-13-F,Diodes Incorporated,TVS DIODE 60VWM 96.8VC SMB,tvs-diodes,1975,0.53,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ60A-13-F/814633,General Purpose,,,6.2A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,66.7V,96.8V,60V
SMBJ60A-E3/52,Vishay General Semiconductor - Diodes Division,TVS DIODE 60VWM 96.8VC DO214AA,tvs-diodes,8482,0.51,"DO-214AA, SMB",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMBJ60A-E3-52/1119320,General Purpose,,,6.2A,,-55°C ~ 150°C (TJ),600W,No,,TransZorb®,Zener,1,66.7V,96.8V,60V
SMBJ64A,Littelfuse Inc.,TVS DIODE 64VWM 103VC DO214AA,tvs-diodes,4379,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ64A/688289,General Purpose,,,5.9A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,71.1V,103V,64V
SMBJ64CA,Littelfuse Inc.,TVS DIODE 64VWM 103VC DO214AA,tvs-diodes,51547,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ64CA/688290,General Purpose,1,,5.9A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,71.1V,103V,64V
SMBJ64CA-13-F,Diodes Incorporated,TVS DIODE 64VWM 103VC SMB,tvs-diodes,9915,0.55,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ64CA-13-F/814630,General Purpose,1,,5.8A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,71.1V,103V,64V
SMBJ7.0A,Bourns Inc.,TVS DIODE 7VWM 12VC DO214AA,tvs-diodes,23762,0.58,"DO-214AA, SMB",Surface Mount,Active,https://www.bourns.com/docs/Product-Datasheets/SMBJ.pdf,https://www.digikey.com/en/products/detail/bourns-inc/SMBJ7-0A/2254167,General Purpose,,,50A,,-55°C ~ 150°C,600W,Yes,,SMBJ,Zener,1,7.78V,12V,7V
SMBJ7.0A-13-F,Diodes Incorporated,TVS DIODE 7VWM 12VC SMB,tvs-diodes,4453,0.53,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ7-0A-13-F/765432,General Purpose,,,50A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,7.78V,12V,7V
SMBJ7.0CA,Littelfuse Inc.,TVS DIODE 7VWM 12VC DO214AA,tvs-diodes,2649,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ7-0CA/285961,General Purpose,1,,50A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,7.78V,12V,7V
SMBJ7.0CA-13-F,Diodes Incorporated,TVS DIODE 7VWM 12VC SMB,tvs-diodes,103101,0.6,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ7-0CA-13-F/814609,General Purpose,1,,50A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,7.78V,12V,7V
SMBJ7.5A,Littelfuse Inc.,TVS DIODE 7.5VWM 12.9V DO214AA,tvs-diodes,15174,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ7-5A/285962,General Purpose,,,46.6A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,8.33V,12.9V,7.5V
SMBJ7.5A-13-F,Diodes Incorporated,TVS DIODE 7.5VWM 12.9VC SMB,tvs-diodes,25020,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ7-5A-13-F/749992,General Purpose,,,46.5A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,8.33V,12.9V,7.5V
SMBJ7.5CA,Littelfuse Inc.,TVS DIODE 7.5VWM 12.9V DO214AA,tvs-diodes,13280,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ7-5CA/285964,General Purpose,1,,46.6A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,8.33V,12.9V,7.5V
SMBJ70A,Littelfuse Inc.,TVS DIODE 70VWM 113VC DO214AA,tvs-diodes,23522,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ70A/688291,General Purpose,,,5.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,77.8V,113V,70V
SMBJ70A-13-F,Diodes Incorporated,TVS DIODE 70VWM 113VC SMB,tvs-diodes,1896,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ70A-13-F/814628,General Purpose,,,5.3A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,77.8V,113V,70V
SMBJ70CA,Littelfuse Inc.,TVS DIODE 70VWM 113VC DO214AA,tvs-diodes,36484,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ70CA/688292,General Purpose,1,,5.3A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,77.8V,113V,70V
SMBJ75A,Littelfuse Inc.,TVS DIODE 75VWM 121VC DO214AA,tvs-diodes,6144,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ75A/557418,General Purpose,,,5A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,83.3V,121V,75V
SMBJ75A-13-F,Diodes Incorporated,TVS DIODE 75VWM 121VC SMB,tvs-diodes,10071,0.53,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ75A-13-F/814626,General Purpose,,,4.9A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,83.3V,121V,75V
SMBJ75CA,Littelfuse Inc.,TVS DIODE 75VWM 121VC DO214AA,tvs-diodes,4063,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ75CA/688293,General Purpose,1,,5A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,83.3V,121V,75V
SMBJ78A,Littelfuse Inc.,TVS DIODE 78VWM 126VC DO214AA,tvs-diodes,4543,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ78A/688294,General Purpose,,,4.8A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,86.7V,126V,78V
SMBJ8.0A,Littelfuse Inc.,TVS DIODE 8VWM 13.6VC DO214AA,tvs-diodes,7657,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ8-0A/557429,General Purpose,,,44.2A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,8.89V,13.6V,8V
SMBJ8.0CA,Littelfuse Inc.,TVS DIODE 8VWM 13.6VC DO214AA,tvs-diodes,30261,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ8-0CA/688267,General Purpose,1,,44.2A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,8.89V,13.6V,8V
SMBJ8.5A,Littelfuse Inc.,TVS DIODE 8.5VWM 14.4V DO214AA,tvs-diodes,18270,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ8-5A/688268,General Purpose,,,41.7A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,9.44V,14.4V,8.5V
SMBJ85CA,Littelfuse Inc.,TVS DIODE 85VWM 137VC DO214AA,tvs-diodes,9710,0.57,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ85CA/688297,General Purpose,1,,4.4A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,,94.4V,137V,85V
SMBJ9.0A,Littelfuse Inc.,TVS DIODE 9VWM 15.4VC DO214AA,tvs-diodes,7067,0.5,"DO-214AA, SMB",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smbj-series-datasheet?assetguid=ba555e99-a12d-4f72-a0b6-86b06c67171e,https://www.digikey.com/en/products/detail/littelfuse-inc/SMBJ9-0A/688270,General Purpose,,,39A,,-65°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,10V,15.4V,9V
SMBJ9.0A-13-F,Diodes Incorporated,TVS DIODE 9VWM 15.4VC SMB,tvs-diodes,149448,0.53,"DO-214AA, SMB",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/ds19002.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ9-0A-13-F/775756,General Purpose,,,39A,,-55°C ~ 150°C (TJ),600W,No,,SMBJ,Zener,1,10V,15.4V,9V
