MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Bidirectional Channels,Capacitance @ Frequency,Current - Peak Pulse (10/1000µs),Grade,Operating Temperature,Power - Peak Pulse,Power Line Protection,Qualification,Series,Type,Unidirectional Channels,Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Voltage - Reverse Standoff (Typ)
5.0SMDJ28A,Littelfuse Inc.,TVS DIODE 28VWM 45.4VC DO214AB,tvs-diodes,933,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ28A/2024324,Telecom,,,110A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,1,31.1V,45.4V,28V
5.0SMDJ28CA,Littelfuse Inc.,TVS DIODE 28VWM 45.4VC DO214AB,tvs-diodes,5654,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ28CA/2024325,Telecom,1,,110A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,,31.1V,45.4V,28V
5.0SMDJ28CA-Q,Bourns Inc.,TVS DIODE 28VWM 45.4VC DO214AB,tvs-diodes,5044,3.0,"DO-214AB, SMC",Surface Mount,Active,https://www.bourns.com/docs/product-datasheets/5-0smdj-q.pdf?sfvrsn=a6c72f6_2,https://www.digikey.com/en/products/detail/bourns-inc/5-0SMDJ28CA-Q/9467338,,1,,110A,Automotive,-55°C ~ 150°C (TJ),5000W (5kW),No,AEC-Q101,5.0SMDJ-Q,Zener,,31.1V,45.4V,28V
5.0SMDJ30CA,Littelfuse Inc.,TVS DIODE 30VWM 48.4VC DO214AB,tvs-diodes,27458,2.53,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ30CA/2024327,Telecom,1,,103A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,,33.3V,48.4V,30V
5.0SMDJ33A,Littelfuse Inc.,TVS DIODE 33VWM 53.3VC DO214AB,tvs-diodes,26519,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ33A/2024328,Telecom,,,93.9A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,1,36.7V,53.3V,33V
5.0SMDJ33A-Q,Bourns Inc.,TVS DIODE 33VWM 53.3VC DO214AB,tvs-diodes,0,2.88,"DO-214AB, SMC",Surface Mount,Active,https://www.bourns.com/docs/product-datasheets/5-0smdj-q.pdf?sfvrsn=a6c72f6_2,https://www.digikey.com/en/products/detail/bourns-inc/5-0SMDJ33A-Q/9467293,,,,93.9A,Automotive,150°C (TJ),5000W (5kW),No,AEC-Q101,5.0SMDJ-Q,Zener,1,36.7V,53.3V,33V
5.0SMDJ33CA-Q,Bourns Inc.,TVS DIODE 33VWM 53.3VC DO214AB,tvs-diodes,5743,3.0,"DO-214AB, SMC",Surface Mount,Active,https://www.bourns.com/docs/product-datasheets/5-0smdj-q.pdf?sfvrsn=a6c72f6_2,https://www.digikey.com/en/products/detail/bourns-inc/5-0SMDJ33CA-Q/9467296,,1,,93.9A,Automotive,150°C (TJ),5000W (5kW),No,AEC-Q101,5.0SMDJ-Q,Zener,,36.7V,53.3V,33V
5.0SMDJ36A,Littelfuse Inc.,TVS DIODE 36VWM 58.1VC DO214AB,tvs-diodes,13888,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ36A/2024330,Telecom,,,86.1A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,1,40V,58.1V,36V
5.0SMDJ36CA,Littelfuse Inc.,TVS DIODE 36VWM 58.1VC DO214AB,tvs-diodes,1370,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ36CA/2024331,Telecom,1,,86.1A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,,40V,58.1V,36V
5.0SMDJ40A,Littelfuse Inc.,TVS DIODE 40VWM 64.5VC DO214AB,tvs-diodes,5625,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ40A/2024332,Telecom,,,77.6A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,1,44.4V,64.5V,40V
5.0SMDJ43A,Littelfuse Inc.,TVS DIODE 43VWM 69.4VC DO214AB,tvs-diodes,2400,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ43A/2024334,Telecom,,,72.1A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,1,47.8V,69.4V,43V
5.0SMDJ48A,Littelfuse Inc.,TVS DIODE 48VWM 77.4VC DO214AB,tvs-diodes,9333,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ48A/2024338,Telecom,,,64.7A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,1,53.3V,77.4V,48V
5.0SMDJ48CA,Bourns Inc.,TVS DIODE 48VWM 77.4VC DO214AB,tvs-diodes,0,2.63,"DO-214AB, SMC",Surface Mount,Active,https://www.bourns.com/docs/product-datasheets/5-0smdj.pdf,https://www.digikey.com/en/products/detail/bourns-inc/5-0SMDJ48CA/7671880,Telecom,1,,64.7A,,-55°C ~ 150°C (TJ),5000W (5kW),No,,5.0SMDJ,Zener,,53.3V,77.4V,48V
5.0SMDJ51A,Littelfuse Inc.,TVS DIODE 51VWM 82.4VC DO214AB,tvs-diodes,20532,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ51A/2024339,Telecom,,,60.7A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,1,56.7V,82.4V,51V
5.0SMDJ51CA-Q,Bourns Inc.,TVS DIODE 51VWM 82.4VC DO214AB,tvs-diodes,4836,3.0,"DO-214AB, SMC",Surface Mount,Active,https://www.bourns.com/docs/product-datasheets/5-0smdj-q.pdf,https://www.digikey.com/en/products/detail/bourns-inc/5-0SMDJ51CA-Q/10447688,Telecom,1,,60.7A,Automotive,-55°C ~ 150°C (TJ),5000W (5kW),No,AEC-Q101,5.0SMDJ-Q,Zener,,56.7V,82.4V,51V
5.0SMDJ54A,Bourns Inc.,TVS DIODE 54VWM 87.1VC DO214AB,tvs-diodes,7185,2.63,"DO-214AB, SMC",Surface Mount,Active,https://www.bourns.com/docs/product-datasheets/5-0smdj.pdf,https://www.digikey.com/en/products/detail/bourns-inc/5-0SMDJ54A/7671846,Telecom,,,57.5A,,-55°C ~ 150°C (TJ),5000W (5kW),No,,5.0SMDJ,Zener,1,60V,87.1V,54V
5.0SMDJ54CA,Littelfuse Inc.,TVS DIODE 54VWM 87.1VC DO214AB,tvs-diodes,3217,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ54CA/2786417,Telecom,1,,57.5A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,,60V,87.1V,54V
5.0SMDJ58A,Littelfuse Inc.,TVS DIODE 58VWM 93.6VC DO214AB,tvs-diodes,2592,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ58A/2024341,Telecom,,,53.5A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,1,64.4V,93.6V,58V
5.0SMDJ58CA,Littelfuse Inc.,TVS DIODE 58VWM 93.6VC DO214AB,tvs-diodes,6183,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ58CA/2786418,Telecom,1,,53.5A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,,64.4V,93.6V,58V
5.0SMDJ60A,Bourns Inc.,TVS DIODE 60VWM 96.8VC DO214AB,tvs-diodes,234,2.63,"DO-214AB, SMC",Surface Mount,Active,https://www.bourns.com/docs/product-datasheets/5-0smdj.pdf,https://www.digikey.com/en/products/detail/bourns-inc/5-0SMDJ60A/7671848,Telecom,,,51.7A,,-55°C ~ 150°C (TJ),5000W (5kW),No,,5.0SMDJ,Zener,1,66.7V,96.8V,60V
5.0SMDJ60CA,Littelfuse Inc.,TVS DIODE 60VWM 96.8VC DO214AB,tvs-diodes,5989,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ60CA/2786419,Telecom,1,,51.7A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,,66.7V,96.8V,60V
5.0SMDJ64A,Littelfuse Inc.,TVS DIODE 64VWM 103VC DO214AB,tvs-diodes,5262,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ64A/2024343,Telecom,,,48.6A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,1,71.1V,103V,64V
5.0SMDJ64CA,Littelfuse Inc.,TVS DIODE 64VWM 103VC DO214AB,tvs-diodes,12451,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ64CA/2786420,Telecom,1,,48.6A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,,71.1V,103V,64V
5.0SMDJ70A,Littelfuse Inc.,TVS DIODE 70VWM 113VC DO214AB,tvs-diodes,5998,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ70A/2024344,Telecom,,,44.3A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,1,77.8V,113V,70V
5.0SMDJ70CA,Bourns Inc.,TVS DIODE 70VWM 113VC DO214AB,tvs-diodes,11553,2.63,"DO-214AB, SMC",Surface Mount,Active,https://www.bourns.com/docs/product-datasheets/5-0smdj.pdf,https://www.digikey.com/en/products/detail/bourns-inc/5-0SMDJ70CA/9341853,Telecom,1,,44.3A,,-55°C ~ 150°C (TJ),5000W (5kW),No,,5.0SMDJ,Zener,,77.8V,113V,70V
5.0SMDJ85A,Littelfuse Inc.,TVS DIODE 85VWM 137VC DO214AB,tvs-diodes,12326,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ85A/2024347,Telecom,,,36.5A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,1,94.4V,137V,85V
5.0SMDJ85CA,Littelfuse Inc.,TVS DIODE 85VWM 137VC DO214AB,tvs-diodes,3075,2.47,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_5_0smdj_datasheet.pdf?assetguid=2b2f4a8c-2e81-4894-8d41-3d748bb79e68,https://www.digikey.com/en/products/detail/littelfuse-inc/5-0SMDJ85CA/2786424,Telecom,1,,36.5A,,-65°C ~ 150°C (TJ),5000W (5kW),Yes,,5.0SMDJ,Zener,,94.4V,137V,85V
5KP24CA,Littelfuse Inc.,TVS DIODE 24VWM 38.9VC P600,tvs-diodes,123,4.13,"P600, Axial",Through Hole,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-5kp-datasheet?assetguid=b1ddd6a2-fccb-4327-bea1-7d77c0793479,https://www.digikey.com/en/products/detail/littelfuse-inc/5KP24CA/285871,General Purpose,1,,131.1A,,-55°C ~ 175°C (TJ),5000W (5kW),No,,5KP,Zener,,26.7V,38.9V,24V
5KP33CA,Littelfuse Inc.,TVS DIODE 33VWM 53.3VC P600,tvs-diodes,16635,4.13,"P600, Axial",Through Hole,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-5kp-datasheet?assetguid=b1ddd6a2-fccb-4327-bea1-7d77c0793479,https://www.digikey.com/en/products/detail/littelfuse-inc/5KP33CA/285875,General Purpose,1,,95.7A,,-55°C ~ 175°C (TJ),5000W (5kW),No,,5KP,Zener,,36.7V,53.3V,33V
5KP36A,Littelfuse Inc.,TVS DIODE 36VWM 58.1VC P600,tvs-diodes,5362,3.55,"P600, Axial",Through Hole,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-5kp-datasheet?assetguid=b1ddd6a2-fccb-4327-bea1-7d77c0793479,https://www.digikey.com/en/products/detail/littelfuse-inc/5KP36A/285876,General Purpose,,,87.8A,,-55°C ~ 175°C (TJ),5000W (5kW),No,,5KP,Zener,1,40V,58.1V,36V
5KP36A-E3/54,Vishay General Semiconductor - Diodes Division,TVS DIODE 36VWM 58.1VC P600,tvs-diodes,15629,3.91,"P600, Axial",Through Hole,Active,https://www.vishay.com/docs/88308/5kp8_5a.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/5KP36A-E3-54/2143282,General Purpose,,,86.1A,,-55°C ~ 175°C (TJ),5000W (5kW),No,,TransZorb®,Zener,1,40V,58.1V,36V
5KP36CA,Littelfuse Inc.,TVS DIODE 36VWM 58.1VC P600,tvs-diodes,18075,4.13,"P600, Axial",Through Hole,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-5kp-datasheet?assetguid=b1ddd6a2-fccb-4327-bea1-7d77c0793479,https://www.digikey.com/en/products/detail/littelfuse-inc/5KP36CA/285877,General Purpose,1,,87.8A,,-55°C ~ 175°C (TJ),5000W (5kW),No,,5KP,Zener,,40V,58.1V,36V
5KP43CA,Littelfuse Inc.,TVS DIODE 43VWM 69.4VC P600,tvs-diodes,4314,4.13,"P600, Axial",Through Hole,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-5kp-datasheet?assetguid=b1ddd6a2-fccb-4327-bea1-7d77c0793479,https://www.digikey.com/en/products/detail/littelfuse-inc/5KP43CA/285881,General Purpose,1,,73.5A,,-55°C ~ 175°C (TJ),5000W (5kW),No,,5KP,Zener,,47.8V,69.4V,43V
8.0SMDJ28CA,Littelfuse Inc.,TVS DIODE 28VWM 45.4VC DO214AB,tvs-diodes,6531,5.01,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_8_0smdj_datasheet.pdf?assetguid=04320fb8-6c00-4e38-ad2c-1822ca8699e7,https://www.digikey.com/en/products/detail/littelfuse-inc/8-0SMDJ28CA/10269494,Telecom,1,,176.2A,,-65°C ~ 150°C (TJ),8000W (8kW),No,,8.0SMDJ,Zener,,31.1V,45.4V,28V
8.0SMDJ30CA,Littelfuse Inc.,TVS DIODE 30VWM 48.4VC DO214AB,tvs-diodes,13315,5.01,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_8_0smdj_datasheet.pdf?assetguid=04320fb8-6c00-4e38-ad2c-1822ca8699e7,https://www.digikey.com/en/products/detail/littelfuse-inc/8-0SMDJ30CA/10269495,Telecom,1,,165.3A,,-65°C ~ 150°C (TJ),8000W (8kW),No,,8.0SMDJ,Zener,,33.3V,48.4V,30V
8.0SMDJ33A,Littelfuse Inc.,TVS DIODE 33VWM 53.3VC DO214AB,tvs-diodes,3184,4.7,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_8_0smdj_datasheet.pdf?assetguid=04320fb8-6c00-4e38-ad2c-1822ca8699e7,https://www.digikey.com/en/products/detail/littelfuse-inc/8-0SMDJ33A/10269552,Telecom,,,150.1A,,-65°C ~ 150°C (TJ),8000W (8kW),No,,8.0SMDJ,Zener,1,36.7V,53.3V,33V
8.0SMDJ33CA,Littelfuse Inc.,TVS DIODE 33VWM 53.3VC DO214AB,tvs-diodes,16709,5.01,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_8_0smdj_datasheet.pdf?assetguid=04320fb8-6c00-4e38-ad2c-1822ca8699e7,https://www.digikey.com/en/products/detail/littelfuse-inc/8-0SMDJ33CA/10269496,Telecom,1,,150.1A,,-65°C ~ 150°C (TJ),8000W (8kW),No,,8.0SMDJ,Zener,,36.7V,53.3V,33V
8.0SMDJ36A,Littelfuse Inc.,TVS DIODE 36VWM 58.1VC DO214AB,tvs-diodes,3149,4.7,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_8_0smdj_datasheet.pdf?assetguid=04320fb8-6c00-4e38-ad2c-1822ca8699e7,https://www.digikey.com/en/products/detail/littelfuse-inc/8-0SMDJ36A/10269497,Telecom,,,137.8A,,-65°C ~ 150°C (TJ),8000W (8kW),No,,8.0SMDJ,Zener,1,40V,58.1V,36V
8.0SMDJ36CA,Littelfuse Inc.,TVS DIODE 36VWM 58.1VC DO214AB,tvs-diodes,4647,5.01,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_8_0smdj_datasheet.pdf?assetguid=04320fb8-6c00-4e38-ad2c-1822ca8699e7,https://www.digikey.com/en/products/detail/littelfuse-inc/8-0SMDJ36CA/10269498,Telecom,1,,137.8A,,-65°C ~ 150°C (TJ),8000W (8kW),No,,8.0SMDJ,Zener,,40V,58.1V,36V
8.0SMDJ48A,Littelfuse Inc.,TVS DIODE 48VWM 77.4VC DO214AB,tvs-diodes,8449,5.1,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_8_0smdj_datasheet.pdf?assetguid=04320fb8-6c00-4e38-ad2c-1822ca8699e7,https://www.digikey.com/en/products/detail/littelfuse-inc/8-0SMDJ48A/10269501,Telecom,,,103.4A,,-65°C ~ 150°C (TJ),8000W (8kW),No,,8.0SMDJ,Zener,1,53.3V,77.4V,48V
8.0SMDJ48CA,Littelfuse Inc.,TVS DIODE 48VWM 77.4VC DO214AB,tvs-diodes,155,5.7,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_8_0smdj_datasheet.pdf?assetguid=04320fb8-6c00-4e38-ad2c-1822ca8699e7,https://www.digikey.com/en/products/detail/littelfuse-inc/8-0SMDJ48CA/10269568,Telecom,1,,103.4A,,-65°C ~ 150°C (TJ),8000W (8kW),No,,8.0SMDJ,Zener,,53.3V,77.4V,48V
8.0SMDJ58CA,Littelfuse Inc.,TVS DIODE 58VWM 93.6VC DO214AB,tvs-diodes,118,5.7,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_8_0smdj_datasheet.pdf?assetguid=04320fb8-6c00-4e38-ad2c-1822ca8699e7,https://www.digikey.com/en/products/detail/littelfuse-inc/8-0SMDJ58CA/10269502,Telecom,1,,85.5A,,-65°C ~ 150°C (TJ),8000W (8kW),No,,8.0SMDJ,Zener,,64.4V,93.6V,58V
8.0SMDJ60A,Littelfuse Inc.,TVS DIODE 60VWM 96.8VC DO214AB,tvs-diodes,1876,5.1,"DO-214AB, SMC",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_8_0smdj_datasheet.pdf?assetguid=04320fb8-6c00-4e38-ad2c-1822ca8699e7,https://www.digikey.com/en/products/detail/littelfuse-inc/8-0SMDJ60A/10269503,Telecom,,,82.7A,,-65°C ~ 150°C (TJ),8000W (8kW),No,,8.0SMDJ,Zener,1,66.7V,96.8V,60V
824001,Würth Elektronik,TVS DIODE 5VWM 9VC SOT23-6L,tvs-diodes,6755,0.79,SOT-23-6,Surface Mount,Active,https://www.we-online.com/components/products/datasheet/824001.pdf,https://www.digikey.com/en/products/detail/w%C3%BCrth-elektronik/824001/3900521,Ethernet,,,5A (8/20µs),,-55°C ~ 85°C (TA),,Yes,,WE-TVS,Steering (Rail to Rail),4,6.2V,9V (Typ),5V (Max)
82400102,Würth Elektronik,TVS DIODE 5VWM 7.7VC SOT23-6L,tvs-diodes,26979,0.86,SOT-23-6,Surface Mount,Active,https://www.we-online.com/components/products/datasheet/82400102.pdf,https://www.digikey.com/en/products/detail/w%C3%BCrth-elektronik/82400102/3900520,General Purpose,,,6A (8/20µs),,-40°C ~ 125°C (TJ),,Yes,,WE-TVS,Steering (Rail to Rail),2,6V,7.7V (Typ),5V (Max)
824011,Würth Elektronik,TVS DIODE 5VWM 8.5VC SOT23-5L,tvs-diodes,23432,0.9,"SC-74A, SOT-753",Surface Mount,Active,https://www.we-online.com/components/products/datasheet/824011.pdf,https://www.digikey.com/en/products/detail/w%C3%BCrth-elektronik/824011/3900524,General Purpose,,,13A (8/20µs),,-55°C ~ 125°C (TJ),,Yes,,WE-TVS,Steering (Rail to Rail),2,6.1V,8.5V,5V (Max)
8240116,Würth Elektronik,TVS DIODE 5VWM 9VC SOT1434,tvs-diodes,2189,1.28,"TO-253-4, TO-253AA",Surface Mount,Active,https://www.we-online.com/components/products/datasheet/8240116.pdf,https://www.digikey.com/en/products/detail/w%C3%BCrth-elektronik/8240116/3900542,General Purpose,,,12A (8/20µs),,-55°C ~ 125°C (TJ),,Yes,,WE-TVS,Steering (Rail to Rail),2,6.1V,9V,5V (Max)
824012823,Würth Elektronik,TVS DIODE 3.3VWM 13VC DFN1210-6,tvs-diodes,45420,0.69,6-XFDFN,Surface Mount,Active,https://www.we-online.com/catalog/datasheet/824012823.pdf,https://www.digikey.com/en/products/detail/w%C3%BCrth-elektronik/824012823/8259198,General Purpose,,0.18pF @ 1MHz,3A (8/20µs),,-55°C ~ 85°C (TA),,No,,WE-TVS,Steering (Rail to Rail),2,4.5V,13V (Typ),3.3V (Max)
8240136,Würth Elektronik,TVS DIODE 3.3VWM 6VC SOT1434,tvs-diodes,21281,1.28,"TO-253-4, TO-253AA",Surface Mount,Active,https://www.we-online.com/components/products/datasheet/8240136.pdf,https://www.digikey.com/en/products/detail/w%C3%BCrth-elektronik/8240136/3900537,General Purpose,,,12A (8/20µs),,-55°C ~ 125°C (TJ),,Yes,,WE-TVS,Steering (Rail to Rail),2,4.5V,6V (Typ),3.3V (Max)
824014,Würth Elektronik,TVS DIODE 5VWM 8.2VC SOT23-6,tvs-diodes,8272,1.35,SOT-23-6,Surface Mount,Active,https://www.we-online.com/components/products/datasheet/824014.pdf,https://www.digikey.com/en/products/detail/w%C3%BCrth-elektronik/824014/2344500,HDMI,,,4A (8/20µs),,-55°C ~ 85°C (TJ),,Yes,,WE-TVS,Steering (Rail to Rail),4,6V,8.2V (Typ),5V (Max)
824014883,Würth Elektronik,TVS DIODE 3.3VWM 9VC DFN3810-9,tvs-diodes,4351,1.27,9-UDFN,Surface Mount,Active,https://www.we-online.com/catalog/datasheet/824014883.pdf,https://www.digikey.com/en/products/detail/w%C3%BCrth-elektronik/824014883/8259200,General Purpose,,0.5pF @ 1MHz,5A (8/20µs),,-55°C ~ 85°C (TA),,No,,WE-TVS,Steering (Rail to Rail),8,4.5V,9V (Typ),3.3V (Max)
824014885,Würth Elektronik,TVS DIODE 5VWM 10.5VC DFN3810-9,tvs-diodes,8632,1.27,9-UDFN,Surface Mount,Active,https://www.we-online.com/catalog/datasheet/824014885.pdf,https://www.digikey.com/en/products/detail/w%C3%BCrth-elektronik/824014885/8259201,General Purpose,,0.5pF @ 1MHz,5A (8/20µs),,-55°C ~ 85°C (TA),,No,,WE-TVS,Steering (Rail to Rail),8,6V,10.5V (Typ),5V (Max)
824015,Würth Elektronik,TVS DIODE 5VWM 8.2VC SOT23-6L,tvs-diodes,25472,0.9,SOT-23-6,Surface Mount,Active,https://www.we-online.com/components/products/datasheet/824015.pdf,https://www.digikey.com/en/products/detail/w%C3%BCrth-elektronik/824015/3900539,Ethernet,,,4A (8/20µs),,-55°C ~ 125°C (TJ),,Yes,,WE-TVS,Steering (Rail to Rail),4,6V,8.2V (Typ),5V (Max)
824015043,Würth Elektronik,TVS DIODE 3.3VWM 10VC SOT236,tvs-diodes,16173,0.88,SOT-23-6,Surface Mount,Active,,https://www.digikey.com/en/products/detail/w%C3%BCrth-elektronik/824015043/15929417,General Purpose,,2pF @ 1MHz,30A (8/20µs),,-55°C ~ 125°C (TA),,Yes,,WE-TVS,Steering (Rail to Rail),4,4.5V,10V (Typ),3.3V (Max)
