MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Accuracy - Highest (Lowest),Features,Grade,Operating Temperature,Output Type,Qualification,Resolution,Sensing Temperature - Local,Sensing Temperature - Remote,Sensor Type,Series,Test Condition,Voltage - Supply
"A/TT100-D-4""-4-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,200.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-4-4-GD/17281779,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-D-4""-4-PB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,205.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-4-4-PB/17280213,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-D-6""-2-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,200.8,Module,Chassis Mount,Active,https://www.workaci.com/sites/default/files/category-files/Transmitters Duct.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-6-2-GD/17286505,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-D-6""-4-4X","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,244.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-6-4-4X/17281728,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-D-6""-4-BB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,221.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-6-4-BB/17281375,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-D-6""-4-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,205.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-6-4-GD/17280533,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-D-6""-4-PB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,200.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-6-4-PB/17280409,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-D-8""-1-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,200.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-8-1-GD/17281833,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-D-8""-1-PB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,200.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-8-1-PB/17280887,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-D-8""-2-4X","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,244.8,Module,Chassis Mount,Active,https://www.workaci.com/sites/default/files/category-files/Transmitters Duct.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-8-2-4X/17285005,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-D-8""-2-BB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,221.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-8-2-BB/17281633,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-D-8""-2-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,200.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-8-2-GD/17282370,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-D-8""-2-PB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,200.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-8-2-PB/17282324,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-D-8""-4-4X","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,244.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-8-4-4X/17280943,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-D-8""-4-BB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,221.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-8-4-BB/17280486,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-D-8""-4-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,205.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-8-4-GD/17281766,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-D-8""-4-PB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Duct",temperature-sensors-analog-and-digital-output,25,205.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-D-8-4-PB/17280534,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-2.5""-1-4X","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,280.8,"Cylinder, Threaded",Panel Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-2-5-1-4X/17281275,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-2.5""-1-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-2-5-1-GD/17281008,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-2.5""-2-BB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,261.6,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-2-5-2-BB/17280038,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-2.5""-2-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-2-5-2-GD/17281866,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-2.5""-4-4X","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,284.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-2-5-4-4X/17281311,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-2.5""-4-BB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,261.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-2-5-4-BB/17281933,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-2.5""-4-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,248.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-2-5-4-GD/17280514,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-2.5""-4-PB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-2-5-4-PB/17281654,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-4""-1-4X","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,280.8,"Cylinder, Threaded",Panel Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-4-1-4X/17285269,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-4""-1-BB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,261.6,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-4-1-BB/17285903,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-4""-1-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-4-1-GD/17281855,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-4""-2-4X","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,280.8,"Cylinder, Threaded",Panel Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-4-2-4X/17280936,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-4""-2-BB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,261.6,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-4-2-BB/17281702,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-4""-2-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-4-2-GD/17281102,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-4""-4-4X","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,284.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-4-4-4X/17280876,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-4""-4-4X-POTTED","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,308.0,"Cylinder, Threaded",Panel Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-4-4-4X-POTTED/17285415,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-4""-4-BB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,261.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-4-4-BB/17280880,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-4""-4-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,248.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-4-4-GD/17282332,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-4""-4-PB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-4-4-PB/17282281,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-6""-2-4X","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,280.8,"Cylinder, Threaded",Panel Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-6-2-4X/17285586,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-6""-2-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-6-2-GD/17284847,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-6""-4-4X","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,284.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-6-4-4X/17281770,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-6""-4-BB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,261.6,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-6-4-BB/17280531,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-6""-4-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-6-4-GD/17281819,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-I-6""-4-PB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,242.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-I-6-4-PB/17280758,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-IM-2.5""-2-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,246.4,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-IM-2-5-2-GD/17286750,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-IM-2.5""-4-4X","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,285.6,"Cylinder, Threaded",Panel Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-IM-2-5-4-4X/17286394,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-IM-2.5""-4-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,261.6,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-IM-2-5-4-GD/17281719,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-IM-4""-4-4X","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,320.0,"Cylinder, Threaded",Panel Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-IM-4-4-4X/17285279,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-IM-4""-4-BB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,292.8,Module,Chassis Mount,Active,https://www.workaci.com/sites/default/files/product_cutsheet/Transmitters Immersion.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-IM-4-4-BB/17286655,±0.2%,,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-IM-4""-4-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,272.8,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-IM-4-4-GD/17286578,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-IM-4""-4-PB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,272.8,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-IM-4-4-PB/17285038,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-IM-6""-1-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,272.8,Module,Chassis Mount,Active,https://www.workaci.com/sites/default/files/product_cutsheet/Transmitters Immersion.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-IM-6-1-GD/17284742,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-IM-6""-1-PB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,272.8,Module,Chassis Mount,Active,https://www.workaci.com/sites/default/files/product_cutsheet/Transmitters Immersion.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-IM-6-1-PB/17286461,±0.2%,,,-40°C ~ 85°C,Analog Voltage,,,-40°C ~ 200°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-IM-6""-4-4X","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,311.2,"Cylinder, Threaded",Panel Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-IM-6-4-4X/17287212,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-IM-6""-4-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,272.8,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-IM-6-4-GD/17282186,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-IM-6""-4-PB","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,272.8,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6240/ACI%20Temperature%20Transmitters.pdf,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-IM-6-4-PB/17281283,±0.2% (±0.5%),,,-40°C ~ 85°C,Analog Current,,,-40°C ~ 85°C,,"Analog, Local",,260°C,8.5V ~ 32V
"A/TT100-INW-2.5""-1-4X","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,236.8,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-INW-2-5-1-4X/17286117,,,,,Analog Voltage,,,,,"Analog, Local",,,
"A/TT100-INW-2.5""-1-GD","Automation Components, Inc.","Transmitter w/ 100 Ohm RTD, Imme",temperature-sensors-analog-and-digital-output,25,196.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/automation-components-inc/A-TT100-INW-2-5-1-GD/17285492,,,,,Analog Voltage,,,,,"Analog, Local",,,
