MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Features,Operating Temperature,Output Type,Power - Rated,Sensing Range,Sensitivity,Sensor Type,Series,Termination
1-1002608-0,TE Connectivity Measurement Specialties,SENSOR VIBRATION,magnetic-sensors-hall-effect-digital-switch-linear,1005,0.0,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1-1002608-0/5277275,,0°C ~ 70°C,Voltage,,,,Vibration,DT,
1-1002785-1,TE Connectivity Measurement Specialties,SENSOR VIBRATION,magnetic-sensors-hall-effect-digital-switch-linear,335,18.1,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1-1002785-1/5277276,,0°C ~ 70°C,Voltage,,,,Vibration,FDT,PC Pins
1-1002786-1,TE Connectivity Measurement Specialties,SENSOR VIBRATION,magnetic-sensors-hall-effect-digital-switch-linear,308,18.1,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1-1002786-1/5277277,,0°C ~ 70°C,Voltage,,,,Vibration,FDT,PC Pins
1-1002908-0,TE Connectivity Measurement Specialties,SENSOR PIEZO FILM VIBRA W/LEAD,magnetic-sensors-hall-effect-digital-switch-linear,1388,0.0,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1-1002908-0/4414983,,0°C ~ 70°C,Voltage,,,,Vibration,DT,Wire Leads
1-1002910-0,TE Connectivity Measurement Specialties,PIEZO SENSOR W/LEADS,magnetic-sensors-hall-effect-digital-switch-linear,223,14.4,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1-1002910-0/2704828,,0°C ~ 70°C,Voltage,,,,Vibration,DT,Wire Leads
1-1003702-7,TE Connectivity Measurement Specialties,METALLIZED PIEZO FILM SHEETS 28U,magnetic-sensors-hall-effect-digital-switch-linear,0,335.427,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1-1003702-7/6235269,,,Voltage,"280V, 840V",,,Displacement,,
1-1003744-0,TE Connectivity Measurement Specialties,SENSOR VIBRATION,magnetic-sensors-hall-effect-digital-switch-linear,119,17.41,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1-1003744-0/5277278,,0°C ~ 70°C,Voltage,,,,Vibration,DT,Wire Leads
1-1003745-0,TE Connectivity Measurement Specialties,SENSOR VIBRATION,magnetic-sensors-hall-effect-digital-switch-linear,197,18.84,"Piezo Film, Cantilever (Wafer)",User Defined,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1216/Piezo_Film_Guide.pdf,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1-1003745-0/5277279,,0°C ~ 85°C,Voltage,,0Hz ~ 180Hz,50mV/g,Vibration,LDT,Wire Leads
1-1004346-0,TE Connectivity Measurement Specialties,28 UM PIEZO FILM SHEET,magnetic-sensors-hall-effect-digital-switch-linear,2,342.14,-,User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1-1004346-0/2709548,,,Voltage,,,,Vibration,,
1-1004347-0,TE Connectivity Measurement Specialties,PIEZO FILM/SILVER INK,magnetic-sensors-hall-effect-digital-switch-linear,2,214.03,-,User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1-1004347-0/5277280,,,,,,,,,
1002794-M,TE Connectivity Measurement Specialties,SENSOR PIEZO FILM VIBRA TABS,magnetic-sensors-hall-effect-digital-switch-linear,2509,5.38,Cantilever Piezo Film (Wafer),Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/892/LDT0-028K.pdf,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1002794-M/279646,,0°C ~ 85°C,Voltage,,0Hz ~ 180Hz,50mV/g,Vibration,LDT,PC Pins
1005447-1-M,TE Connectivity Measurement Specialties,SENSOR PIEZO FILM VIBRA MASS,magnetic-sensors-hall-effect-digital-switch-linear,3135,0.0,Cantilever Piezo Film (Wafer),Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/892/LDT0-028K.pdf,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1005447-1-M/279647,,0°C ~ 85°C,Voltage,,0Hz ~ 90Hz,200mV/g,"Vibration, Acceleration",LDT,PC Pins
1005935-1,TE Connectivity Measurement Specialties,ULTRASONIC TRANSDUCER,magnetic-sensors-hall-effect-digital-switch-linear,0,60.4604,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1005935-1/5277265,High Frequency,-20°C ~ 60°C,Voltage,,,,"Vibration, Piezo Film",,Connector
1005939-1,TE Connectivity Measurement Specialties,MINI SENSE HORIZ MNT VIBRATION,magnetic-sensors-hall-effect-digital-switch-linear,2156,6.5,Cantilever Piezo Film (Wafer),Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1909/MiniSense_100.pdf,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1005939-1/616257,,-20°C ~ 60°C,Voltage,,0Hz ~ 40Hz,1.1V/g,"Vibration, Acceleration",LDTC,PC Pins
1005940-1,TE Connectivity Measurement Specialties,SENSOR MINISENSE 100 VERTICAL,magnetic-sensors-hall-effect-digital-switch-linear,95,0.0,Cantilever Piezo Film (Wafer),Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1909/MiniSense_100.pdf,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1005940-1/726374,,-20°C ~ 60°C,Voltage,,0Hz ~ 40Hz,1.1V/g,"Vibration, Acceleration",LDTC,PC Pins
1006015-1,TE Connectivity Measurement Specialties,SENSOR VIBRATION,magnetic-sensors-hall-effect-digital-switch-linear,2,6.5,Cantilever Piezo Film (Wafer),Through Hole,Active,https://www.te.com/usa-en/product-1006015-1.datasheet.pdf,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1006015-1/5277266,,,Voltage,,,,"Vibration, Acceleration",LDTC,PC Pins
1007079-1,TE Connectivity Measurement Specialties,SENSOR VIBRATION,magnetic-sensors-hall-effect-digital-switch-linear,68,0.0,Module,User Defined,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1216/Piezo_Film_Guide.pdf,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1007079-1/5277267,,,,,,,,,Wire Leads
1007089-1,TE Connectivity Measurement Specialties,SENSOR VIBRATION,magnetic-sensors-hall-effect-digital-switch-linear,0,23.2078,-,-,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1216/Piezo_Film_Guide.pdf,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1007089-1/5277268,,,,,,,,,
1007090-1,TE Connectivity Measurement Specialties,SENSOR VIBRATION,magnetic-sensors-hall-effect-digital-switch-linear,0,23.20775,-,-,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1216/Piezo_Film_Guide.pdf,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1007090-1/5277269,,,,,,,,,
1007158-1,TE Connectivity Measurement Specialties,SENSOR VIBRATION,magnetic-sensors-hall-effect-digital-switch-linear,0,2.74232,"Piezo Film, Cantilever (Wafer)",User Defined,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1216/Piezo_Film_Guide.pdf,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/1007158-1/5277270,,,Voltage,,,,"Vibration, Acceleration",LDTC,PC Pins
10184000-01,TE Connectivity Measurement Specialties,SLEEP MONITOR STRIP PIEZO FILM,magnetic-sensors-hall-effect-digital-switch-linear,0,21.0826,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/10184000-01/9923056,,,,,,,Vibration,,
11744,SparkFun Electronics,GEOPHONE - SM-24,magnetic-sensors-hall-effect-digital-switch-linear,0,91.61,"Radial, Can",Through Hole,Active,,https://www.digikey.com/en/products/detail/sparkfun-electronics/11744/17828073,,-40°C ~ 100°C,,,10Hz ~ 240Hz,,Vibration,,PC Pins
1364837,Phoenix Contact,WIL-SHM-S SENSOR,magnetic-sensors-hall-effect-digital-switch-linear,0,2.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/phoenix-contact/1364837/17936916,,,Analog,,,,Accelerometer,WIL,Connector
1533075,Phoenix Contact,INTERCONNECT MISC,magnetic-sensors-hall-effect-digital-switch-linear,0,812.94,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/phoenix-contact/1533075/22675643,,-40°C ~ 85°C,Digital,,,,"Vibration, Acceleration",WIL,Cable with Connector
1766,Adafruit Industries LLC,FAST VIBRATION SENSOR SWITCH (EA,magnetic-sensors-hall-effect-digital-switch-linear,1654,0.95,"Radial, Can",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2201/1766_Web.pdf,https://www.digikey.com/en/products/detail/adafruit-industries-llc/1766/7244944,,-40°C ~ 80°C,SPST,,,,Vibration,,
1767,Adafruit Industries LLC,SLOW VIBRATION SENSOR SWITCH (HA,magnetic-sensors-hall-effect-digital-switch-linear,250,0.95,"Radial, Can",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2542/1767_Web.pdf,https://www.digikey.com/en/products/detail/adafruit-industries-llc/1767/7244945,,-40°C ~ 80°C,SPST,,,,Vibration,,
2-1002145-0,TE Connectivity Measurement Specialties,SENSOR VIBRATION,magnetic-sensors-hall-effect-digital-switch-linear,180,13.64,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/2-1002145-0/5277282,,0°C ~ 70°C,Voltage,,,,Vibration,DT,
2-1002149-0-M,TE Connectivity Measurement Specialties,DT4-052K W/TH W/HOLE,magnetic-sensors-hall-effect-digital-switch-linear,0,17.3866,-,-,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/2-1002149-0-M/22755278,,,,,,,,*,
2-1002150-0,TE Connectivity Measurement Specialties,SENSOR VIBRATION,magnetic-sensors-hall-effect-digital-switch-linear,43,28.96,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/2-1002150-0/5277283,,0°C ~ 70°C,Voltage,,,,Vibration,DT,Wire Leads
2-1002405-0-M,TE Connectivity Measurement Specialties,LDT4-052K W/TH LEADS/RIVE,magnetic-sensors-hall-effect-digital-switch-linear,0,14.84567,-,-,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/2-1002405-0-M/26275159,,,,,,,,*,
2-1002608-0,TE Connectivity Measurement Specialties,SENSOR VIBRATION,magnetic-sensors-hall-effect-digital-switch-linear,0,0.0,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/2-1002608-0/5277284,,0°C ~ 70°C,Voltage,,,,Vibration,DT,
2-1002785-1,TE Connectivity Measurement Specialties,PIEZO FILM ELEMENT FLEX LEADS,magnetic-sensors-hall-effect-digital-switch-linear,257,20.16,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/2-1002785-1/5154729,,,Voltage,,,,"Vibration, Acceleration",FDT,Connector
2-1002786-1-M,TE Connectivity Measurement Specialties,FLDT1-052K W/MALE  CONN,magnetic-sensors-hall-effect-digital-switch-linear,0,16.33941,-,-,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/2-1002786-1-M/22827385,,,,,,,,*,
2-1002908-0,TE Connectivity Measurement Specialties,SENSOR VIBRATION,magnetic-sensors-hall-effect-digital-switch-linear,0,15.32,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/2-1002908-0/5277285,,0°C ~ 70°C,Voltage,,,,Vibration,DT,Wire Leads
2-1003702-7,TE Connectivity Measurement Specialties,METALLIZED PIEZO FILM SHEETS 52,magnetic-sensors-hall-effect-digital-switch-linear,0,360.252,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/2-1003702-7/6235266,,,Voltage,"280V, 840V",,,Displacement,,
2-1003744-0,TE Connectivity Measurement Specialties,SENSOR VIBRATION,magnetic-sensors-hall-effect-digital-switch-linear,279,20.16,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/2-1003744-0/5277286,,0°C ~ 70°C,Voltage,,,,Vibration,DT,Wire Leads
2-1003759-0-M,TE Connectivity Measurement Specialties,FLICKER W/RIVETS TE VA LOGO,magnetic-sensors-hall-effect-digital-switch-linear,0,15.15359,-,-,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/2-1003759-0-M/22764685,,,,,,,,*,
2-1004346-0,TE Connectivity Measurement Specialties,PIEZO FILM SHEET,magnetic-sensors-hall-effect-digital-switch-linear,8,373.16,-,User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/2-1004346-0/5277287,,,Voltage,,,,Vibration,,
2-1004347-0,TE Connectivity Measurement Specialties,PIEZO FILM SHEET,magnetic-sensors-hall-effect-digital-switch-linear,17,234.74,-,User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/2-1004347-0/5277288,,,Voltage,,,,Vibration,,
2384,Adafruit Industries LLC,MEDIUM VIBRATION SENSOR SWITCH,magnetic-sensors-hall-effect-digital-switch-linear,485,0.95,"Radial, Can",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2298/2384_Web.pdf,https://www.digikey.com/en/products/detail/adafruit-industries-llc/2384/7244952,,260°C,SPST,,,,Vibration,,
2751260000,Weidmüller,US67-V1T-BLE,magnetic-sensors-hall-effect-digital-switch-linear,0,400.82,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/weidm%C3%BCller/2751260000/25886492,,-20°C ~ 60°C,Voltage,,10Hz ~ 3.3kHz,112mV/g,"Vibration, Acceleration",,Connector
3-1003702-7,TE Connectivity Measurement Specialties,METALLIZED PIEZO FILM SHEETS 110,magnetic-sensors-hall-effect-digital-switch-linear,0,385.092,-,-,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/3-1003702-7/6235267,,,,,,,,,
3-1004346-0,TE Connectivity Measurement Specialties,PIEZO FILM SHEET 8X11 SILVER INK,magnetic-sensors-hall-effect-digital-switch-linear,3,404.07,-,User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/3-1004346-0/4251355,,,Voltage,,,,Vibration,,
3-1004347-0,TE Connectivity Measurement Specialties,PIEZO FILM SHEET,magnetic-sensors-hall-effect-digital-switch-linear,13,266.52,-,User Defined,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/3-1004347-0/5277289,,,,,,,,,
314070000,"Seeed Technology Co., Ltd",PIEZO SENSOR MINISENSE 100,magnetic-sensors-hall-effect-digital-switch-linear,0,2.85,-,-,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1257/314070000_Web.pdf,https://www.digikey.com/en/products/detail/seeed-technology-co-ltd/314070000/5488114,,,,,,,,,
314070001,"Seeed Technology Co., Ltd",PIEZO VIBRATION SENSOR,magnetic-sensors-hall-effect-digital-switch-linear,0,2.85,-,-,Discontinued at DigiKey,http://www.seeedstudio.com/depot/datasheet/LDT_Series_web.pdf,https://www.digikey.com/en/products/detail/seeed-technology-co-ltd/314070001/5488127,,,,,,,,,
4081,Adafruit Industries LLC,FLAT VIBRATION SWITCH - BREADBOA,magnetic-sensors-hall-effect-digital-switch-linear,193,0.95,2-DIP Module,Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/311/4081_Web.pdf,https://www.digikey.com/en/products/detail/adafruit-industries-llc/4081/9919538,,,,,,,Vibration,,
4931,Adafruit Industries LLC,PIEZOELECTRIC RIBBON SENSOR - 2,magnetic-sensors-hall-effect-digital-switch-linear,16,24.95,"Piezo Film, Cantilever (Wafer)",User Defined,Active,,https://www.digikey.com/en/products/detail/adafruit-industries-llc/4931/14113461,,,Analog,,,,Piezoelectric,,PC Pins
605-00004,Parallax Inc.,SENSOR PIEZO FILM VIBRA TABS,magnetic-sensors-hall-effect-digital-switch-linear,0,2.325,Cantilever Piezo Film (Wafer),Through Hole,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/parallax-inc/605-00004/1774442,,,Analog,,,50mV/g,Acceleration,,PC Pins
674A91,Amphenol PCB Piezotronics,IO-LINK VIBRATION SENSOR - PIEZO,magnetic-sensors-hall-effect-digital-switch-linear,19,566.55,"Cylinder, Threaded",Panel Mount,Active,https://www.pcb.com/contentstore/mktgcontent/linkeddocuments/IMI_Downloads/IMI-VIB-674A91_LowRes.pdf,https://www.digikey.com/en/products/detail/amphenol-pcb-piezotronics/674A91/22679284,,-40°C ~ 85°C,Digital,,5Hz ~ 10kHz,,Accelerometer,ICP®,Connector
780988-01,NI,"PCB GENERAL PURPOSE, 10MV/G, ICP",magnetic-sensors-hall-effect-digital-switch-linear,0,1.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/ni/780988-01/16648674,"Coaxial Cable, Integrated Electronic Piezoelectric (IEPE)",,,,,10mV/g,Accelerometer,,
780989-01,NI,"PCB HIGH SENSITIVITY, 100MV/G, I",magnetic-sensors-hall-effect-digital-switch-linear,0,1.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/ni/780989-01/16648838,"Coaxial Cable, Integrated Electronic Piezoelectric (IEPE)",,,,,100mV/g,Accelerometer,,
ADCMXL1021-1BMLZ,Analog Devices Inc.,HIGH FREQ DIGITAL MEMS 1 AXIS (Z,magnetic-sensors-hall-effect-digital-switch-linear,2,311.13,Module,Chassis Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADcmXL1021-1.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADCMXL1021-1BMLZ/11642812,Programmable,-40°C ~ 105°C,Digital,3.0 V ~ 3.6 V / 23.9mA,±50g,0.9535mg/LSB,Acceleration,"iMEMS®, iSensor™",Connector
ADCMXL3021BMLZ,Analog Devices Inc.,HIGH FREQ DIGITAL MEMS 3 AXIS AC,magnetic-sensors-hall-effect-digital-switch-linear,2,349.9,Module,Chassis Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADcmXL3021.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADCMXL3021BMLZ/10124791,Programmable,-40°C ~ 105°C,Digital,3.0V ~ 3.6V / 31.6mA,±50g,0.9535mg/LSB,"Accelerometer, 3 Axis",,Connector
ADIS16000AMLZ,Analog Devices Inc.,SENSOR VIBRATION W/RF TXRX,magnetic-sensors-hall-effect-digital-switch-linear,0,0.0,14-Module with Connector,Connector,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADIS16000_16229.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADIS16000AMLZ/4250194,Transceiver,-40°C ~ 125°C,Digital,3.0 V ~ 3.6 V / 37mA,,,Vibration,,Threaded
ADIS16223CMLZ,Analog Devices Inc.,SENSOR VIBRATION -70+70G MODUL,magnetic-sensors-hall-effect-digital-switch-linear,0,0.0,14-Module with Connector,Screw Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADIS16223.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADIS16223CMLZ/2357706,Programmable,-40°C ~ 125°C,Digital,3.15 V ~ 3.6 V / 43mA,-70 ~ 70 g,4.768mg/LSB,"Vibration, Acceleration","iMEMS®, iSensor™",Rectangular Connector - 14 Pos
ADIS16227CMLZ,Analog Devices Inc.,SENSOR VIBRATION -70+70G MODUL,magnetic-sensors-hall-effect-digital-switch-linear,0,0.0,14-Module with Connector,Screw Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADIS16227.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADIS16227CMLZ/2507323,Programmable,-40°C ~ 125°C,Digital,3.15 V ~ 3.6 V / 43mA,-70 ~ 70 g,1.192mg/LSB,Acceleration,"iMEMS®, iSensor™",Rectangular Connector - 14 Pos
ADIS16228CMLZ,Analog Devices Inc.,IC SENSOR DIGITAL TRI VIB 15-MOD,magnetic-sensors-hall-effect-digital-switch-linear,0,0.0,Module,Chassis Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/ADIS16228.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADIS16228CMLZ/2742166,Programmable,-40°C ~ 125°C,Digital,3.0 V ~ 3.6 V / 40mA,±18g,,Acceleration,iSensor™,
ANGLE-BRACKET-MOUNT-2.4GHZ-SENSORS,Beanair Sensors,90 degree Bracket Mounting for W,magnetic-sensors-hall-effect-digital-switch-linear,20,53.0,Box,Chassis Mount,Active,https://www.wireless-iot-sensors.beanair.com/files/Datasheet-ANGLE-BRACKET-MOUNT-2.4ghz-SENSORS.pdf,https://www.digikey.com/en/products/detail/beanair-sensors/ANGLE-BRACKET-MOUNT-2-4GHZ-SENSORS/24372723,Waterproof,,,,,,Vibration,,
ANGLE-BRACKET-MOUNT-WILOW,Beanair Sensors,90 degree Bracket Mounting for W,magnetic-sensors-hall-effect-digital-switch-linear,50,39.0,Box,Chassis Mount,Active,https://www.wireless-iot-sensors.beanair.com/files/Datasheet-ANGLE-BRACKET-MOUNT-WILOW.pdf,https://www.digikey.com/en/products/detail/beanair-sensors/ANGLE-BRACKET-MOUNT-WILOW/24372737,Waterproof,,,,,,Vibration,,
AT-105,Electronics4all.ca,"Compact Vibration Sensor,Temp an",magnetic-sensors-hall-effect-digital-switch-linear,47,312.0,-,-,Active,,https://www.digikey.com/en/products/detail/electronics4all-ca/AT-105/29177180,,,,,,,,*,
AU2401-1,Comus International,SENSOR VIBRATION SPST .02A 24VAC,magnetic-sensors-hall-effect-digital-switch-linear,3323,4.66,Nonstandard,Through Hole,Active,https://comus-intl.com/wp-content/uploads/2015/05/AU2401-1.pdf,https://www.digikey.com/en/products/detail/comus-international/AU2401-1/7497019,,-37°C ~ 100°C,,,,,Vibration,,PC Pins
BB-HS-104T2505402,Advantech Corporation,SENSOR,magnetic-sensors-hall-effect-digital-switch-linear,0,0.0,Module,Chassis Mount,Obsolete,,https://www.digikey.com/en/products/detail/advantech-corporation/BB-HS-104T2505402/16611138,,-50°C ~ 125°C,Voltage,,0.3Hz ~ 10kHz,250mV/g,Accelerometer,,
