MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Count Rate,Direction,Grade,Logic Type,Number of Bits per Element,Number of Elements,Operating Temperature,Qualification,Reset,Series,Timing,Trigger Type,Voltage - Supply
SN74HC163N,Texas Instruments,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,995,1.27,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC163N/376948,36 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC163NE4,Texas Instruments,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,0,0.6776,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.ti.com/lit/ds/symlink/sn54hc163.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC163NE4/18158976,36 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C (TA),,Synchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC163NG4,Texas Instruments,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,0,0.38984,"16-DIP (0.300"", 7.62mm)",Through Hole,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC163NG4/1570734,36 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC163NS,Texas Instruments,IC BINARY COUNTER 4-BIT 16SO,pmic-gate-drivers,3500,0.35,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/peglhnsmo8/PHGL-S-A0001367747-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74HC163NS/13493906,36 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC163NSR,Texas Instruments,IC BINARY COUNTER 4-BIT 16SO,pmic-gate-drivers,1660,0.88,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC163NSR/476043,36 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC163PW,Texas Instruments,IC BINARY COUNTER 4-BIT 16TSSOP,pmic-gate-drivers,214,1.12,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC163PW/1570736,36 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC163PWR,Texas Instruments,IC BINARY COUNTER 4-BIT 16TSSOP,pmic-gate-drivers,1025,0.48,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC163PWR/1570738,36 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC163PWT,Texas Instruments,IC BINARY COUNTER 4-BIT 16TSSOP,pmic-gate-drivers,225,1.12,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC163PWT/1570740,36 MHz,Up,,Binary Counter,4,1,-40°C ~ 85°C,,Synchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC191D,Texas Instruments,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,417,0.85,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC191D/376965,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC191DR,Texas Instruments,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,2515,0.77,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC191DR/562908,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC191DRG4,Texas Instruments,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,0,0.24834,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC191DRG4/1902826,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC191DT,Texas Instruments,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,69,0.85,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC191DT/1570813,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC191N,Texas Instruments,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,1282,1.32,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC191N/376967,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC191NG4,Texas Instruments,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,0,0.34932,"16-DIP (0.300"", 7.62mm)",Through Hole,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC191NG4/1570815,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC191NS,Texas Instruments,IC BINARY COUNTER 4-BIT 16SO,pmic-gate-drivers,1774,0.31,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/hgvgscudcu/PHGLS11394-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74HC191NS/13498052,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC191NSR,Texas Instruments,IC BINARY COUNTER 4-BIT 16SO,pmic-gate-drivers,9810,1.35,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC191NSR/476045,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC193D,Texas Instruments,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,658,0.84,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/scls122d/scls122d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC193D/376964,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC193DR,Texas Instruments,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,2834,0.59,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/scls122d/scls122d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC193DR/1570818,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC193DT,Texas Instruments,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,0,0.38648,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/scls122d/scls122d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC193DT/1570820,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC193N,Texas Instruments,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,1228,1.3,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.ti.com/lit/ds/scls122d/scls122d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC193N/376956,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC193NE4,Texas Instruments,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,0,0.69762,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.ti.com/lit/ds/symlink/sn74hc193.pdf?ts=1694798832912&ref_url=https%253A%252F%252Fwww.ti.com%252Fsitesearch%252Fen-us%252Fdocs%252Funiversalsearch.tsp%253FlangPref%253Den-US%2526searchTerm%253DSN74HC193NE4%2526nr%253D3,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC193NE4/18159196,60 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC193NG4,Texas Instruments,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,0,0.34932,"16-DIP (0.300"", 7.62mm)",Through Hole,Discontinued at DigiKey,https://www.ti.com/lit/ds/scls122d/scls122d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC193NG4/1570822,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC193NSR,Texas Instruments,IC BINARY COUNTER 4-BIT 16SO,pmic-gate-drivers,3882,1.2,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/scls122d/scls122d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC193NSR/476047,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC193PW,Texas Instruments,IC BINARY COUNTER 4-BIT 16TSSOP,pmic-gate-drivers,1080,0.84,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/scls122d/scls122d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC193PW/1570824,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC193PWR,Texas Instruments,IC BINARY COUNTER 4-BIT 16TSSOP,pmic-gate-drivers,4692,0.68,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/scls122d/scls122d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC193PWR/1570826,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC193PWT,Texas Instruments,IC BINARY COUNTER 4-BIT 16TSSOP,pmic-gate-drivers,0,0.38648,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Discontinued at DigiKey,https://www.ti.com/lit/ds/scls122d/scls122d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC193PWT/1570828,24 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC193QPWRG4Q1,Texas Instruments,IC BINARY COUNTER 4-BIT 16TSSOP,pmic-gate-drivers,0,0.81004,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC193QPWRG4Q1/1902844,24 MHz,"Up, Down",Automotive,Binary Counter,4,1,-40°C ~ 85°C,AEC-Q100,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC193QPWRQ1,Texas Instruments,IC BINARY COUNTER 4-BIT 16TSSOP,pmic-gate-drivers,0,0.18712,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC193QPWRQ1/1570830,24 MHz,"Up, Down",Automotive,Binary Counter,4,1,-40°C ~ 85°C,AEC-Q100,Asynchronous,74HC,Synchronous,Positive Edge,2 V ~ 6 V
SN74HC393ANSR,Texas Instruments,IC BINARY COUNTER DL 4BIT 14SO,pmic-gate-drivers,1475,0.86,"14-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1970/sn74hc393a.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC393ANSR/9692765,36 MHz,Up,,Binary Counter,4,2,-40°C ~ 85°C (TA),,Asynchronous,74HC,,Negative Edge,2 V ~ 6 V
SN74HC393APW,Texas Instruments,IC BIN COUNTER DL 4BIT 14TSSOP,pmic-gate-drivers,1980,0.5,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/y4njznnk9h/TI-SN54HC393.pdf?t.download=true&u=ovmfp3,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74HC393APW/13487033,36 MHz,Up,,Binary Counter,4,2,-40°C ~ 85°C,,Asynchronous,74HC,,Negative Edge,2 V ~ 6 V
SN74HC393APWR,Texas Instruments,IC BIN COUNTER DL 4BIT 14TSSOP,pmic-gate-drivers,1715,0.83,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/y4njznnk9h/TI-SN54HC393.pdf?t.download=true&u=ovmfp3,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74HC393APWR/13505722,36 MHz,Up,,Binary Counter,4,2,-40°C ~ 85°C,,Asynchronous,74HC,,Negative Edge,2 V ~ 6 V
SN74HC393D,Texas Instruments,IC BINARY COUNTR DL 4BIT 14SOIC,pmic-gate-drivers,2816,0.99,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/scls143d/scls143d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC393D/376761,36 MHz,Up,,Binary Counter,4,2,-40°C ~ 85°C,,Asynchronous,74HC,,Negative Edge,2 V ~ 6 V
SN74HC393DBR,Texas Instruments,IC BINARY COUNTR DL 4BIT 14SSOP,pmic-gate-drivers,1862,0.55,"14-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/scls143d/scls143d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC393DBR/377044,36 MHz,Up,,Binary Counter,4,2,-40°C ~ 85°C,,Asynchronous,74HC,,Negative Edge,2 V ~ 6 V
SN74HC393DR,Texas Instruments,IC BINARY COUNTR DL 4BIT 14SOIC,pmic-gate-drivers,13503,0.58,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/scls143d/scls143d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC393DR/562920,36 MHz,Up,,Binary Counter,4,2,-40°C ~ 85°C,,Asynchronous,74HC,,Negative Edge,2 V ~ 6 V
SN74HC393DT,Texas Instruments,IC BINARY COUNTR DL 4BIT 14SOIC,pmic-gate-drivers,641,0.99,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/scls143d/scls143d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC393DT/1571090,36 MHz,Up,,Binary Counter,4,2,-40°C ~ 85°C,,Asynchronous,74HC,,Negative Edge,2 V ~ 6 V
SN74HC393N,Texas Instruments,IC BINARY COUNTER DL 4BIT 14DIP,pmic-gate-drivers,2934,0.69,"14-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.ti.com/lit/ds/scls143d/scls143d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC393N/376742,36 MHz,Up,,Binary Counter,4,2,-40°C ~ 85°C,,Asynchronous,74HC,,Negative Edge,2 V ~ 6 V
SN74HC393NSR,Texas Instruments,IC BINARY COUNTER DL 4BIT 14SO,pmic-gate-drivers,7504,0.71,"14-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/scls143d/scls143d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC393NSR/1571093,36 MHz,Up,,Binary Counter,4,2,-40°C ~ 85°C,,Asynchronous,74HC,,Negative Edge,2 V ~ 6 V
SN74HC393PW,Texas Instruments,IC BIN COUNTER DL 4BIT 14TSSOP,pmic-gate-drivers,0,0.89,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/scls143d/scls143d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC393PW/1571095,36 MHz,Up,,Binary Counter,4,2,-40°C ~ 85°C,,Asynchronous,74HC,,Negative Edge,2 V ~ 6 V
SN74HC393PWR,Texas Instruments,IC BIN COUNTER DL 4BIT 14TSSOP,pmic-gate-drivers,987,0.7,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/scls143d/scls143d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC393PWR/1571097,36 MHz,Up,,Binary Counter,4,2,-40°C ~ 85°C,,Asynchronous,74HC,,Negative Edge,2 V ~ 6 V
SN74HC393PWRG4,Texas Instruments,IC BIN COUNTER DL 4BIT 14TSSOP,pmic-gate-drivers,0,0.20417,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/scls143d/scls143d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC393PWRG4/1903030,36 MHz,Up,,Binary Counter,4,2,-40°C ~ 85°C,,Asynchronous,74HC,,Negative Edge,2 V ~ 6 V
SN74HC393PWT,Texas Instruments,IC BIN COUNTER DL 4BIT 14TSSOP,pmic-gate-drivers,0,0.89,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/scls143d/scls143d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC393PWT/1571099,36 MHz,Up,,Binary Counter,4,2,-40°C ~ 85°C,,Asynchronous,74HC,,Negative Edge,2 V ~ 6 V
SN74HC4020D,Texas Instruments,IC BINARY COUNTER 14-BIT 16SOIC,pmic-gate-drivers,82,1.13,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/symlink/sn74hc4020.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4020D/376758,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4020DBR,Texas Instruments,IC BINARY COUNTER 14-BIT 16SSOP,pmic-gate-drivers,0,0.21834,"16-SSOP (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/symlink/sn74hc4020.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4020DBR/1571101,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4020DBRE4,Texas Instruments,IC BINARY COUNTER 14-BIT 16SSOP,pmic-gate-drivers,0,0.21834,"16-SSOP (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/symlink/sn74hc4020.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4020DBRE4/1571102,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4020DBRG4,Texas Instruments,IC BINARY COUNTER 14-BIT 16SSOP,pmic-gate-drivers,0,0.21834,"16-SSOP (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/symlink/sn74hc4020.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4020DBRG4/1903032,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4020DR,Texas Instruments,IC BINARY COUNTER 14-BIT 16SOIC,pmic-gate-drivers,3099,0.7,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/sn74hc4020.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4020DR/1571104,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4020DT,Texas Instruments,IC BINARY COUNTER 14-BIT 16SOIC,pmic-gate-drivers,0,0.42224,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/symlink/sn74hc4020.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4020DT/1571106,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4020N,Texas Instruments,IC BINARY COUNTER 14-BIT 16DIP,pmic-gate-drivers,315,1.16,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.ti.com/lit/ds/symlink/sn74hc4020.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4020N/376739,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4020NSR,Texas Instruments,IC BINARY COUNTER 14-BIT 16SO,pmic-gate-drivers,1410,1.04,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/sn74hc4020.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4020NSR/1571109,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4020PWR,Texas Instruments,IC BINARY COUNTER 14-BIT 16SO,pmic-gate-drivers,8902,0.92,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/sn74hc4020.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4020PWR/1571113,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4020PWT,Texas Instruments,IC BINARY COUNTER 14-BIT 16SO,pmic-gate-drivers,2360,1.28,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/symlink/sn74hc4020.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4020PWT/1571115,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040ADBLE,Texas Instruments,IC BINARY COUNTER 12-BIT 16SO,pmic-gate-drivers,10000,0.2,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/qe3nypytct/TI-SN54HC4040.pdf?t.download=true&u=ovmfp3,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74HC4040ADBLE/13530018,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040ANSR,Texas Instruments,IC BINARY COUNTER 12-BIT 16SO,pmic-gate-drivers,1978,1.17,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2008/sn74hc4040a.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4040ANSR/9692766,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040APW,Texas Instruments,IC BINARY COUNTER 12-BIT 16SO,pmic-gate-drivers,1170,0.66,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/qe3nypytct/TI-SN54HC4040.pdf?t.download=true&u=ovmfp3,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74HC4040APW/13528448,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040APWR,Texas Instruments,IC BINARY COUNTER 12-BIT 16SO,pmic-gate-drivers,1896,0.97,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2008/sn74hc4040a.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4040APWR/9692767,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040D,Texas Instruments,IC BINARY COUNTER 12-BIT 16SO,pmic-gate-drivers,0,0.97,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/scls160e/scls160e.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4040D/376738,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040DBR,Texas Instruments,IC BINARY COUNTER 12-BIT 16SO,pmic-gate-drivers,1908,0.71,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/scls160e/scls160e.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4040DBR/377025,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040DR,Texas Instruments,IC BINARY COUNTER 12-BIT 16SO,pmic-gate-drivers,2500,0.72,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/scls160e/scls160e.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4040DR/562923,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040DRG4,Texas Instruments,IC BINARY COUNTER 12-BIT 16SO,pmic-gate-drivers,0,0.22313,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.ti.com/lit/ds/scls160e/scls160e.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4040DRG4/1571121,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040DT,Texas Instruments,IC BINARY COUNTER 12-BIT 16SO,pmic-gate-drivers,482,1.13,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/scls160e/scls160e.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4040DT/1571122,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
