MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Current - Output (Max),Current - Supply,Features,Grade,Internal Switch(s),Number of Channels,Operating Temperature,Programmable Features,Qualification,Series,Type,Voltage - Supply
MIC2589R-2YM,Microchip Technology,HOT SWAP POWER CONTROLLER,linear-audio-amplifiers,4078,3.95,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/9p1x0wm7ut/MCRLS02036-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/MIC2589R-2YM/11550750,-48V,,4 mA,Auto Retry,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, OVP, UVLO",,,"Hot Swap Controller, Sequencer",-19V ~ -80V
MIC2590B-2BTQ,Microchip Technology,IC HOT PLUG CTRLR PCI 48TQFP,linear-audio-amplifiers,0,12.33752,48-TQFP,Surface Mount,Obsolete,http://ww1.microchip.com/downloads/en/DeviceDoc/mic2590b.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2590B-2BTQ/1028842,PCI,"100mA, 500mA",,"Latched Fault, SMBus, Thermal Limit, UVLO",,Both,10,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Plug Controller,"3.3V, 5V, ±12V"
MIC2590B-2BTQ-TR,Microchip Technology,IC HOT PLUG CTRLR PCI 48TQFP,linear-audio-amplifiers,0,12.3375,48-TQFP,Surface Mount,Discontinued at DigiKey,http://ww1.microchip.com/downloads/en/DeviceDoc/mic2590b.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2590B-2BTQ-TR/1028843,PCI,"100mA, 500mA",,"Latched Fault, SMBus, Thermal Limit, UVLO",,Both,10,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Plug Controller,"3.3V, 5V, ±12V"
MIC2590B-2YTQ,Microchip Technology,DUAL-SLOT PCI HOT PLUG CONTROLLE,linear-audio-amplifiers,6102,10.2,48-TQFP,Surface Mount,Active,https://rocelec.widen.net/view/pdf/azaeqhfopy/MCRLS03535-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/MIC2590B-2YTQ/13482106,PCI,"100mA, 500mA",,"Latched Fault, SMBus, Thermal Limit, UVLO",,Both,10,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Plug Controller,"3.3V, 5V, ±12V"
MIC2591B-2BTQ,Microchip Technology,IC HOT PLUG CTRLR PCI EXP 48TQFP,linear-audio-amplifiers,0,14.6,48-TQFP,Surface Mount,Obsolete,https://ww1.microchip.com/downloads/aemDocuments/documents/OTH/ProductDocuments/DataSheets/mic2591b.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2591B-2BTQ/771072,PCI Express®,,,"Latched Fault, SMBus, Thermal Limit, UVLO",,Both,6,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Plug Controller,"3V ~ 3.6V, 11V ~ 13V"
MIC2591B-2BTQ-TR,Microchip Technology,IC HOT PLUG CTRLR PCI EXP 48TQFP,linear-audio-amplifiers,0,14.6,48-TQFP,Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/aemDocuments/documents/OTH/ProductDocuments/DataSheets/mic2591b.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2591B-2BTQ-TR/1028848,PCI Express®,,,"Latched Fault, SMBus, Thermal Limit, UVLO",,Both,6,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Plug Controller,"3V ~ 3.6V, 11V ~ 13V"
MIC2591B-2YTQ,Microchip Technology,IC HOT PLUG CTRLR PCI EXP 48TQFP,linear-audio-amplifiers,0,20.5128,48-TQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/OTH/ProductDocuments/DataSheets/mic2591b.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2591B-2YTQ/771567,PCI Express®,,,"Latched Fault, SMBus, Thermal Limit, UVLO",,Both,6,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Plug Controller,"3V ~ 3.6V, 11V ~ 13V"
MIC2591B-2YTQ-TR,Microchip Technology,IC HOT PLUG CTRLR PCI EXP 48TQFP,linear-audio-amplifiers,0,20.5128,48-TQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/OTH/ProductDocuments/DataSheets/mic2591b.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2591B-2YTQ-TR/1028849,PCI Express®,,,"Latched Fault, SMBus, Thermal Limit, UVLO",,Both,6,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Plug Controller,"3V ~ 3.6V, 11V ~ 13V"
MIC2592B-2YTQ-TR,Microchip Technology,IC HOT PLUG CTRLR PCI EXP 48TQFP,linear-audio-amplifiers,0,0.0,48-TQFP,Surface Mount,Obsolete,http://ww1.microchip.com/downloads/en/DeviceDoc/mic2592b.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2592B-2YTQ-TR/1028851,PCI Express®,,,"Latched Fault, SMBus, Thermal Limit, UVLO",,Both,6,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Plug Controller,"3V ~ 3.6V, 11V ~ 13V"
MIC2593-2BTQ,Microchip Technology,IC HOT PLUG CTRLR PCI 48TQFP,linear-audio-amplifiers,0,9.96248,48-TQFP,Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2593.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2593-2BTQ/771074,"PCI, PCI-X","100mA, 500mA",,"Latched Fault, SMBus, Thermal Limit, UVLO",,Both,10,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Plug Controller,"3.3V, 5V, ±12V"
MIC2593-2BTQ-TR,Microchip Technology,IC HOT PLUG CTRLR PCI 48TQFP,linear-audio-amplifiers,0,9.9625,48-TQFP,Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2593.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2593-2BTQ-TR/1028852,"PCI, PCI-X","100mA, 500mA",,"Latched Fault, SMBus, Thermal Limit, UVLO",,Both,10,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Plug Controller,"3.3V, 5V, ±12V"
MIC2593-2YTQ,Microchip Technology,IC HOT PLUG CTRLR PCI 48TQFP,linear-audio-amplifiers,245,12.38,48-TQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2593.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2593-2YTQ/771569,"PCI, PCI-X","100mA, 500mA",,"Latched Fault, SMBus, Thermal Limit, UVLO",,Both,10,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Plug Controller,"3.3V, 5V, ±12V"
MIC2594-1BM,Microchip Technology,IC HOT SWAP CTRLR -48V 8SOIC,linear-audio-amplifiers,0,2.27679,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2588-94.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2594-1BM/1028854,-48V,,3 mA,"Fault Timeout, Latched Fault",,No,1,-40°C ~ 85°C,"Current Limit, Slew Rate, UVLO",,,Hot Swap Controller,-80V ~ -19V
MIC2594-1BM-TR,Microchip Technology,IC HOT SWAP CTRLR -48V 8SOIC,linear-audio-amplifiers,0,2.15,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2588-94.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2594-1BM-TR/1028855,-48V,,3 mA,"Fault Timeout, Latched Fault",,No,1,-40°C ~ 85°C,"Current Limit, Slew Rate, UVLO",,,Hot Swap Controller,-80V ~ -19V
MIC2594-1YM,Microchip Technology,IC HOT SWAP CTRLR -48V 8SOIC,linear-audio-amplifiers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2588-94.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2594-1YM/1028856,-48V,,3 mA,"Fault Timeout, Latched Fault",,No,1,-40°C ~ 85°C,"Current Limit, Slew Rate, UVLO",,,Hot Swap Controller,-80V ~ -19V
MIC2594-1YM-TR,Microchip Technology,IC HOT SWAP CTRLR -48V 8SOIC,linear-audio-amplifiers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2588-94.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2594-1YM-TR/1016614,-48V,,3 mA,"Fault Timeout, Latched Fault",,No,1,-40°C ~ 85°C,"Current Limit, Slew Rate, UVLO",,,Hot Swap Controller,-80V ~ -19V
MIC2594-2BM,Microchip Technology,IC HOT SWAP CTRLR -48V 8SOIC,linear-audio-amplifiers,0,2.27679,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2588-94.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2594-2BM/1028857,-48V,,3 mA,"Fault Timeout, Latched Fault",,No,1,-40°C ~ 85°C,"Current Limit, Slew Rate, UVLO",,,Hot Swap Controller,-80V ~ -19V
MIC2594-2BM-TR,Microchip Technology,IC HOT SWAP CTRLR -48V 8SOIC,linear-audio-amplifiers,0,2.15,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2588-94.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2594-2BM-TR/1028858,-48V,,3 mA,"Fault Timeout, Latched Fault",,No,1,-40°C ~ 85°C,"Current Limit, Slew Rate, UVLO",,,Hot Swap Controller,-80V ~ -19V
MIC2594-2YM,Microchip Technology,IC HOT SWAP CTRLR -48V 8SOIC,linear-audio-amplifiers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2588-94.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2594-2YM/1028859,-48V,,3 mA,"Fault Timeout, Latched Fault",,No,1,-40°C ~ 85°C,"Current Limit, Slew Rate, UVLO",,,Hot Swap Controller,-80V ~ -19V
MIC2594-2YM-TR,Microchip Technology,IC HOT SWAP CTRLR -48V 8SOIC,linear-audio-amplifiers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2588-94.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2594-2YM-TR/1016615,-48V,,3 mA,"Fault Timeout, Latched Fault",,No,1,-40°C ~ 85°C,"Current Limit, Slew Rate, UVLO",,,Hot Swap Controller,-80V ~ -19V
MIC2595-2BM,Microchip Technology,HOT SWAP POWER CONTROLLER,linear-audio-amplifiers,852,4.16,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/9p1x0wm7ut/MCRLS02036-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/MIC2595-2BM/11552105,-48V,,4 mA,Latched Fault,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, UVLO",,,"Hot Swap Controller, Sequencer",-80V ~ -19V
MIC2595-2YM,Microchip Technology,"SINGLE-CHANNEL, NEGATIVE HIGH-VO",linear-audio-amplifiers,1388,5.2,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/9p1x0wm7ut/MCRLS02036-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/MIC2595-2YM/12591441,-48V,,4 mA,Latched Fault,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, UVLO",,,"Hot Swap Controller, Sequencer",-80V ~ -19V
MIC2595R-2YM,Microchip Technology,"SINGLE-CHANNEL, NEGATIVE HIGH-VO",linear-audio-amplifiers,11398,5.2,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/9p1x0wm7ut/MCRLS02036-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/MIC2595R-2YM/12591479,-48V,,4 mA,Auto Retry,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, UVLO",,,"Hot Swap Controller, Sequencer",-80V ~ -19V
MP5021BGQV-P,Monolithic Power Systems Inc.,IC HOT SWAP CTRLR GP 22QFN,linear-audio-amplifiers,2,5.22,22-PowerVFQFN,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1184/MP5021B_Web.pdf,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5021BGQV-P/5298949,General Purpose,,,"OVP, Thermal Limit, UVLO",,Yes,1,,Current Limit,,,"Hot Swap Controller, Monitor",
MP5021BGQV-Z,Monolithic Power Systems Inc.,IC HOT SWAP CTRLR GP 22QFN,linear-audio-amplifiers,0,2.9722,22-PowerVFQFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5021BGQV-Z/5292490,General Purpose,,,"OVP, Thermal Limit, UVLO",,Yes,1,,Current Limit,,,"Hot Swap Controller, Monitor",
MP5021GQV-P,Monolithic Power Systems Inc.,IC HOT SWAP CTRLR GP 22QFN,linear-audio-amplifiers,0,3.0696,22-PowerVFQFN,Surface Mount,Not For New Designs,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5021GQV-P/5292491,General Purpose,15A,170 µA,"OVP, Thermal Limit, UVLO",,Yes,1,-40°C ~ 125°C,Current Limit,,,"Hot Swap Controller, Monitor",8V ~ 16V
MP5021GQV-Z,Monolithic Power Systems Inc.,IC HOT SWAP CTRLR GP 22QFN,linear-audio-amplifiers,0,2.9722,22-PowerVFQFN,Surface Mount,Not For New Designs,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5021GQV-Z/5292492,General Purpose,15A,170 µA,"OVP, Thermal Limit, UVLO",,Yes,1,-40°C ~ 125°C,Current Limit,,,"Hot Swap Controller, Monitor",8V ~ 16V
MP5022AGQV-P,Monolithic Power Systems Inc.,IC HOT SWAP CTRLR GP 22QFN,linear-audio-amplifiers,0,3.465,22-PowerVFQFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5022AGQV-P/5298950,General Purpose,15A,500 µA,"OVP, Thermal Limit, UVLO",,Yes,1,-40°C ~ 125°C (TJ),Current Limit,,,"Hot Swap Controller, Monitor",8V ~ 16V
MP5022AGQV-Z,Monolithic Power Systems Inc.,IC HOT SWAP CTRLR GP 22QFN,linear-audio-amplifiers,0,5.27,22-PowerVFQFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5022AGQV-Z/5292493,General Purpose,15A,500 µA,"OVP, Thermal Limit, UVLO",,Yes,1,-40°C ~ 125°C (TJ),Current Limit,,,"Hot Swap Controller, Monitor",8V ~ 16V
MP5022CGQV-P,Monolithic Power Systems Inc.,IC HOT SWAP CTRLR GP 22QFN,linear-audio-amplifiers,0,3.6806,22-PowerVFQFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5022CGQV-P/7361706,General Purpose,15A,700 µA,"OVP, Thermal Limit, UVLO",,Yes,1,-40°C ~ 125°C (TJ),Current Limit,,,"Hot Swap Controller, Monitor",4.8V ~ 16V
MP5022CGQV-Z,Monolithic Power Systems Inc.,IC HOT SWAP CTRLR GP 22QFN,linear-audio-amplifiers,4837,5.58,22-PowerVFQFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5022CGQV-Z/7361653,General Purpose,15A,700 µA,"OVP, Thermal Limit, UVLO",,Yes,1,-40°C ~ 125°C (TJ),Current Limit,,,"Hot Swap Controller, Monitor",4.8V ~ 16V
MP5024GRM-P,Monolithic Power Systems Inc.,"16V, 20A, 2.8M RDS(ON), HOT-SWAP",linear-audio-amplifiers,0,4.03,32-VFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5024GRM-P/28008451,Networking,20A,3.25 mA,"Auto Retry, Fault Timeout, I2C, Latched Fault, OVP, PMBus, SMBus, UVLO",,Yes,1,-40°C ~ 125°C (TJ),"Current Limit, Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",2.7V ~ 16V
MP5024GRM-Z,Monolithic Power Systems Inc.,"16V, 20A, 2MOHM RDSON HOT SWAP I",linear-audio-amplifiers,0,2.1714,32-VFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5024GRM-Z/28716530,Networking,20A,3.25 mA,"Auto Retry, Fault Timeout, I2C, Latched Fault, OVP, PMBus, SMBus, UVLO",,Yes,1,-40°C ~ 125°C (TJ),"Current Limit, Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",2.7V ~ 16V
MP5025AGQV-P,Monolithic Power Systems Inc.,"16V, 12A, 3M RDS(ON), HOT-SWAP P",linear-audio-amplifiers,357,5.61,22-PowerVFQFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5025AGQV-P/15967364,Networking,12A,1.3 mA,"Fault Timeout, OVP, UVLO",,No,1,-40°C ~ 125°C (TJ),"Current Limit, Fault Timeout, OVP, Slew Rate, UVLO",,,Hot Swap Controller,8V ~ 16V
MP5025AGQV-Z,Monolithic Power Systems Inc.,"16V, 12A, 3M RDS(ON), HOT-SWAP P",linear-audio-amplifiers,8399,5.27,22-PowerVFQFN,Surface Mount,Not For New Designs,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5025AGQV-Z/15967350,Networking,12A,1.3 mA,"Fault Timeout, OVP, UVLO",,No,1,-40°C ~ 125°C (TJ),"Current Limit, Fault Timeout, OVP, Slew Rate, UVLO",,,Hot Swap Controller,8V ~ 16V
MP5025CGQV-P,Monolithic Power Systems Inc.,"16V, 15A, 3M RDS(ON), HOT-SWAP P",linear-audio-amplifiers,500,3.6806,22-PowerVFQFN,Surface Mount,Not For New Designs,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5025CGQV-P/15967354,Networking,15A,1.3 mA,"Current Limit, Fault Timeout, OVP, Slew Rate, UVLO",,No,1,-40°C ~ 125°C (TJ),"Current Limit, Fault Timeout, OVP, Slew Rate, UVLO",,,Hot Swap Controller,4.5V ~ 16V
MP5025CGQV-Z,Monolithic Power Systems Inc.,"16V, 15A, 3M RDS(ON), HOT-SWAP P",linear-audio-amplifiers,0,5.58,22-PowerVFQFN,Surface Mount,Not For New Designs,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5025CGQV-Z/15967355,Networking,15A,1.3 mA,"Current Limit, Fault Timeout, OVP, Slew Rate, UVLO",,No,1,-40°C ~ 125°C (TJ),"Current Limit, Fault Timeout, OVP, Slew Rate, UVLO",,,Hot Swap Controller,4.5V ~ 16V
MP5026GLRT-P,Monolithic Power Systems Inc.,"16V, 20A, 2.8M RDS(ON), HOT-SWAP",linear-audio-amplifiers,0,2.76,26-VFLGA Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5026GLRT-P/25855327,Networking,20A,,"Fault Timeout, Latched Fault, OVP, Thermal Limit, UVLO",,No,1,,"Current Limit, Fault Timeout, OVP, Thermal Limit, UVLO",,,Hot Swap Controller,2.7V ~ 16V
MP5026GLRT-Z,Monolithic Power Systems Inc.,"16V, 20A, 2.8M RDS(ON), HOT-SWAP",linear-audio-amplifiers,0,1.3398,26-VFLGA Exposed Pad,Surface Mount,Active,https://www.monolithicpower.com/pub/media/document/MP5026GLRT-Z_r1p0.pdf,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5026GLRT-Z/25855341,Networking,20A,,"Fault Timeout, Latched Fault, OVP, Thermal Limit, UVLO",,No,1,,"Current Limit, Fault Timeout, OVP, Thermal Limit, UVLO",,,Hot Swap Controller,2.7V ~ 16V
MP5048AGU-P,Monolithic Power Systems Inc.,"60V, 4A, 14M RDS(ON), HOT-SWAP I",linear-audio-amplifiers,533,4.69,30-PowerVFQFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5048AGU-P/20414395,Networking,5A,1.8 mA,"Auto Retry, Fault Timeout, Latched Fault, OVP, PMBus, UVLO",,Yes,1,-40°C ~ 125°C (TJ),"Current Limit, Fault Timeout, OVP, UVLO",,,Hot Swap Controller,24V ~ 60V
MP5048AGU-Z,Monolithic Power Systems Inc.,"60V, 4A, 14M RDS(ON), HOT-SWAP I",linear-audio-amplifiers,2487,4.27,30-PowerVFQFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5048AGU-Z/20414380,Networking,4A,2.4 mA,"Auto Retry, Fault Timeout, Latched Fault, OVP, PMBus, UVLO",,Yes,1,-40°C ~ 125°C (TJ),"Current Limit, Fault Timeout, OVP, Slew Rate, UVLO",,,,24V ~ 60V
MP5048GU-P,Monolithic Power Systems Inc.,"60V, 15A, 7M RDS(ON)HOT-SWAP INT",linear-audio-amplifiers,0,7.92,30-PowerVFQFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5048GU-P/14640311,General Purpose,15A,15 A,Auto Retry,,No,1,-40°C ~ 125°C (TJ),"Current Limit, Fault Timeout, OVP, Slew Rate, UVLO",,,Hot Swap Controller,24V ~ 60V
MP5048GU-Z,Monolithic Power Systems Inc.,"60V, 15A, 7M RDS(ON)HOT-SWAP INT",linear-audio-amplifiers,0,7.59,30-PowerVFQFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5048GU-Z/14640303,General Purpose,15A,15 A,Auto Retry,,No,1,-40°C ~ 125°C (TJ),"Current Limit, Fault Timeout, OVP, Slew Rate, UVLO",,,Hot Swap Controller,24V ~ 60V
MP5056GQV-P,Monolithic Power Systems Inc.,"28V, 7M RDS(ON), HOT-SWAP PROTEC",linear-audio-amplifiers,4,2.42,22-PowerVFQFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5056GQV-P/24709778,General Purpose,6A,,"Auto Retry, Fault Timeout, Latched Fault, Thermal Limit, UVLO",,No,1,-40°C ~ 125°C (TJ),"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,6V ~ 28V
MP5056GQV-Z,Monolithic Power Systems Inc.,"28V, 7M RDS(ON), HOT-SWAP PROTEC",linear-audio-amplifiers,4975,2.05,22-PowerVFQFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5056GQV-Z/24709791,General Purpose,6A,,"Auto Retry, Fault Timeout, Latched Fault, Thermal Limit, UVLO",,No,1,,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,28V
MP5061GQV-P,Monolithic Power Systems Inc.,"28V, 15A ADJUSTABLE CURRENT LIMI",linear-audio-amplifiers,2414,2.69,22-PowerVFQFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5061GQV-P/24374523,General Purpose,25A,1 mA,"Auto Retry, Fault Timeout, Latched Fault, Thermal Limit, UVLO",,Yes,1,-40°C ~ 125°C (TJ),"Current Limit, Fault Timeout, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",4.5V ~ 28V
MP5061GQV-Z,Monolithic Power Systems Inc.,"28V, 15A ADJUSTABLE CURRENT LIMI",linear-audio-amplifiers,4964,2.32,22-PowerVFQFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5061GQV-Z/24374534,General Purpose,25A,1 mA,"Auto Retry, Fault Timeout, Latched Fault, Thermal Limit, UVLO",,Yes,1,-40°C ~ 125°C (TJ),"Current Limit, Fault Timeout, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",4.5V ~ 28V
MP5921GV-P,Monolithic Power Systems Inc.,16V 50A 1M RDS(ON)HOTSWAP 28QFN,linear-audio-amplifiers,0,5.5748,28-PowerVFQFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5921GV-P/15212332,,,,,,,,,,,*,,
MP5921GV-Z,Monolithic Power Systems Inc.,"16V, 50A, 1M RDS(ON), HOT-SWAP I",linear-audio-amplifiers,0,5.3438,28-VFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5921GV-Z/18088971,Networking,50A,1.8 mA,Latched Fault,,Yes,1,-40°C ~ 125°C (TJ),"Current Limit, Latched Fault, OVP, Slew Rate, UVLO",,MP,Hot Swap Controller,4V ~ 16V
MP5990GMA-0000-P,Monolithic Power Systems Inc.,"16V, 50A, 1M RDS(ON),FULLY INTEG",linear-audio-amplifiers,0,5.0666,45-PowerVFLGA,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5990GMA-0000-P/21658327,Networking,50A,11.2 mA,"Auto Retry, OVP, PMBus, Thermal Limit, UVLO",,Yes,1,-40°C ~ 125°C (TJ),"Current Limit, Fault Timeout, OVP, Slew Rate, UVLO",,,Hot Swap Controller,4V ~ 16V
MP5990GMA-0000-Z,Monolithic Power Systems Inc.,"16V, 50A, 1M RDS(ON),FULLY INTEG",linear-audio-amplifiers,0,4.8356,45-PowerVFLGA,Surface Mount,Active,,https://www.digikey.com/en/products/detail/monolithic-power-systems-inc/MP5990GMA-0000-Z/21658366,Networking,50A,11.2 mA,"Auto Retry, OVP, PMBus, Thermal Limit, UVLO",,Yes,1,-40°C ~ 125°C (TJ),"Current Limit, Fault Timeout, OVP, Slew Rate, UVLO",,,Hot Swap Controller,4V ~ 16V
