MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Current - Output (Max),Current - Supply,Features,Grade,Internal Switch(s),Number of Channels,Operating Temperature,Programmable Features,Qualification,Series,Type,Voltage - Supply
MIC2585-1LBTS,Microchip Technology,IC HOT SWAP CTRLR GP 24TSSOP,linear-audio-amplifiers,0,5.44282,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2584-85.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2585-1LBTS/1028788,General Purpose,,1.7 mA,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2585-1LBTS-TR,Microchip Technology,IC HOT SWAP CTRLR GP 24TSSOP,linear-audio-amplifiers,0,5.2,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2584-85.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2585-1LBTS-TR/1028789,General Purpose,,1.7 mA,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2585-1LYTS,Microchip Technology,IC HOT SWAP CTRLR GP 24TSSOP,linear-audio-amplifiers,0,0.0,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2584-85.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2585-1LYTS/1616810,General Purpose,,1.7 mA,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2585-1MBTS,Microchip Technology,IC HOT SWAP CTRLR GP 24TSSOP,linear-audio-amplifiers,0,5.44282,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2584-85.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2585-1MBTS/1028790,General Purpose,,1.7 mA,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2585-1MBTS-TR,Microchip Technology,IC HOT SWAP CTRLR GP 24TSSOP,linear-audio-amplifiers,0,5.2,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2584-85.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2585-1MBTS-TR/1028791,General Purpose,,1.7 mA,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2585-1MYTS,Microchip Technology,IC HOT SWAP CTRLR GP 24TSSOP,linear-audio-amplifiers,0,0.0,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2584-85.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2585-1MYTS/1616812,General Purpose,,1.7 mA,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2585-2JBTS,Microchip Technology,DUAL-CH HOT SWAP CONTROLLER,linear-audio-amplifiers,397,10.2,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/opyjjqng8w/MCRLS05848-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/MIC2585-2JBTS/11542346,General Purpose,,1.7 mA,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2585-2JBTS-TR,Microchip Technology,IC HOT SWAP CTRLR GP 24TSSOP,linear-audio-amplifiers,0,5.2,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2584-85.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2585-2JBTS-TR/1023525,General Purpose,,1.7 mA,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2585-2JYTS,Microchip Technology,DUAL-CH HOT SWAP CONTROLLER,linear-audio-amplifiers,7600,10.2,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/opyjjqng8w/MCRLS05848-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/MIC2585-2JYTS/11512929,General Purpose,,1.7 mA,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2585-2JYTS TR,Microchip Technology,DUAL-CHANNEL HOT SWAP CONTROLLER,linear-audio-amplifiers,5000,10.2,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/opyjjqng8w/MCRLS05848-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/MIC2585-2JYTS-TR/12591256,General Purpose,,,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2585-2JYTS-TR,Microchip Technology,IC HOT SWAP CTRLR GP 24TSSOP,linear-audio-amplifiers,0,0.0,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2584-85.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2585-2JYTS-TR/1022712,General Purpose,,1.7 mA,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2585-2KBTS,Microchip Technology,IC HOT SWAP CTRLR GP 24TSSOP,linear-audio-amplifiers,0,5.44282,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2584-85.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2585-2KBTS/1028794,General Purpose,,1.7 mA,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2585-2KBTS-TR,Microchip Technology,IC HOT SWAP CTRLR GP 24TSSOP,linear-audio-amplifiers,0,5.2,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2584-85.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2585-2KBTS-TR/1028795,General Purpose,,1.7 mA,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2585-2LBTS,Microchip Technology,IC HOT SWAP CTRLR GP 24TSSOP,linear-audio-amplifiers,0,5.44282,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2584-85.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2585-2LBTS/1028796,General Purpose,,1.7 mA,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2585-2LBTS-TR,Microchip Technology,IC HOT SWAP CTRLR GP 24TSSOP,linear-audio-amplifiers,0,5.2,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2584-85.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2585-2LBTS-TR/1028797,General Purpose,,1.7 mA,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2585-2MBTS,Microchip Technology,IC HOT SWAP CTRLR GP 24TSSOP,linear-audio-amplifiers,0,5.44282,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2584-85.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2585-2MBTS/1028798,General Purpose,,1.7 mA,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2585-2MBTS-TR,Microchip Technology,IC HOT SWAP CTRLR GP 24TSSOP,linear-audio-amplifiers,0,5.2,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2584-85.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2585-2MBTS-TR/1028799,General Purpose,,1.7 mA,Latched Fault,,No,2,-40°C ~ 85°C,"Fault Timeout, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",1V ~ 13.2V
MIC2586-1BM,Microchip Technology,HOT SWAP POWER CONTROLLER,linear-audio-amplifiers,489,3.41,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/yoabhdkts1/MCRLS04601-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/MIC2586-1BM/11519744,General Purpose,,2 mA,Latched Fault,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",10V ~ 80V
MIC2586-1YM,Microchip Technology,HOT SWAP POWER CONTROLLER,linear-audio-amplifiers,2250,3.95,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/yoabhdkts1/MCRLS04601-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/MIC2586-1YM/11537680,General Purpose,,2 mA,Latched Fault,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",10V ~ 80V
MIC2586-2YM,Microchip Technology,IC HOT SWAP CTRLR GP 14SOIC,linear-audio-amplifiers,0,4.77815,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2586-86r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2586-2YM/771563,General Purpose,,2 mA,Latched Fault,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",10V ~ 80V
MIC2586R-1YM,Microchip Technology,IC HOT SWAP CTRLR GP 14SOIC,linear-audio-amplifiers,0,4.77815,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2586-86r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2586R-1YM/771564,General Purpose,,2 mA,Auto Retry,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",10V ~ 80V
MIC2586R-1YM TR,Microchip Technology,IC HOT SWAP CTRLR GP 14SOIC,linear-audio-amplifiers,0,3.9625,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2586-86r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2586R-1YM-TR/1028807,General Purpose,,2 mA,Auto Retry,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",10V ~ 80V
MIC2586R-2BM TR,Microchip Technology,IC HOT SWAP CTRLR GP 14SOIC,linear-audio-amplifiers,0,3.9625,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2586-86r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2586R-2BM-TR/1028809,General Purpose,,2 mA,Auto Retry,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",10V ~ 80V
MIC2586R-2YM,Microchip Technology,IC HOT SWAP CTRLR GP 14SOIC,linear-audio-amplifiers,0,4.77815,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2586-86r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2586R-2YM/1028810,General Purpose,,2 mA,Auto Retry,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",10V ~ 80V
MIC2586R-2YM TR,Microchip Technology,IC HOT SWAP CTRLR GP 14SOIC,linear-audio-amplifiers,0,3.9625,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2586-86r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2586R-2YM-TR/1028811,General Purpose,,2 mA,Auto Retry,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,"Hot Swap Controller, Sequencer",10V ~ 80V
MIC2587-1BM,Microchip Technology,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,3.54979,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2587-87r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2587-1BM/771070,General Purpose,,2 mA,Latched Fault,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,10V ~ 80V
MIC2587-1BM-TR,Microchip Technology,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,3.0125,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2587-87r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2587-1BM-TR/1028812,General Purpose,,2 mA,Latched Fault,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,10V ~ 80V
MIC2587-1YM,Microchip Technology,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,5.05,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2587-87r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2587-1YM/771565,General Purpose,,2 mA,Latched Fault,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,10V ~ 80V
MIC2587-1YM-TR,Microchip Technology,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,5.05,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2587-87r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2587-1YM-TR/1028813,General Purpose,,2 mA,Latched Fault,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,10V ~ 80V
MIC2587-2BM,Microchip Technology,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,3.12856,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2587-87r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2587-2BM/1028814,General Purpose,,2 mA,Latched Fault,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,10V ~ 80V
MIC2587-2BM-TR,Microchip Technology,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,3.0125,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2587-87r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2587-2BM-TR/1028815,General Purpose,,2 mA,Latched Fault,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,10V ~ 80V
MIC2587-2YM,Microchip Technology,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,289,5.05,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2587-87r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2587-2YM/1028816,General Purpose,,2 mA,Latched Fault,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,10V ~ 80V
MIC2587-2YM-TR,Microchip Technology,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,4.235,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2587-87r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2587-2YM-TR/1028817,General Purpose,,2 mA,Latched Fault,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,10V ~ 80V
MIC2587R-1BM,Microchip Technology,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,3.54979,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2587-87r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2587R-1BM/771071,General Purpose,,2 mA,Auto Retry,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,10V ~ 80V
MIC2587R-1BM-TR,Microchip Technology,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,3.0125,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2587-87r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2587R-1BM-TR/1028818,General Purpose,,2 mA,Auto Retry,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,10V ~ 80V
MIC2587R-1YM,Microchip Technology,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,140,5.05,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2587-87r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2587R-1YM/771566,General Purpose,,2 mA,Auto Retry,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,10V ~ 80V
MIC2587R-1YM-TR,Microchip Technology,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,2464,5.05,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2587-87r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2587R-1YM-TR/1028819,General Purpose,,2 mA,Auto Retry,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,10V ~ 80V
MIC2587R-2BM,Microchip Technology,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,3.12856,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2587-87r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2587R-2BM/1028820,General Purpose,,2 mA,Auto Retry,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,10V ~ 80V
MIC2587R-2BM-TR,Microchip Technology,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,3.0125,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2587-87r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2587R-2BM-TR/1028821,General Purpose,,2 mA,Auto Retry,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,10V ~ 80V
MIC2587R-2YM,Microchip Technology,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,20,5.05,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2587-87r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2587R-2YM/1028822,General Purpose,,2 mA,Auto Retry,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,10V ~ 80V
MIC2587R-2YM-TR,Microchip Technology,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,0,4.235,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2587-87r.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2587R-2YM-TR/1028823,General Purpose,,2 mA,Auto Retry,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate, UVLO",,,Hot Swap Controller,10V ~ 80V
MIC2588-1BM,Microchip Technology,IC HOT SWAP CTRLR -48V 8SOIC,linear-audio-amplifiers,0,2.27679,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2588-94.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2588-1BM/1028824,-48V,,3 mA,"Fault Timeout, Latched Fault",,No,1,-40°C ~ 85°C,"Current Limit, OVP, Slew Rate, UVLO",,,Hot Swap Controller,-80V ~ -19V
MIC2588-1BM-TR,Microchip Technology,IC HOT SWAP CTRLR -48V 8SOIC,linear-audio-amplifiers,0,2.15,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2588-94.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2588-1BM-TR/1028825,-48V,,3 mA,"Fault Timeout, Latched Fault",,No,1,-40°C ~ 85°C,"Current Limit, OVP, Slew Rate, UVLO",,,Hot Swap Controller,-80V ~ -19V
MIC2588-1YM,Microchip Technology,"SINGLE-CHANNEL, NEGATIVE HIGH-VO",linear-audio-amplifiers,942,2.83,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/hys0fdyw6o/MCRLS02042-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/MIC2588-1YM/12596987,-48V,,3 mA,"Fault Timeout, Latched Fault",,No,1,-40°C ~ 85°C,"Current Limit, OVP, Slew Rate, UVLO",,,Hot Swap Controller,-80V ~ -19V
MIC2588-1YM-TR,Microchip Technology,IC HOT SWAP CTRLR -48V 8SOIC,linear-audio-amplifiers,635,2.67,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2588-94.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2588-1YM-TR/1016608,-48V,,3 mA,"Fault Timeout, Latched Fault",,No,1,-40°C ~ 85°C,"Current Limit, OVP, Slew Rate, UVLO",,,Hot Swap Controller,-80V ~ -19V
MIC2588-2BM,Microchip Technology,IC HOT SWAP CTRLR -48V 8SOIC,linear-audio-amplifiers,0,2.27679,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2588-94.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2588-2BM/1028827,-48V,,3 mA,"Fault Timeout, Latched Fault",,No,1,-40°C ~ 85°C,"Current Limit, OVP, Slew Rate, UVLO",,,Hot Swap Controller,-80V ~ -19V
MIC2588-2BM-TR,Microchip Technology,IC HOT SWAP CTRLR -48V 8SOIC,linear-audio-amplifiers,0,2.15,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2588-94.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2588-2BM-TR/1028828,-48V,,3 mA,"Fault Timeout, Latched Fault",,No,1,-40°C ~ 85°C,"Current Limit, OVP, Slew Rate, UVLO",,,Hot Swap Controller,-80V ~ -19V
MIC2588-2YM,Microchip Technology,IC HOT SWAP CTRLR -48V 8SOIC,linear-audio-amplifiers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2588-94.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2588-2YM/1028829,-48V,,3 mA,"Fault Timeout, Latched Fault",,No,1,-40°C ~ 85°C,"Current Limit, OVP, Slew Rate, UVLO",,,Hot Swap Controller,-80V ~ -19V
MIC2588-2YM-TR,Microchip Technology,IC HOT SWAP CTRLR -48V 8SOIC,linear-audio-amplifiers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2588-94.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2588-2YM-TR/1016609,-48V,,3 mA,"Fault Timeout, Latched Fault",,No,1,-40°C ~ 85°C,"Current Limit, OVP, Slew Rate, UVLO",,,Hot Swap Controller,-80V ~ -19V
MIC2589-2YM,Microchip Technology,IC HOT SWAP CTRLR -48V 14SOIC,linear-audio-amplifiers,0,0.0,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2589-95.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2589-2YM/1028835,-48V,,4 mA,Latched Fault,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, OVP, UVLO",,,"Hot Swap Controller, Sequencer",-80V ~ -19V
MIC2589R-1YM-TR,Microchip Technology,IC HOT SWAP CTRLR -48V 14SOIC,linear-audio-amplifiers,2337,6.59,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/mic2589-95.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MIC2589R-1YM-TR/1016612,-48V,,4 mA,Auto Retry,,No,1,-40°C ~ 85°C,"Current Limit, Fault Timeout, OVP, UVLO",,,"Hot Swap Controller, Sequencer",-80V ~ -19V
